Sample,red,green,blue,black,N1,N2,N3,Material
2021_Sep_03_SR-3501_SN19387Q4__00183.sed,59.67242389300336,43.435884070879965,39.22393256654278,114.84085542732981,8.956963500568047,8.097190576257724,8.239974674851208,0.0
4283,52.338989410173134,37.89078206552604,33.92934901038589,99.49263761969064,7.683184858558155,6.957976010862993,7.0540872492710776,7.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,59.0323582710753,42.7482809169557,38.51208750332629,112.67479379302675,8.762390163349794,7.899325898171675,8.024058227013933,1.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,45.54459923491802,33.37630041044093,30.903553829056,86.01039405525127,6.726351728756375,6.055000898617554,6.093714505397181,2.0
3732,50.810892321195325,36.54975196578242,32.4386719711151,95.23006450073598,7.275462893410761,6.586368114377406,6.667341347318995,7.0
aug_1.0_f7274b82,58.32737250133388,42.18123810623821,37.89036953709447,110.84924896965228,8.595523275136435,7.750632346515508,7.858747708520289,1.0
3628,43.58712550349286,31.450048737134818,28.229664034857496,82.5275986441288,6.378765449231405,5.768698954350416,5.843566142367717,8.0
2021_Sep_01_SR-3501_SN19387Q4__00590.sed,58.71242423257378,42.53301155070595,38.431334840542675,112.07046305676795,8.733456196227985,7.863086370556576,7.978622040810456,5.0
1351,52.186134596144726,38.070219180641345,34.7411948031176,99.4393773126574,7.735469214717222,6.993749437579142,7.1262243826573215,8.0
5302,50.05211860566458,36.31405455266689,32.64653733208115,95.6724495111564,7.422244487004249,6.717320397218769,6.822305235188729,7.0
2021_Aug_31_SR-3501_SN19387Q4__00730.sed,57.41712489891845,41.789743096772284,37.72461506012766,110.05802336115994,8.567774744227334,7.744235572491563,7.87203339073026,3.0
aug_1.0_54e7fe87,38.200297512053346,27.447969259455498,24.363441877530782,68.76647394046444,5.157649202468196,4.637423827246363,4.665814776897065,1.0
2484,54.18346678458929,39.241951311366535,35.193449398219315,102.49685518793999,7.916414914897656,7.148649118379479,7.2458701649134705,8.0
1281,59.28836022591115,43.146156939960605,38.960492301814725,114.02169811613723,8.88949541920989,8.036438815854689,8.17709283369313,9.0
4649,57.10847814398942,41.4792564054686,37.36119468959188,108.93343695854597,8.462975640137262,7.642031527707637,7.750316258252633,2.0
2411,54.872951787180526,39.918034247032665,36.0424712085268,105.50164900955407,8.221534727411434,7.439902913182445,7.5620027341435865,9.0
1446,54.49243319367287,39.79893294913953,36.379867590331926,106.12126782628854,8.26814429714667,7.534110814613998,7.810144587104401,7.0
2021_Aug_31_SR-3501_SN19387Q4__00787.sed,58.63595988847412,42.5376574213801,38.416174461372805,112.00743122738551,8.732585268344534,7.86335439775757,7.975092629024984,3.0
aug_3.0_9a36e3c4,56.790025681311334,41.30053562169813,37.26917642677938,109.09330427855517,8.498722612394394,7.6826111519658,7.814274700604924,3.0
3005,38.20606354166595,28.00329354976094,26.801224897946952,77.90482066251988,6.086327716711484,5.71893894640812,6.207788436925438,8.0
2021_Aug_31_SR-3501_SN19387Q4__00147.sed,45.49877101202526,33.46992030013412,30.854963847598984,86.7731295916129,6.796131349410503,6.129602974100926,6.211813470227106,2.0
2021_Sep_01_SR-3501_SN19387Q4__00804.sed,58.942029995062455,42.66883253657506,38.35419278773032,112.35853700060382,8.722530442333095,7.869449049464408,7.988381903025572,6.0
3491,58.762082370667855,42.702794802566,38.46265531012653,112.64447176301549,8.759203261235825,7.919968485230762,8.053457899866132,7.0
2021_Aug_31_SR-3501_SN19387Q4__00155.sed,46.61609210290449,34.25997551110835,31.5126926954744,88.75685778493013,6.946604916634355,6.263488321793445,6.333597077923342,2.0
aug_0.0_2f83bbbe,59.702100839539604,43.45700928172866,39.24262692248248,114.87630978930738,8.95967315593404,8.099372020307907,8.240109270599206,0.0
aug_0.0_9cab7c96,59.72349888132136,43.46694462142378,39.24986071747393,114.89435625379896,8.96092548502713,8.099714364221672,8.23953894800116,0.0
722,51.285477344075986,37.267846120827684,34.150277091429984,101.17805579260424,7.910699375175517,7.251682631563615,7.544707306029679,9.0
aug_4.0_18758e49,59.5981849723686,43.38115834637135,39.16555304144275,114.60919171755032,8.938689438958932,8.078648962207748,8.214205043860769,4.0
aug_0.0_5be8a2c7,58.72465105204902,42.72908014851953,38.577341047027524,113.0569703310117,8.820366774456861,7.971655801867405,8.11383548405766,0.0
2021_Sep_01_SR-3501_SN19387Q4__00741.sed,58.153370347466854,42.058132815684715,37.61865538531674,110.52283254319727,8.535088968102308,7.719927262300169,7.836787735653987,6.0
4785,53.21263379428122,38.826948012123125,35.56605683525629,103.63278471991381,8.066785068909663,7.367075376283243,7.632552971901657,7.0
5303,58.48481631577029,42.49048110144274,38.26266702832903,112.04614895518206,8.710043853487836,7.8752558131488755,8.005590908406601,7.0
aug_5.0_38e231a2,58.85143067307314,42.66072416334157,38.50965117154108,112.42368617948279,8.75820867692024,7.893694831910318,8.005190906584861,5.0
2021_Aug_31_SR-3501_SN19387Q4__00179.sed,50.72992161010011,37.082812230481416,33.920995571915896,95.72110497354646,7.501680193964599,6.726331851817799,6.717307598414596,2.0
aug_3.0_752daa65,57.102480368151745,41.54908477859515,37.50299169049906,109.66214809525111,8.541342263927561,7.723076385933632,7.857153646619471,3.0
4768,59.18102444695753,43.05739520435736,38.870000594397496,113.69175642725915,8.861251045317767,8.008828458081954,8.14236295927478,9.0
2021_Aug_31_SR-3501_SN19387Q4__00639.sed,58.54693441154399,42.56870579882561,38.433680307715385,112.10606686743232,8.738470241534785,7.885376381466967,7.999715594409331,3.0
2021_Sep_01_SR-3501_SN19387Q4__00518.sed,56.17518189499891,40.753483440176794,36.743259697794784,107.24424355371232,8.312245897215929,7.5240099724823315,7.657051685023128,5.0
781,48.81948079135601,35.56145074696731,32.568324673432684,95.85557845251425,7.438895270525693,6.833092330366147,7.155648514120773,2.0
2021_Sep_01_SR-3501_SN19387Q4__00777.sed,58.59942700048819,42.41307351569782,38.0397435455518,111.53294557518629,8.639049211599792,7.802960023291606,7.916368035620969,6.0
928,48.16323635242108,34.757330906864034,31.05760682081945,90.8446619009024,6.982898066865629,6.316879840323979,6.396589667267667,2.0
4103,57.65008458852134,41.930348779034986,37.95142912588602,110.74983252540312,8.619585024388913,7.803073843741836,7.9571707612290625,7.0
2086,48.43981513769145,35.373515586500034,32.7620869524461,94.27655407795095,7.335009479175133,6.714539587983986,7.009303082208335,8.0
4038,58.19809252523267,42.387186935226026,38.387731527967645,112.30311172914563,8.763785587310858,7.933899003094714,8.09829866107896,9.0
aug_3.0_a662bad7,58.752584678240126,42.61687260184823,38.49174301088867,112.26440076472312,8.753401828240332,7.881412382475174,7.997496675387432,3.0
5305,58.42332349002449,42.43955178161332,38.20464680268798,111.88789938003609,8.694411333543302,7.861907903760231,7.991572945476346,7.0
4928,50.69109978689583,37.08459485637752,34.19763878195299,99.8597492311616,7.788556103655747,7.137142217259846,7.486046808953815,2.0
4709,51.559036853346655,37.35435934809856,33.51336391958369,96.58914718578941,7.445844846134134,6.7150601888492965,6.754336558920526,8.0
4662,56.86093962484211,41.226539457732166,37.02877935328759,108.35394951935652,8.391786245577563,7.588310449711969,7.7058325115478565,7.0
4151,58.55262053243028,42.60203092367382,38.519273251315525,112.42549099576686,8.757153303161386,7.9166107005811925,8.065633014044188,7.0
3565,59.03129767456705,42.903502287537904,38.65505580978361,113.15491549587925,8.80262965108624,7.957608930462602,8.08728230067871,7.0
2021_Aug_30_SR-3501_SN19387Q4__00142.sed,47.57669037978866,34.14393109775263,30.249409394625008,87.37313738529193,6.621657103028513,5.970229849312416,6.01242156506134,1.0
