SED_File,red,blue,green,black,Material_Label
2021_Aug_30_SR-3501_SN19387Q4__00098.sed,59.020340132352324,38.500324361551776,42.73517998083185,112.66425995405618,1
2021_Aug_31_SR-3501_SN19387Q4__00625.sed,58.25755719318536,38.259866913028226,42.380266807565214,111.63323523814755,3
2021_Sep_01_SR-3501_SN19387Q4__00902.sed,53.98142215745977,34.476218613702244,38.60669948556037,99.73785180086013,6
2021_Sep_01_SR-3501_SN19387Q4__00717.sed,52.86333318123698,33.35341378286481,37.82969269903241,98.48438116881249,6
2021_Aug_31_SR-3501_SN19387Q4__00280.sed,48.41186101161311,32.54345631056215,35.52053982562974,91.84492090326131,2
2021_Sep_01_SR-3501_SN19387Q4__00213.sed,59.5498905617533,39.139097779508646,43.350842965067905,114.56080977544457,4
2021_Sep_01_SR-3501_SN19387Q4__00553.sed,57.15642947451902,37.396264779915235,41.45056905732106,108.86659740754833,5
2021_Aug_30_SR-3501_SN19387Q4__00144.sed,47.521795721224464,30.197577267549846,34.09446947142315,87.24899751305277,1
2021_Aug_31_SR-3501_SN19387Q4__00266.sed,46.329711329651744,31.32052485108745,34.06377095339994,88.19666888116355,2
2021_Aug_31_SR-3501_SN19387Q4__00116.sed,38.539298921572865,26.43175243152316,28.302847986012683,75.28486656862083,2
2021_Aug_31_SR-3501_SN19387Q4__00680.sed,56.8232590351666,37.286274981704494,41.31983629572822,109.1714669896462,3
2021_Aug_31_SR-3501_SN19387Q4__00772.sed,58.39865630975345,38.27862168511363,42.39304327487023,111.56844141480599,3
2021_Sep_01_SR-3501_SN19387Q4__00142.sed,58.59995481892019,38.50095039933829,42.65138554113712,112.92642904058997,4
2021_Sep_01_SR-3501_SN19387Q4__00279.sed,59.497002611175574,39.10446499327878,43.31917645710838,114.52401431362861,4
2021_Aug_31_SR-3501_SN19387Q4__00085.sed,52.76278843128103,34.933959355104356,38.093360699914705,98.46421565447856,2
2021_Sep_01_SR-3501_SN19387Q4__00770.sed,58.47205429593562,37.93459821644568,42.31915245342766,111.28751104023826,6
2021_Aug_31_SR-3501_SN19387Q4__00192.sed,53.075632352910525,35.2164566313032,38.56467396727643,99.799954862406,2
2021_Aug_31_SR-3501_SN19387Q4__00666.sed,59.1559465107696,38.80337206279921,42.95598327869512,113.35553920126715,3
2021_Sep_01_SR-3501_SN19387Q4__00025.sed,58.73466329771803,38.584430990567036,42.7361052817064,113.10173052680867,0
2021_Aug_31_SR-3501_SN19387Q4__00119.sed,38.48973346262488,26.39819761441116,28.26615427088983,75.18360149490923,2
2021_Aug_31_SR-3501_SN19387Q4__00046.sed,47.389666585464646,31.993569903531895,34.64060172647198,88.97426919873769,2
2021_Aug_31_SR-3501_SN19387Q4__00149.sed,45.51665630735026,30.864202873531056,33.47968787304976,86.82853889644926,2
2021_Aug_31_SR-3501_SN19387Q4__00278.sed,48.40606148236428,32.54111510687427,35.51754291202411,91.83585736789503,2
2021_Aug_31_SR-3501_SN19387Q4__00152.sed,46.67553391022795,31.551314316937212,34.301668137088086,88.90655011760761,2
2021_Sep_01_SR-3501_SN19387Q4__00949.sed,26.312822014489125,18.004171602087773,19.213640181381265,48.03764835651204,6
2021_Aug_30_SR-3501_SN19387Q4__00123.sed,35.628107845536306,22.511906708294028,25.53434933910487,65.4772237825841,1
2021_Aug_31_SR-3501_SN19387Q4__00756.sed,57.96001025642694,38.03888900636813,42.13748461682805,110.83761701246237,3
2021_Sep_01_SR-3501_SN19387Q4__00798.sed,58.83920443076025,38.25603482684284,42.58662615270142,112.11819064943694,6
2021_Sep_01_SR-3501_SN19387Q4__00912.sed,55.279472633784025,35.41487596341788,39.513452570839306,102.58951557611766,6
2021_Aug_31_SR-3501_SN19387Q4__00327.sed,55.549231005222325,36.569858370160205,40.118719324094364,104.61854221664188,2
2021_Aug_31_SR-3501_SN19387Q4__00269.sed,46.310506799360944,31.307418323824745,34.049260773513296,88.15454944603545,2
2021_Sep_01_SR-3501_SN19387Q4__00538.sed,56.785934491133055,37.15858327191271,41.19990742417016,108.301733419892,5
2021_Aug_30_SR-3501_SN19387Q4__00194.sed,55.02671045262528,35.58637504847062,39.58938762028713,102.78225937305633,1
2021_Aug_30_SR-3501_SN19387Q4__00011.sed,49.77249695476844,31.479488068141368,35.572399731116946,92.32042463435933,1
2021_Aug_31_SR-3501_SN19387Q4__00220.sed,55.67365451278832,36.66390855818277,40.21847307005317,104.94009246891534,2
2021_Sep_01_SR-3501_SN19387Q4__00946.sed,26.35617164665775,18.036012474706205,19.24722074831464,48.13441866332698,6
2021_Aug_31_SR-3501_SN19387Q4__00064.sed,49.31531348085778,33.056234703758776,35.88179418078391,92.07254960796618,2
2021_Aug_30_SR-3501_SN19387Q4__00104.sed,59.117374598121316,38.59276223139727,42.81814383972201,112.93648568735043,1
2021_Sep_01_SR-3501_SN19387Q4__00393.sed,56.543007121764404,36.912949955252046,41.00850294228951,108.05395437708896,5
2021_Aug_31_SR-3501_SN19387Q4__00723.sed,57.32191805262997,37.659940650356035,41.71754949445409,109.9234305070311,3
2021_Aug_30_SR-3501_SN19387Q4__00322.sed,53.6693454205362,34.82063450487617,38.58539661027088,99.63628888204362,1
2021_Sep_01_SR-3501_SN19387Q4__00827.sed,59.446247505633586,38.89665064422209,43.1129151146162,113.88178945990154,6
2021_Sep_01_SR-3501_SN19387Q4__00337.sed,59.643183426176506,39.180441323412744,43.399492508713635,114.69443062030285,4
2021_Sep_01_SR-3501_SN19387Q4__00543.sed,56.89475116395127,37.23765072167062,41.27860283071628,108.4551219674482,5
2021_Sep_01_SR-3501_SN19387Q4__00320.sed,59.588104286089255,39.15613733011725,43.37574250845711,114.62270809553576,4
2021_Sep_01_SR-3501_SN19387Q4__00119.sed,59.67009793148916,39.187751409555275,43.4045652062743,114.72736273692847,4
2021_Aug_31_SR-3501_SN19387Q4__00616.sed,58.15125479656475,38.19317654537697,42.308534119571064,111.45643371295623,3
2021_Aug_31_SR-3501_SN19387Q4__00038.sed,45.507587852099014,30.875507013393253,33.34479193728197,85.94452817276523,2
2021_Aug_31_SR-3501_SN19387Q4__00257.sed,43.53398772394276,29.64171317937439,32.06974088949151,83.18629064733612,2
2021_Aug_30_SR-3501_SN19387Q4__00225.sed,57.295389606668635,37.22972470704934,41.258147549168015,108.11830934526537,1
2021_Aug_30_SR-3501_SN19387Q4__00038.sed,57.15645011718786,36.942761378011326,41.28937660264245,108.29498472704884,1
2021_Sep_01_SR-3501_SN19387Q4__00022.sed,58.735119719863334,38.5853571111016,42.73670865635506,113.10262935914022,0
2021_Aug_31_SR-3501_SN19387Q4__00520.sed,58.05040290196867,38.11929855335795,42.22671719675539,111.16727568479331,3
2021_Aug_31_SR-3501_SN19387Q4__00276.sed,48.40331675779271,32.53903258467895,35.51537324350876,91.82720754616543,2
2021_Sep_01_SR-3501_SN19387Q4__00181.sed,59.46890317023619,39.093204848430844,43.29900614048943,114.46537493776373,4
2021_Aug_31_SR-3501_SN19387Q4__00283.sed,49.206713084511364,33.01646717319072,36.06479242883117,93.13887551636816,2
2021_Aug_31_SR-3501_SN19387Q4__00053.sed,48.09750248594579,32.3974799569188,35.11000934536636,90.1243678635786,2
2021_Aug_30_SR-3501_SN19387Q4__00257.sed,38.28456819825058,24.429690721864553,27.5543884091953,69.02225841298971,1
2021_Sep_01_SR-3501_SN19387Q4__00236.sed,59.62991778784947,39.173357624346906,43.387619674114944,114.66107848867561,4
2021_Aug_30_SR-3501_SN19387Q4__00170.sed,51.81746985952629,33.41743050207258,37.36480341266946,96.30671428467818,1
2021_Sep_01_SR-3501_SN19387Q4__00061.sed,59.630150660883196,39.18924698690142,43.4010919693831,114.75651666059696,4
2021_Aug_31_SR-3501_SN19387Q4__00402.sed,59.68480654171971,39.228105178925674,43.440626265496185,114.85986779203873,0
2021_Sep_01_SR-3501_SN19387Q4__00826.sed,59.44484154714519,38.895860123130205,43.11173525616459,113.87918534003605,6
2021_Aug_31_SR-3501_SN19387Q4__00671.sed,59.38956656721084,38.97186439948274,43.12969849616766,113.92980476061231,3
2021_Aug_31_SR-3501_SN19387Q4__00166.sed,49.51618261190068,33.22055555841784,36.279479541298144,93.7954456117418,2
2021_Aug_30_SR-3501_SN19387Q4__00230.sed,57.685139688558095,37.53006961809265,41.56701507845981,109.11193792277436,1
2021_Sep_01_SR-3501_SN19387Q4__00977.sed,39.46417590846332,26.430300841860305,28.861687017001984,72.67036400728622,6
2021_Sep_01_SR-3501_SN19387Q4__00189.sed,59.475967595406686,39.097283410729574,43.303849971653015,114.47178393227702,4
2021_Aug_31_SR-3501_SN19387Q4__00139.sed,42.883722693549934,29.28016142614743,31.591343034773697,82.21579126953124,2
2021_Aug_31_SR-3501_SN19387Q4__00122.sed,38.50022976143782,26.406454564927692,28.274562216167457,75.20908367684208,2
2021_Sep_01_SR-3501_SN19387Q4__00471.sed,58.85441107507614,38.50837859283994,42.65744742671437,112.44547080358501,5
2021_Aug_31_SR-3501_SN19387Q4__00785.sed,58.52406124469054,38.34908719187737,42.46733743063796,111.80652765448625,3
2021_Aug_30_SR-3501_SN19387Q4__00188.sed,54.20842579267622,35.03002548924522,39.02323400350106,101.04624311983873,1
2021_Aug_31_SR-3501_SN19387Q4__00070.sed,50.2819176687302,33.569669484001324,36.48043329966269,93.68692675145346,2
2021_Sep_01_SR-3501_SN19387Q4__00521.sed,56.284071622725435,36.81814978347338,40.83311495163838,107.4312815885626,5
2021_Sep_01_SR-3501_SN19387Q4__00843.sed,47.115166926432266,29.142668568103545,33.358537741133446,85.21430396343274,6
2021_Aug_31_SR-3501_SN19387Q4__00485.sed,57.388048720549406,37.695309117097366,41.76074070268015,110.09998220018264,3
2021_Sep_01_SR-3501_SN19387Q4__00451.sed,58.27969144690263,38.10712278103859,42.25623636019533,111.16833288124748,5
2021_Aug_30_SR-3501_SN19387Q4__00095.sed,58.882763603428934,38.37197110058831,42.61862083870838,112.28451688011238,1
2021_Aug_30_SR-3501_SN19387Q4__00333.sed,55.32423488406158,35.93276303144961,39.75272707822839,103.36585020911244,1
2021_Aug_30_SR-3501_SN19387Q4__00165.sed,51.12285154495713,32.92750108469847,36.86258013454723,94.93992800317999,1
2021_Aug_31_SR-3501_SN19387Q4__00461.sed,56.66568303352743,37.17263607509208,41.19824633358342,108.82800266576453,3
2021_Aug_31_SR-3501_SN19387Q4__00164.sed,48.700335220883744,32.72938641881821,35.71573690451564,92.42232454591232,2
2021_Sep_01_SR-3501_SN19387Q4__00690.sed,58.71897765275147,38.40860783855265,42.559978391539815,112.12659341276586,5
2021_Sep_01_SR-3501_SN19387Q4__00318.sed,59.58613450089611,39.154802035174484,43.374437622456625,114.61812786212118,4
2021_Sep_01_SR-3501_SN19387Q4__00100.sed,59.64759659314722,39.18844789001646,43.40406337973518,114.72821720672582,4
2021_Sep_03_SR-3501_SN19387Q4__00167.sed,58.59339794340448,38.48609789220156,42.63096460195362,112.85007009707788,0
2021_Aug_30_SR-3501_SN19387Q4__00201.sed,59.30110010029108,38.97167884143802,43.15642571271362,114.13626191503191,1
2021_Aug_31_SR-3501_SN19387Q4__00086.sed,53.25645297695097,35.19009850937097,38.37010580854641,99.32582773292697,2
2021_Aug_31_SR-3501_SN19387Q4__00028.sed,44.5159554302747,30.261014404295388,32.6384304746276,84.4481951946618,2
2021_Sep_01_SR-3501_SN19387Q4__00208.sed,59.53715685618443,39.13283112851947,43.34367163324111,114.54459669770011,4
2021_Sep_01_SR-3501_SN19387Q4__00438.sed,57.79575428896807,37.79647019845582,41.93694459426539,110.25655200361336,5
2021_Sep_01_SR-3501_SN19387Q4__00316.sed,59.587469875431836,39.15585125867449,43.37540726531325,114.621391568049,4
2021_Sep_01_SR-3501_SN19387Q4__00580.sed,58.35691752516847,38.18437372119253,42.27033341418753,111.26376466390019,5
2021_Sep_01_SR-3501_SN19387Q4__00628.sed,56.47280310588991,36.91889367010443,41.005927255774274,107.97487330470877,5
2021_Aug_30_SR-3501_SN19387Q4__00320.sed,52.59064169295384,34.115752340189474,37.84717795398813,97.3392939578431,1
2021_Aug_31_SR-3501_SN19387Q4__00715.sed,57.15701969392579,37.5460916944747,41.592674935764265,109.70198561365808,3
2021_Aug_31_SR-3501_SN19387Q4__00298.sed,50.99174014306547,34.047683845864086,37.2414194583136,96.07402951137371,2
2021_Aug_30_SR-3501_SN19387Q4__00354.sed,33.79911728135871,21.25929089482299,24.183522741203305,60.558951329181184,1
2021_Sep_01_SR-3501_SN19387Q4__00219.sed,59.55846309294556,39.14016036707805,43.35297513262389,114.55740334888895,4
2021_Aug_30_SR-3501_SN19387Q4__00270.sed,42.47532727642285,27.40085786038977,30.69968671144689,77.5337321933678,1
2021_Sep_01_SR-3501_SN19387Q4__00760.sed,58.31838439940728,37.791245621370756,42.198795356286524,110.94398297366732,6
2021_Sep_01_SR-3501_SN19387Q4__00697.sed,59.231529618371994,38.80944327665483,42.96123339282024,113.42612511719909,5
2021_Aug_30_SR-3501_SN19387Q4__00176.sed,52.85845283072834,34.11944655087173,38.08776951114966,98.2965187785574,1
2021_Aug_31_SR-3501_SN19387Q4__00424.sed,59.71102522517208,39.23850477798098,43.45371495533975,114.88397991327273,0
2021_Sep_01_SR-3501_SN19387Q4__00076.sed,59.641299288255915,39.19443126747715,43.40741229229524,114.76040033031492,4
2021_Aug_31_SR-3501_SN19387Q4__00162.sed,48.70318023909813,32.73287464543515,35.718890914403104,92.4340054573455,2
2021_Aug_31_SR-3501_SN19387Q4__00578.sed,57.260883044250406,37.58469054864756,41.64445658889997,110.0174362197709,3
2021_Aug_30_SR-3501_SN19387Q4__00133.sed,45.06052219920329,28.325993895135998,32.187842448935704,82.22399742088027,1
2021_Sep_01_SR-3501_SN19387Q4__00404.sed,56.874043509451624,37.162028664689956,41.270968350038146,108.62228917398386,5
2021_Sep_01_SR-3501_SN19387Q4__01016.sed,47.02553485554591,31.11901822202705,34.135547284143804,86.46052146927337,6
2021_Aug_31_SR-3501_SN19387Q4__00054.sed,48.08647004974124,32.38888369144124,35.10105601311925,90.09871200041411,2
2021_Sep_01_SR-3501_SN19387Q4__00079.sed,59.64127470380657,39.1943949281537,43.407482067387875,114.75950560040536,4
2021_Sep_01_SR-3501_SN19387Q4__01015.sed,47.01853530136674,31.112722451237772,34.12966213506195,86.44296133346602,6
2021_Sep_01_SR-3501_SN19387Q4__00674.sed,58.23121269578013,38.06829162237591,42.22029199360896,111.05225618234073,5
2021_Sep_01_SR-3501_SN19387Q4__00132.sed,59.676639676182006,39.18761843231497,43.40344295877888,114.73064366840785,4
2021_Aug_31_SR-3501_SN19387Q4__00498.sed,57.68454729809024,37.894190090170625,41.97813877291348,110.58216371847618,3
2021_Aug_31_SR-3501_SN19387Q4__00236.sed,37.47650619683178,25.729635420886577,27.53374219731898,73.29953954139228,2
2021_Sep_01_SR-3501_SN19387Q4__00314.sed,59.57171453770437,39.148697373460976,43.36760188542927,114.60481822758823,4
2021_Sep_01_SR-3501_SN19387Q4__00577.sed,58.360370751996584,38.18737648287593,42.27352410099985,111.27299619727543,5
2021_Aug_31_SR-3501_SN19387Q4__00063.sed,49.291570028393735,33.04200545128555,35.86463300655607,92.02099455045433,2
2021_Sep_01_SR-3501_SN19387Q4__00857.sed,49.94012666017287,31.480258504252426,35.645290159774085,91.45645104996917,6
2021_Sep_01_SR-3501_SN19387Q4__00655.sed,57.36844994985262,37.51178870540391,41.6433080035625,109.44445544043394,5
2021_Sep_01_SR-3501_SN19387Q4__00789.sed,58.64097620766637,38.07952329483965,42.44180609609272,111.65260547588575,6
2021_Aug_31_SR-3501_SN19387Q4__00429.sed,59.71652065269458,39.239829677619326,43.45554800413501,114.88878392197584,0
2021_Sep_01_SR-3501_SN19387Q4__00524.sed,56.29141630238965,36.824448202433395,40.8394900082918,107.45001560260853,5
2021_Aug_31_SR-3501_SN19387Q4__00221.sed,56.16125312091256,36.953376080670246,40.55079139619306,106.01215551240224,2
2021_Aug_31_SR-3501_SN19387Q4__00252.sed,41.85148323309895,28.618294022361233,30.855686595830278,80.2706535260749,2
2021_Sep_01_SR-3501_SN19387Q4__00810.sed,59.0293334758877,38.44326411105905,42.7376632747285,112.6235066003506,6
2021_Aug_31_SR-3501_SN19387Q4__00071.sed,51.392566853600925,34.15649578434059,37.17007787036435,95.66735112103156,2
2021_Sep_01_SR-3501_SN19387Q4__00512.sed,55.86186433165643,36.527521675959036,40.51564956225208,106.69025270475747,5
2021_Sep_01_SR-3501_SN19387Q4__00978.sed,39.467302244133215,26.43454582478407,28.864981591241715,72.68094981167094,6
2021_Aug_31_SR-3501_SN19387Q4__00284.sed,49.21652054245399,33.023898498059076,36.072740373587656,93.16262388441777,2
2021_Aug_31_SR-3501_SN19387Q4__00121.sed,38.50549281984086,26.41009142343053,28.278273896707063,75.21943202694717,2
2021_Sep_01_SR-3501_SN19387Q4__00993.sed,44.2126782192394,29.424049229543954,32.255762065469064,81.52994643203833,6
2021_Aug_31_SR-3501_SN19387Q4__00197.sed,53.92870377524511,35.69426571118605,39.109391993488835,101.43788979254694,2
2021_Sep_01_SR-3501_SN19387Q4__00918.sed,55.80393211743993,35.808707647559146,39.89131939946398,103.8168852300864,6
2021_Aug_31_SR-3501_SN19387Q4__00140.sed,42.88709667113052,29.28342961545551,31.594104516583872,82.22463006693354,2
2021_Sep_01_SR-3501_SN19387Q4__01009.sed,46.20651014680851,30.635682005834962,33.59927793109057,85.02167114528505,6
2021_Sep_01_SR-3501_SN19387Q4__01057.sed,56.67344169262313,37.047264750427495,40.676789292284134,106.63705981420773,6
2021_Aug_31_SR-3501_SN19387Q4__00251.sed,41.87088077952397,28.63209577600113,30.870376277635884,80.31360689663391,2
2021_Sep_01_SR-3501_SN19387Q4__00761.sed,58.4038106917275,37.869538894512786,42.26572731409547,111.13350037343196,6
2021_Aug_31_SR-3501_SN19387Q4__00193.sed,53.08171240744923,35.22014296598407,38.569086966840935,99.81405275443674,2
2021_Sep_01_SR-3501_SN19387Q4__00581.sed,58.518899780400204,38.296814053201054,42.38652065491788,111.63400452339377,5
2021_Aug_30_SR-3501_SN19387Q4__00264.sed,40.690067040358436,26.139270201913575,29.36119837872284,73.90377573548786,1
2021_Sep_01_SR-3501_SN19387Q4__00346.sed,59.664641324688866,39.191583010220626,43.40938636377852,114.73174907835228,4
2021_Sep_01_SR-3501_SN19387Q4__00569.sed,57.954455299539106,37.912992893401,41.99032362401381,110.39266546588054,5
2021_Sep_01_SR-3501_SN19387Q4__00056.sed,59.61744674400936,39.17954090603607,43.39119037728737,114.73041461151954,4
2021_Sep_01_SR-3501_SN19387Q4__00455.sed,58.28189316732106,38.109231749040305,42.258287876428845,111.17390967417543,5
2021_Aug_30_SR-3501_SN19387Q4__00206.sed,56.36001892553789,36.530645171173745,40.550786889808535,105.82980210885766,1
2021_Sep_01_SR-3501_SN19387Q4__00630.sed,56.48012262907774,36.92532925508086,41.01190386722701,107.99257030708402,5
2021_Aug_31_SR-3501_SN19387Q4__00717.sed,57.28820549105433,37.63728805091238,41.692417975196854,109.90699546285504,3
2021_Sep_01_SR-3501_SN19387Q4__00169.sed,59.422581084517276,39.061686961034,43.26402518545366,114.40441300797804,4
2021_Sep_01_SR-3501_SN19387Q4__01054.sed,54.432772454492465,35.53087089361775,38.988557087414605,101.2051321557625,6
2021_Sep_01_SR-3501_SN19387Q4__00928.sed,56.68984239256305,36.50978657420531,40.56553602716357,106.02746454082495,6
2021_Aug_31_SR-3501_SN19387Q4__00066.sed,50.07638858233776,33.413736921511955,36.333917331600674,93.37159127327584,2
2021_Aug_31_SR-3501_SN19387Q4__00146.sed,45.484295059783165,30.84324711988543,33.455871418534656,86.75976446908244,2
2021_Aug_31_SR-3501_SN19387Q4__00137.sed,42.910866439577376,29.29711726016973,31.610958550582467,82.27024876332356,2
2021_Sep_01_SR-3501_SN19387Q4__00756.sed,58.31860335959877,37.79053069044856,42.198499918931844,110.943867525148,6
2021_Sep_01_SR-3501_SN19387Q4__00383.sed,56.694456832290356,37.032579814937876,41.12692385652225,108.52488743613019,5
2021_Aug_31_SR-3501_SN19387Q4__00782.sed,58.52896262806112,38.35291894213502,42.471580616115105,111.81792831904974,3
2021_Sep_01_SR-3501_SN19387Q4__00075.sed,59.79404782017174,39.29474354400177,43.51308027250573,115.07056234737294,0
2021_Sep_01_SR-3501_SN19387Q4__00017.sed,58.43262457160926,38.38573727511793,42.51819707109927,112.58259280057945,0
2021_Sep_01_SR-3501_SN19387Q4__00836.sed,46.70724011088673,28.80085112784357,33.026529693453185,84.37489552588777,6
2021_Aug_30_SR-3501_SN19387Q4__00309.sed,49.93654296882349,32.40747897301381,36.04447338156823,91.9911208492264,1
2021_Sep_01_SR-3501_SN19387Q4__00243.sed,59.64267964543401,39.17972747130298,43.393890919600906,114.68358508999663,4
2021_Aug_30_SR-3501_SN19387Q4__00284.sed,46.8617009660901,30.47850852837067,33.96547564945329,86.48434774998177,1
2021_Sep_01_SR-3501_SN19387Q4__00499.sed,55.079335092105694,35.95383531612907,39.894660303395355,105.40063458340799,5
2021_Aug_31_SR-3501_SN19387Q4__00531.sed,58.366708860027856,38.304974612010895,42.4270983923486,111.695955699717,3
2021_Aug_30_SR-3501_SN19387Q4__00189.sed,54.20366269841237,35.025108992539614,39.01876992082447,101.03268260272175,1
2021_Aug_30_SR-3501_SN19387Q4__00283.sed,46.86658745142884,30.482380255292988,33.96959325099637,86.4960732526477,1
2021_Sep_01_SR-3501_SN19387Q4__00366.sed,55.03782938375397,35.8549418591884,39.86764968204252,105.57987680323905,5
2021_Sep_01_SR-3501_SN19387Q4__00876.sed,52.24758764490351,33.29552823157911,37.432383975728015,96.38574276250704,6
2021_Sep_03_SR-3501_SN19387Q4__00178.sed,59.63343283104332,39.19266135862731,43.4005546409054,114.80313307670752,0
2021_Aug_31_SR-3501_SN19387Q4__00483.sed,57.38653463097647,37.694088873403146,41.75973563590522,110.09639108947744,3
2021_Sep_01_SR-3501_SN19387Q4__00205.sed,59.52906808807023,39.128926143725856,43.339408840766986,114.53765714700808,4
2021_Aug_30_SR-3501_SN19387Q4__00323.sed,53.65993739120348,34.81281185772019,38.57721404318724,99.61072208715731,1
2021_Sep_01_SR-3501_SN19387Q4__00415.sed,57.12741166962991,37.34805429994984,41.465661037964495,109.08252519188937,5
2021_Aug_30_SR-3501_SN19387Q4__00048.sed,57.412245381906814,37.160282604425134,41.49487268395096,108.86527679140207,1
2021_Aug_31_SR-3501_SN19387Q4__00600.sed,57.75931364437892,37.94338205624039,42.03343544810869,110.8246531168875,3
2021_Aug_31_SR-3501_SN19387Q4__00792.sed,58.74567620838208,38.48435332118325,42.60588270609977,112.2641120323639,3
