Sample,red,green,blue,black,N1,N2,N3,N4,Material
4899,37.84039756619617,27.77063102817215,26.764492916061847,77.6388134785729,5.639281922337805,5.6463907101667346,6.015851454165215,5.1076007410848865,8.0
4223,54.432129954588305,39.473394113271695,35.45382150998663,103.8788044231267,7.712426648783702,7.410722276320868,7.4061122859310515,6.374353369971988,7.0
5111,59.23700051118184,43.111504861721826,38.931535704681224,113.86607617752065,8.474346944456226,8.13713116545795,8.138270911724144,7.033844905625958,9.0
2021_Aug_31_SR-3501_SN19387Q4__00354.sed,59.64613933617744,43.41488879486651,39.20622274911658,114.81974200955955,8.549846111797292,8.212761746604878,8.217600311279034,7.109026939691092,0.0
2021_Sep_01_SR-3501_SN19387Q4__00802.sed,58.94232019910456,42.66897548109354,38.35466861767806,112.36009428446329,8.349794309441167,8.003149301782678,7.994361891319958,6.871592814515928,6.0
2021_Sep_01_SR-3501_SN19387Q4__00609.sed,55.553404823914875,40.28695040201418,36.24361747915011,106.42593074644121,7.900473946460218,7.606776246326152,7.61240017668791,6.567291907892318,5.0
aug_6.0_3989555e,58.48498902347082,42.333199451850106,37.946327294749715,111.29901449108333,8.266550275475163,7.930236051761611,7.922535670074363,6.807330072243744,6.0
4914,56.43156145644425,41.11158832378031,37.335454179641836,108.63566402035691,8.05874033283598,7.7474262502478295,7.790363201337357,6.706496254240953,2.0
2021_Sep_01_SR-3501_SN19387Q4__00034.sed,59.80734508195822,43.52706649373984,39.30748969235566,115.08659293206716,8.568304339258455,8.230058615056485,8.233913291191012,7.12109248314906,4.0
2021_Sep_01_SR-3501_SN19387Q4__00176.sed,59.468583280298226,43.303011571375,39.096698252294445,114.46026602997622,8.52227991942913,8.18755944443012,8.191284121090224,7.087385560946547,4.0
5241,50.41511599790219,36.62918278995038,33.084736123298995,96.59360997709837,7.170680074591738,6.890437678291773,6.887980542474057,5.935954458991523,2.0
4248,52.20799319961671,37.85570288401142,33.989217438657384,99.5897602766328,7.39215881318318,7.104354663606859,7.0996237222847896,6.109269657096625,7.0
aug_0.0_f16076ff,59.70531347277493,43.45890795005633,39.244430040207526,114.8806849715676,8.55290543057845,8.215169734116941,8.21828779263854,7.107878735634747,0.0
2021_Sep_01_SR-3501_SN19387Q4__00758.sed,58.32948444982141,42.21077197837606,37.80162686762514,110.95012215211572,8.238817497151299,7.9062615398863905,7.900797612086514,6.787345707136321,6.0
3574,44.24739622681589,31.872237401232653,28.76049736093183,83.78052564061133,6.1740933123707915,5.939983392106958,5.9253176001762515,5.055985018626518,8.0
2021_Sep_01_SR-3501_SN19387Q4__00868.sed,51.11898230629291,36.599559393617184,32.45928098500513,94.10870207528885,6.908652027949666,6.592513281945662,6.5459027652524,5.497773863646579,6.0
4234,58.57105793258304,42.57084140877426,38.35101134941732,112.2406005800081,8.346013955199629,8.013769446050157,8.01467851337292,6.915067999662588,7.0
828,33.2608039083357,23.65802092362012,21.284738582339095,62.91823453351242,4.577275687939461,4.48633472565208,4.56825263760737,3.8265942143838316,8.0
2021_Aug_30_SR-3501_SN19387Q4__00223.sed,57.295303655304096,41.258479680085124,37.228727479954856,108.08867129373417,8.016410194746683,7.626135621441712,7.590986330077238,6.462784617200768,1.0
2021_Sep_01_SR-3501_SN19387Q4__00556.sed,57.4692382192291,41.66729977535693,37.59918218789358,109.43005976691718,8.122685248530686,7.776682143673969,7.757094614804712,6.658347853122832,5.0
2021_Aug_30_SR-3501_SN19387Q4__00068.sed,58.041516882523965,41.97441598382174,37.66683128022672,110.21636236948466,8.180020415360486,7.837675968831624,7.82355355240229,6.708794720670785,1.0
2021_Aug_31_SR-3501_SN19387Q4__00045.sed,46.66399539707262,34.16546662223978,31.587466843224874,87.87459560462875,6.451874038108485,6.119939230611651,6.0714350706413445,5.137117112992512,2.0
aug_1.0_07ddf4ce,49.7770608372942,35.58008098019644,31.474564206864066,92.29936353103513,6.7871580861700345,6.504457384471631,6.486686531942831,5.471313454935132,1.0
aug_3.0_8c89532d,56.6715385424564,41.210261139922835,37.18277403737667,108.83251422980223,8.095798442894353,7.777347580117646,7.777557403155024,6.717956408480895,3.0
4646,56.141834632946086,40.751630383380956,36.65910016868985,106.94061744788944,7.933386854607054,7.610163282552338,7.60505599772909,6.535654357797936,2.0
2021_Aug_31_SR-3501_SN19387Q4__00434.sed,59.733084430770504,43.469554723925384,39.25179713168386,114.90179534259869,8.554336716326468,8.215287239613167,8.217647787850924,7.105837050334868,0.0
4809,53.562857994061666,39.06597850668891,35.74682603459053,104.07574304412228,7.687112995486206,7.45035428732868,7.568975796720615,6.497704001727119,7.0
3214,58.41491381824596,42.398928609878276,38.145240148851045,111.59574270718015,8.292713164225606,7.957324894207326,7.952146470661179,6.847586504893849,7.0
2021_Aug_30_SR-3501_SN19387Q4__00114.sed,59.50280864940548,43.176856921999075,38.974652350239495,114.0577373795134,8.481898721397567,8.136997395444327,8.138468684280788,7.013816268209652,1.0
2021_Sep_01_SR-3501_SN19387Q4__00069.sed,59.63766408788629,43.40930628782769,39.19493815904195,114.7429273309964,8.542408421420124,8.205381300765167,8.20885411741047,7.099505589820739,4.0
aug_1.0_5e7dc3d2,58.038487678852036,41.968955523207796,37.660797570332946,110.20180003330486,8.178963621000365,7.836102748602707,7.822391348266716,6.707216648778153,1.0
2021_Sep_01_SR-3501_SN19387Q4__00127.sed,59.68486216100619,43.41664418583134,39.19865987994798,114.73840770220266,8.540922577470068,8.200682581450367,8.202207613397997,7.089199804863354,4.0
3687,48.949191323652,35.53931508840145,32.02718884475077,93.65259625645433,6.952045761893036,6.6810922437849944,6.681316660726979,5.754931363003007,2.0
593,55.00461746716273,40.05890770938636,36.33974973789936,107.27659206519627,7.990495241893813,7.74105239347498,7.795817641784989,6.765274998824816,9.0
2021_Sep_01_SR-3501_SN19387Q4__01031.sed,50.935596969172124,36.63090335741387,33.37527310690112,93.65689929549124,6.920891410696374,6.45725217598733,6.308929318188167,5.280653001622726,6.0
aug_0.0_f2cff2fd,59.74141402407756,43.473838892618204,39.2565602437096,114.91565925870069,8.555199340420645,8.216024189089328,8.218565702132395,7.106375456566315,0.0
aug_6.0_3afed662,37.19465556834817,26.563798167688333,23.52289194891192,68.09173163929938,4.956400169299974,4.755685496054191,4.734121224188484,3.952888734249946,6.0
545,44.21392744378355,31.826600308988276,28.482170998661264,83.84041305248545,6.187816766396169,5.974155966641674,5.999065746946275,5.115468562227464,2.0
3159,57.39007687265144,41.742125436566084,37.640258722948985,110.25402144364307,8.204583162706834,7.88261151212047,7.883540326064608,6.813328217759766,9.0
aug_4.0_54135be0,58.87862235700308,42.84688206602189,38.68264724480732,113.35759320990402,8.442788592644986,8.110334128396243,8.114787161780892,7.021142467168909,4.0
4228,58.541449141598115,42.532390154191084,38.297497544730014,112.18100091333525,8.34204961783596,8.011389539309155,8.01296763668983,6.913796637733827,7.0
2021_Sep_01_SR-3501_SN19387Q4__00504.sed,55.43286134321576,40.18471691541938,36.222261136153094,105.9549264470487,7.853059450485871,7.548398461611427,7.571505024026071,6.506268238959121,5.0
2021_Aug_31_SR-3501_SN19387Q4__00516.sed,58.06495164616486,42.24160295061688,38.13277065514924,111.18528039308391,8.26635180951066,7.92803652110004,7.917361630653788,6.827405237637241,3.0
aug_6.0_4cb46793,56.71693660662875,40.586658693511744,36.532154199545175,106.07077283250385,7.846987802442518,7.448713615264161,7.403261389918777,6.258340490669294,6.0
2313,58.92716487955336,42.804827351696,38.52826069667444,112.82773189265603,8.390603093352636,8.054864045189703,8.053450661212581,6.945755576668013,7.0
763,53.69466890274674,39.19248436032173,35.72513288968953,104.59647568906368,7.742768793125846,7.513734140044259,7.633183555432869,6.576445620006854,7.0
2021_Sep_01_SR-3501_SN19387Q4__00438.sed,57.80793380676806,41.95005390816341,37.80816457888637,110.2669508772171,8.1886302899853,7.852483472675992,7.8340722056161205,6.7371663182914725,5.0
4413,57.68409183197512,41.90177510959574,37.71079505290679,110.36564272982027,8.202068893023178,7.874405641803313,7.875947276246557,6.789356314360374,2.0
aug_6.0_c02a678f,53.37718422609894,38.20108732249906,34.06966447537708,98.51250923858811,7.260326349402288,6.894623428242002,6.819722599548606,5.734975613892036,6.0
aug_0.0_16c4a1c7,59.74562860389767,43.47352706628368,39.25531644931942,114.91872943147708,8.555411221741391,8.2160924732254,8.218663589657798,7.106064739172689,0.0
2021_Sep_03_SR-3501_SN19387Q4__00183.sed,59.67242389300336,43.435884070879965,39.22393256654278,114.84085542732981,8.5502290197014,8.2130950921526,8.217731507269306,7.107949775362656,0.0
4283,52.338989410173134,37.89078206552604,33.92934901038589,99.49263761969064,7.378459362438001,7.090759236361341,7.0823161011511475,6.082730722120202,7.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,59.0323582710753,42.7482809169557,38.51208750332629,112.67479379302675,8.373424776347964,8.022951457197559,8.016430715948644,6.890881958442062,1.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,45.54459923491802,33.37630041044093,30.903553829056,86.01039405525127,6.306812988824078,5.994282584515886,5.967743744813091,5.052875907437771,2.0
3732,50.810892321195325,36.54975196578242,32.4386719711151,95.23006450073598,7.033767255363062,6.748610664230867,6.739610658815994,5.735170391262281,7.0
aug_1.0_f7274b82,58.32737250133388,42.18123810623821,37.89036953709447,110.84924896965228,8.230035332763972,7.882584906200781,7.86895525805709,6.749041062302088,1.0
3628,43.58712550349286,31.450048737134818,28.229664034857496,82.5275986441288,6.094578215437814,5.864420138491726,5.855052037516758,5.006216111434423,8.0
2021_Sep_01_SR-3501_SN19387Q4__00590.sed,58.71242423257378,42.53301155070595,38.431334840542675,112.07046305676795,8.328730657902263,7.967484954037126,7.954996287885262,6.834317656826418,5.0
1351,52.186134596144726,38.070219180641345,34.7411948031176,99.4393773126574,7.3345650725891645,7.029070028824439,7.06101244622209,6.017694538393103,8.0
5302,50.05211860566458,36.31405455266689,32.64653733208115,95.6724495111564,7.106043383481054,6.830583514428723,6.829032387707128,5.880869148893851,7.0
2021_Aug_31_SR-3501_SN19387Q4__00730.sed,57.41712489891845,41.789743096772284,37.72461506012766,110.05802336115994,8.179244508950942,7.852063165565914,7.851413350747716,6.773335795249152,3.0
aug_1.0_54e7fe87,38.200297512053346,27.447969259455498,24.363441877530782,68.76647394046444,4.970957479261108,4.728966616363413,4.711408145175531,3.8809072704723864,1.0
2484,54.18346678458929,39.241951311366535,35.193449398219315,102.49685518793999,7.583275073410462,7.270470047684855,7.260915808683557,6.213264803096218,8.0
1281,59.28836022591115,43.146156939960605,38.960492301814725,114.02169811613723,8.48601533812063,8.151171788242822,8.155094529679527,7.050137377394037,9.0
4649,57.10847814398942,41.4792564054686,37.36119468959188,108.93343695854597,8.088557117592813,7.7553465357398235,7.744354115102435,6.6617359412925135,2.0
2411,54.872951787180526,39.918034247032665,36.0424712085268,105.50164900955407,7.848503625144896,7.543691754207277,7.543389181759987,6.520415603399469,9.0
1446,54.49243319367287,39.79893294913953,36.379867590331926,106.12126782628854,7.849340268389254,7.609128806643862,7.735464818472485,6.655444374846305,7.0
2021_Aug_31_SR-3501_SN19387Q4__00787.sed,58.63595988847412,42.5376574213801,38.416174461372805,112.00743122738551,8.329085489432211,7.968947590173517,7.952757361699057,6.8419928440248245,3.0
aug_3.0_9a36e3c4,56.790025681311334,41.30053562169813,37.26917642677938,109.09330427855517,8.116779208570918,7.795492193583604,7.79775998837618,6.73626975307492,3.0
3005,38.20606354166595,28.00329354976094,26.801224897946952,77.90482066251988,5.665922155573065,5.661607714699175,6.0048654627565154,5.102762232393101,8.0
2021_Aug_31_SR-3501_SN19387Q4__00147.sed,45.49877101202526,33.46992030013412,30.854963847598984,86.7731295916129,6.392751711568202,6.09776020001582,6.092034164684716,5.21223148366721,2.0
2021_Sep_01_SR-3501_SN19387Q4__00804.sed,58.942029995062455,42.66883253657506,38.35419278773032,112.35853700060382,8.349679779448245,8.002960908288632,7.994209949330918,6.871484484530005,6.0
3491,58.762082370667855,42.702794802566,38.46265531012653,112.64447176301549,8.377306057270623,8.04512019403131,8.04724812733951,6.944653852857861,7.0
2021_Aug_31_SR-3501_SN19387Q4__00155.sed,46.61609210290449,34.25997551110835,31.5126926954744,88.75685778493013,6.542620905085076,6.239720534113062,6.225162615791437,5.324312511836109,2.0
aug_0.0_2f83bbbe,59.702100839539604,43.45700928172866,39.24262692248248,114.87630978930738,8.552634918905925,8.214950642869299,8.218120306848562,7.107775988992863,0.0
aug_0.0_9cab7c96,59.72349888132136,43.46694462142378,39.24986071747393,114.89435625379896,8.553879615766382,8.215356559629567,8.217776049472306,7.106598359459158,0.0
722,51.285477344075986,37.267846120827684,34.150277091429984,101.17805579260424,7.513450334211631,7.327769218460445,7.470164617602526,6.453211957331738,9.0
aug_4.0_18758e49,59.5981849723686,43.38115834637135,39.16555304144275,114.60919171755032,8.532860154543755,8.194022941180696,8.193234005101704,7.0854651731824525,4.0
aug_0.0_5be8a2c7,58.72465105204902,42.72908014851953,38.577341047027524,113.0569703310117,8.420812080714228,8.088129387193982,8.093337961230162,7.001541030360478,0.0
2021_Sep_01_SR-3501_SN19387Q4__00741.sed,58.153370347466854,42.058132815684715,37.61865538531674,110.52283254319727,8.205128066299977,7.875942993359393,7.872292491069044,6.759990388508971,6.0
4785,53.21263379428122,38.826948012123125,35.56605683525629,103.63278471991381,7.651903984265079,7.4301391630481,7.557896015589593,6.489466899663564,7.0
5303,58.48481631577029,42.49048110144274,38.26266702832903,112.04614895518206,8.331612191119643,8.000217126342182,8.000975182037301,6.902293888780481,7.0
aug_5.0_38e231a2,58.85143067307314,42.66072416334157,38.50965117154108,112.42368617948279,8.356785131422148,8.003775371862009,7.985612635943383,6.871382058915011,5.0
2021_Aug_31_SR-3501_SN19387Q4__00179.sed,50.72992161010011,37.082812230481416,33.920995571915896,95.72110497354646,7.079474434106531,6.71619130394689,6.637305153785748,5.660777234229831,2.0
aug_3.0_752daa65,57.102480368151745,41.54908477859515,37.50299169049906,109.66214809525111,8.155609762092986,7.834148399740107,7.836883974468214,6.769623657122249,3.0
4768,59.18102444695753,43.05739520435736,38.870000594397496,113.69175642725915,8.460603061006601,8.12288533904061,8.123055591203858,7.018168440968707,9.0
2021_Aug_31_SR-3501_SN19387Q4__00639.sed,58.54693441154399,42.56870579882561,38.433680307715385,112.10606686743232,8.338362852927327,7.992418109602242,7.979231714099739,6.880521198728855,3.0
2021_Sep_01_SR-3501_SN19387Q4__00518.sed,56.17518189499891,40.753483440176794,36.743259697794784,107.24424355371232,7.948968202578937,7.635105186828792,7.647561772621447,6.568910133702309,5.0
781,48.81948079135601,35.56145074696731,32.568324673432684,95.85557845251425,7.065040173069601,6.91535560484162,7.089808893250457,6.09345127249998,2.0
2021_Sep_01_SR-3501_SN19387Q4__00777.sed,58.59942700048819,42.41307351569782,38.0397435455518,111.53294557518629,8.284994251508502,7.945459865480121,7.936191390399756,6.818830731319573,6.0
928,48.16323635242108,34.757330906864034,31.05760682081945,90.8446619009024,6.715749307783936,6.444419820356311,6.436194014615918,5.49490154650125,2.0
4103,57.65008458852134,41.930348779034986,37.95142912588602,110.74983252540312,8.222573845266846,7.903478496172215,7.926812797286523,6.82798836825026,7.0
2086,48.43981513769145,35.373515586500034,32.7620869524461,94.27655407795095,6.920623999057346,6.718608205816407,6.8785194326331,5.859726024316194,8.0
4038,58.19809252523267,42.387186935226026,38.387731527967645,112.30311172914563,8.353798743081766,8.037046158280283,8.062645596865067,6.967968839465754,9.0
aug_3.0_a662bad7,58.752584678240126,42.61687260184823,38.49174301088867,112.26440076472312,8.348433488436019,7.987632763609604,7.973884327419175,6.860416221331434,3.0
5305,58.42332349002449,42.43955178161332,38.20464680268798,111.88789938003609,8.319192583858221,7.988206529213876,7.9885648795985365,6.8904832419314,7.0
4928,50.69109978689583,37.08459485637752,34.19763878195299,99.8597492311616,7.36557468403913,7.186776773449933,7.378154766665065,6.3447217988205065,2.0
4709,51.559036853346655,37.35435934809856,33.51336391958369,96.58914718578941,7.123732623828129,6.812550508815255,6.770296917488974,5.757980923671012,8.0
4662,56.86093962484211,41.226539457732166,37.02877935328759,108.35394951935652,8.04224593179639,7.719183072272649,7.715885232633882,6.633728359377178,7.0
4151,58.55262053243028,42.60203092367382,38.519273251315525,112.42549099576686,8.35472567423838,8.022804590679709,8.039477298332939,6.9289379544994505,7.0
3565,59.03129767456705,42.903502287537904,38.65505580978361,113.15491549587925,8.416528845639231,8.080486597514478,8.079981480775952,6.972668619279435,7.0
2021_Aug_30_SR-3501_SN19387Q4__00142.sed,47.57669037978866,34.14393109775263,30.249409394625008,87.37313738529193,6.398010418961545,6.110873993504224,6.082020553881026,5.098437429516972,1.0
1494,57.50267565432218,41.92987447952727,38.055548768918484,110.93298144476667,8.233100011141152,7.927153506550838,7.98014341988338,6.877496143635039,2.0
4079,59.474482583605635,43.29122488181175,39.11156091269788,114.44983436372345,8.51824439948427,8.183290784537675,8.19100938547272,7.08084704348308,9.0
3519,59.29989231173139,43.16676166300044,38.991367590039715,114.12424320820787,8.495848630527451,8.160954076986835,8.165604664514927,7.062332827039736,9.0
2468,55.23937124955553,40.16985456028419,36.24170827167562,106.11960053857203,7.893616856330171,7.58609592295333,7.585322493881397,6.554354468662679,9.0
1248,53.457825551833814,38.77697354779929,34.95498712179072,101.80333177554374,7.537722012830741,7.236277891152708,7.236239322617289,6.212556204846361,8.0
2021_Aug_31_SR-3501_SN19387Q4__00742.sed,57.712752571768156,41.98945898028967,37.90435861924463,110.46564297662701,8.210079658336513,7.8748208941919575,7.864711308284579,6.779834798693266,3.0
4801,57.81926201809074,42.06332557647965,38.06393003850431,110.96809527533574,8.239780037005032,7.9142960239915325,7.931320127920213,6.830822069751753,7.0
2013,54.22971005670623,39.551653069433186,36.14831930093433,105.24864395378177,7.779776928053488,7.531756847983537,7.639738731838123,6.562477527822693,7.0
1046,58.161427696180944,42.23812246732868,38.0024020388594,111.13703330033607,8.259579859014675,7.9249938108199505,7.919577786937843,6.82228077959012,2.0
1328,46.661465122620584,33.8399617231371,30.472551483508695,89.09621303329733,6.6079438101777495,6.350987605953617,6.346558217344621,5.459371848530645,2.0
2212,57.48949856918074,41.91496251657369,38.03544898077597,110.87016327981297,8.228567767228508,7.920888820378572,7.972596746722602,6.870489694121766,2.0
2021_Sep_01_SR-3501_SN19387Q4__00527.sed,56.52383300421752,41.01821193072067,36.99202950988768,107.82830831310253,7.99452784529028,7.673471986748471,7.675652833383851,6.5922819122358876,5.0
2021_Sep_01_SR-3501_SN19387Q4__00494.sed,55.06535741317231,39.88034511714764,35.9391321401456,105.40149771337433,7.818342458609534,7.517517802385966,7.541325082258629,6.485371523003193,5.0
350,36.73190255977771,26.977638490537792,25.35710486665563,71.80812057548849,5.32017191365199,5.082847207668835,5.096950369238305,4.3951027894315144,2.0
