Sample,red,green,blue,black,N1,N2,N3,Material
2021_Sep_01_SR-3501_SN19387Q4__00176.sed,59.468583280298226,43.303011571375,39.096698252294445,114.46026602997622,36.15108194977666,37.80122180039528,38.76232700824583,4.0
5241,50.41511599790219,36.62918278995038,33.084736123298995,96.59360997709837,30.44695939024126,31.91410008918998,32.75203362406634,2.0
4248,52.20799319961671,37.85570288401142,33.989217438657384,99.5897602766328,31.373243695144467,32.91228497890148,33.77471248225186,7.0
aug_0.0_f16076ff,59.70531347277493,43.45890795005633,39.244430040207526,114.8806849715676,36.28406083188683,37.937606191058265,38.88068776364568,0.0
2021_Sep_01_SR-3501_SN19387Q4__00758.sed,58.32948444982141,42.21077197837606,37.80162686762514,110.95012215211572,34.96841060741979,36.64409439130971,37.58645699626774,6.0
3574,44.24739622681589,31.872237401232653,28.76049736093183,83.78052564061133,26.27734585278759,27.691760025796157,28.395019646884187,8.0
2021_Sep_01_SR-3501_SN19387Q4__00868.sed,51.11898230629291,36.599559393617184,32.45928098500513,94.10870207528885,29.468898422632826,31.157932603432126,32.2154048660548,6.0
4234,58.57105793258304,42.57084140877426,38.35101134941732,112.2406005800081,35.416906247368615,37.07083772931716,38.048119598517886,7.0
828,33.2608039083357,23.65802092362012,21.284738582339095,62.91823453351242,19.405245176757113,20.75198395147394,21.621160861316472,8.0
2021_Aug_30_SR-3501_SN19387Q4__00223.sed,57.295303655304096,41.258479680085124,37.228727479954856,108.08867129373417,34.148845544835915,35.660135427393556,36.445211275178785,1.0
2021_Sep_01_SR-3501_SN19387Q4__00556.sed,57.4692382192291,41.66729977535693,37.59918218789358,109.43005976691718,34.52941550798546,36.174310331362186,37.08295890859695,5.0
2021_Aug_30_SR-3501_SN19387Q4__00068.sed,58.041516882523965,41.97441598382174,37.66683128022672,110.21636236948466,34.74910128174892,36.407865693798755,37.30969760896646,1.0
2021_Aug_31_SR-3501_SN19387Q4__00045.sed,46.66399539707262,34.16546662223978,31.587466843224874,87.87459560462875,27.6510145426902,29.18646043858942,30.514500257939087,2.0
aug_1.0_07ddf4ce,49.7770608372942,35.58008098019644,31.474564206864066,92.29936353103513,28.871804652628498,30.488433988352394,31.365518329885404,1.0
aug_3.0_8c89532d,56.6715385424564,41.210261139922835,37.18277403737667,108.83251422980223,34.35085625953759,35.94593695757271,36.83345888421037,3.0
4646,56.141834632946086,40.751630383380956,36.65910016868985,106.94061744788944,33.69837674294414,35.336630892225436,36.38896505104222,2.0
2021_Aug_31_SR-3501_SN19387Q4__00434.sed,59.733084430770504,43.469554723925384,39.25179713168386,114.90179534259869,36.29190351786343,37.943337817902275,38.87843299442516,0.0
4809,53.562857994061666,39.06597850668891,35.74682603459053,104.07574304412228,32.57379766587885,34.30924434474909,35.78389247649969,7.0
3214,58.41491381824596,42.398928609878276,38.145240148851045,111.59574270718015,35.20344371855646,36.86740866600094,37.81879872811304,7.0
2021_Aug_30_SR-3501_SN19387Q4__00114.sed,59.50280864940548,43.176856921999075,38.974652350239495,114.0577373795134,36.0050608492026,37.64042563254773,38.567833274681476,1.0
2021_Sep_01_SR-3501_SN19387Q4__00069.sed,59.63766408788629,43.40930628782769,39.19493815904195,114.7429273309964,36.23905281382348,37.89174405558661,38.84139420133292,4.0
aug_1.0_5e7dc3d2,58.038487678852036,41.968955523207796,37.660797570332946,110.20180003330486,34.74461524151383,36.40152719697453,37.3045587300101,1.0
2021_Sep_01_SR-3501_SN19387Q4__00127.sed,59.68486216100619,43.41664418583134,39.19865987994798,114.73840770220266,36.23844062489945,37.886826011695575,38.81830093187408,4.0
3687,48.949191323652,35.53931508840145,32.02718884475077,93.65259625645433,29.512302894558026,30.93680420530413,31.783203472067456,2.0
593,55.00461746716273,40.05890770938636,36.33974973789936,107.27659206519627,33.817441323670636,35.396741440726274,36.35635425583764,9.0
2021_Sep_01_SR-3501_SN19387Q4__01031.sed,50.935596969172124,36.63090335741387,33.37527310690112,93.65689929549124,29.75756071099206,31.088894315796708,31.545632568038197,6.0
aug_0.0_f2cff2fd,59.74141402407756,43.473838892618204,39.2565602437096,114.91565925870069,36.295802566869355,37.94683647938351,38.88290422742895,0.0
aug_6.0_3afed662,37.19465556834817,26.563798167688333,23.52289194891192,68.09173163929938,21.15074880216139,22.500305682680406,23.44174349804255,6.0
545,44.21392744378355,31.826600308988276,28.482170998661264,83.84041305248545,26.259156252813845,27.66380736578485,28.552523685396174,2.0
3159,57.39007687265144,41.742125436566084,37.640258722948985,110.25402144364307,34.80529937434161,36.41776247188112,37.31961587095148,9.0
aug_4.0_54135be0,58.87862235700308,42.84688206602189,38.68264724480732,113.35759320990402,35.81075646916579,37.42685682866934,38.33835502690194,4.0
4228,58.541449141598115,42.532390154191084,38.297497544730014,112.18100091333525,35.39537145010666,37.04666392093757,38.00153436799184,7.0
2021_Sep_01_SR-3501_SN19387Q4__00504.sed,55.43286134321576,40.18471691541938,36.222261136153094,105.9549264470487,33.33292622113049,34.940785001136085,36.12452088071458,5.0
2021_Aug_31_SR-3501_SN19387Q4__00516.sed,58.06495164616486,42.24160295061688,38.13277065514924,111.18528039308391,35.104532970082104,36.7538181456561,37.702929625029846,3.0
aug_6.0_4cb46793,56.71693660662875,40.586658693511744,36.532154199545175,106.07077283250385,33.46864034089968,34.96241321554638,35.701792634202924,6.0
2313,58.92716487955336,42.804827351696,38.52826069667444,112.82773189265603,35.60587203821778,37.267345509926315,38.21781824611587,7.0
763,53.69466890274674,39.19248436032173,35.72513288968953,104.59647568906368,32.77204599046611,34.489465975899165,35.881703233970086,7.0
2021_Sep_01_SR-3501_SN19387Q4__00438.sed,57.80793380676806,41.95005390816341,37.80816457888637,110.2669508772171,34.78849928490146,36.457375378294664,37.371423961257214,5.0
4413,57.68409183197512,41.90177510959574,37.71079505290679,110.36564272982027,34.80993833331032,36.44697865204077,37.44830932708054,2.0
aug_6.0_c02a678f,53.37718422609894,38.20108732249906,34.06966447537708,98.51250923858811,31.001655867805372,32.62417718364149,33.38554598070801,6.0
aug_0.0_16c4a1c7,59.74562860389767,43.47352706628368,39.25531644931942,114.91872943147708,36.2967209898149,37.9469574955892,38.88122037552484,0.0
2021_Sep_03_SR-3501_SN19387Q4__00183.sed,59.67242389300336,43.435884070879965,39.22393256654278,114.84085542732981,36.27099011301086,37.92062347586913,38.87392482995392,0.0
4283,52.338989410173134,37.89078206552604,33.92934901038589,99.49263761969064,31.31801691468866,32.88950184662001,33.73967880831306,7.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,59.0323582710753,42.7482809169557,38.51208750332629,112.67479379302675,35.562603116309354,37.187587158645776,38.08402138259321,1.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,45.54459923491802,33.37630041044093,30.903553829056,86.01039405525127,27.015377652642037,28.52407487860396,30.019167581692393,2.0
3732,50.810892321195325,36.54975196578242,32.4386719711151,95.23006450073598,29.881748555717657,31.461659465293344,32.41903585745411,7.0
aug_1.0_f7274b82,58.32737250133388,42.18123810623821,37.89036953709447,110.84924896965228,34.963994199074705,36.60834390558009,37.49457656277512,1.0
3628,43.58712550349286,31.450048737134818,28.229664034857496,82.5275986441288,25.91182961283944,27.284964081159167,28.04687629338741,8.0
2021_Sep_01_SR-3501_SN19387Q4__00590.sed,58.71242423257378,42.53301155070595,38.431334840542675,112.07046305676795,35.396826344645376,36.98717943990658,37.862836517718364,5.0
1351,52.186134596144726,38.070219180641345,34.7411948031176,99.4393773126574,31.22827546978946,32.90965325309837,34.32853800452612,8.0
5302,50.05211860566458,36.31405455266689,32.64653733208115,95.6724495111564,30.1555083116684,31.616015741741858,32.43481700287502,7.0
2021_Aug_31_SR-3501_SN19387Q4__00730.sed,57.41712489891845,41.789743096772284,37.72461506012766,110.05802336115994,34.72424457490048,36.3655546040618,37.402822408989906,3.0
aug_1.0_54e7fe87,38.200297512053346,27.447969259455498,24.363441877530782,68.76647394046444,21.314750802410813,22.77521616555675,24.556482259733738,1.0
2484,54.18346678458929,39.241951311366535,35.193449398219315,102.49685518793999,32.241876704402664,33.881912597681364,35.00979240546424,8.0
1281,59.28836022591115,43.146156939960605,38.960492301814725,114.02169811613723,36.003184745035675,37.65134260778497,38.61089492950865,9.0
4649,57.10847814398942,41.4792564054686,37.36119468959188,108.93343695854597,34.35972467642438,36.00770655176055,36.99238818094104,2.0
2411,54.872951787180526,39.918034247032665,36.0424712085268,105.50164900955407,33.29850027430892,34.85481031328062,35.712125657847835,9.0
1446,54.49243319367287,39.79893294913953,36.379867590331926,106.12126782628854,33.241934805229654,34.98233184676916,36.48029252256852,7.0
2021_Aug_31_SR-3501_SN19387Q4__00787.sed,58.63595988847412,42.5376574213801,38.416174461372805,112.00743122738551,35.39301716240044,36.987905483999036,37.85242379096986,3.0
aug_3.0_9a36e3c4,56.790025681311334,41.30053562169813,37.26917642677938,109.09330427855517,34.43822797210114,36.02462426023965,36.92062053899115,3.0
3005,38.20606354166595,28.00329354976094,26.801224897946952,77.90482066251988,23.867417471944883,25.509514805696366,27.650077159314314,8.0
2021_Aug_31_SR-3501_SN19387Q4__00147.sed,45.49877101202526,33.46992030013412,30.854963847598984,86.7731295916129,27.303821410182195,28.733743509445127,30.338012173932036,2.0
2021_Sep_01_SR-3501_SN19387Q4__00804.sed,58.942029995062455,42.66883253657506,38.35419278773032,112.35853700060382,35.454510163791404,37.09468962583013,37.984959980338104,6.0
3491,58.762082370667855,42.702794802566,38.46265531012653,112.64447176301549,35.54513033502752,37.1995202140039,38.166079948193875,7.0
2021_Aug_31_SR-3501_SN19387Q4__00155.sed,46.61609210290449,34.25997551110835,31.5126926954744,88.75685778493013,27.941538147266396,29.413461516560314,30.95167556248393,2.0
aug_0.0_2f83bbbe,59.702100839539604,43.45700928172866,39.24262692248248,114.87630978930738,36.28278526355707,37.93607978338918,38.879862170288845,0.0
aug_0.0_9cab7c96,59.72349888132136,43.46694462142378,39.24986071747393,114.89435625379896,36.28938804850432,37.94231225564469,38.87910805944715,0.0
722,51.285477344075986,37.267846120827684,34.150277091429984,101.17805579260424,31.741530407506026,33.26853049270577,34.46738423515467,9.0
aug_4.0_18758e49,59.5981849723686,43.38115834637135,39.16555304144275,114.60919171755032,36.203197599922305,37.85662286338314,38.78450955477324,4.0
aug_0.0_5be8a2c7,58.72465105204902,42.72908014851953,38.577341047027524,113.0569703310117,35.7178195836849,37.324053373193294,38.23318868594086,0.0
2021_Sep_01_SR-3501_SN19387Q4__00741.sed,58.153370347466854,42.058132815684715,37.61865538531674,110.52283254319727,34.82076244564024,36.498262662606194,37.44818069390992,6.0
4785,53.21263379428122,38.826948012123125,35.56605683525629,103.63278471991381,32.41072453069118,34.170265805412015,35.64021848189734,7.0
5303,58.48481631577029,42.49048110144274,38.26266702832903,112.04614895518206,35.353929744771634,37.0035703504207,37.9588280832904,7.0
aug_5.0_38e231a2,58.85143067307314,42.66072416334157,38.50965117154108,112.42368617948279,35.505468021870186,37.122837404355224,37.97866908336291,5.0
2021_Aug_31_SR-3501_SN19387Q4__00179.sed,50.72992161010011,37.082812230481416,33.920995571915896,95.72110497354646,30.270393258921523,31.82698543333789,32.78280458300195,2.0
aug_3.0_752daa65,57.102480368151745,41.54908477859515,37.50299169049906,109.66214809525111,34.607917282274535,36.21682309525923,37.187820425680414,3.0
4768,59.18102444695753,43.05739520435736,38.870000594397496,113.69175642725915,35.90217133820096,37.54962690819093,38.494955367352134,9.0
2021_Aug_31_SR-3501_SN19387Q4__00639.sed,58.54693441154399,42.56870579882561,38.433680307715385,112.10606686743232,35.412573554386455,37.05039641590599,37.95271519619679,3.0
2021_Sep_01_SR-3501_SN19387Q4__00518.sed,56.17518189499891,40.753483440176794,36.743259697794784,107.24424355371232,33.754656994521255,35.40261607210319,36.56755180379846,5.0
781,48.81948079135601,35.56145074696731,32.568324673432684,95.85557845251425,29.848991542867644,31.533182222522186,33.08745056438711,2.0
2021_Sep_01_SR-3501_SN19387Q4__00777.sed,58.59942700048819,42.41307351569782,38.0397435455518,111.53294557518629,35.17334115086058,36.83753696627381,37.744030186964935,6.0
