Wavelength (nm),Responsivity
400,0.04270240265804259
401,0.04425905966592032
402,0.045721198225917484
403,0.04705829055095113
404,0.048241842786072166
405,0.04924720592221378
406,0.050055226306174094
407,0.050653524409828066
408,0.05103723316338288
409,0.0512091059938239
410,0.05117900181699002
411,0.05096284617727971
412,0.05058123361895722
413,0.050057864494062736
414,0.049417999703942644
415,0.048687078820197655
416,0.04788959475399199
417,0.04704826525141123
418,0.046183497661141264
419,0.04531311327515007
420,0.04445228137690471
421,0.04361360849800255
422,0.042807331721630454
423,0.04204157269416943
424,0.04132261854305133
425,0.040655205282910806
426,0.04004278747647145
427,0.03948778447179291
428,0.03899179843265001
429,0.03855580280088628
430,0.03818030205537608
431,0.03786546494938759
432,0.037611234073630886
433,0.03741741481574168
434,0.03728374672863222
435,0.03720996009623634
436,0.0371958201759597
437,0.037241161255382224
438,0.03734591231914338
439,0.03751011579910111
440,0.03773394058601747
441,0.03801769021734026
442,0.03836180692262817
443,0.03876687200328859
444,0.039233602843129406
445,0.039762846687134236
446,0.04035557118449642
447,0.04101285156552499
448,0.04173585420860991
449,0.0425258162520519
450,0.043384020816437205
451,0.04434649250697192
452,0.04536256906722659
453,0.04643428806594128
454,0.04756377463071239
455,0.048753238153320166
456,0.05000496768310385
457,0.051321325791283214
458,0.05270474066216379
459,0.054157696139263106
460,0.055682719426073536
461,0.05728236611321663
462,0.05895920217718536
463,0.060715782572105456
464,0.06255462601678159
465,0.06447818556695027
466,0.0664888145599705
467,0.06858872752942485
468,0.07077995571430049
469,0.07306429683604494
470,0.07544325889198733
471,0.07791799782086642
472,0.08048924904123672
473,0.0831572530519813
474,0.085921675521061
475,0.08878152257783459
476,0.09173505236767338
477,0.0947796843240285
478,0.09791190805746819
479,0.10112719424303387
480,0.10441991038977791
481,0.10778324487526389
482,0.11120914309094929
483,0.11468825993149555
484,0.11820993312500816
485,0.12176218198986322
486,0.1253317360638278
487,0.12890409763276084
488,0.1324636414496017
489,0.1359937538569531
490,0.13947701211026714
491,0.14289540297651032
492,0.14623057772350345
493,0.14946413852268342
494,0.15257794920003348
495,0.15555446134745565
496,0.1583770452207504
497,0.16103031376352284
498,0.1635004276438786
499,0.16577536946141957
500,0.16784517630307516
501,0.16739604459159896
502,0.1666439173357875
503,0.16558745281035359
504,0.16422978402626232
505,0.162578479683966
506,0.1606453498896836
507,0.15844610655705121
508,0.15599989764932953
509,0.15332874185859885
510,0.1504568952853704
511,0.1474101838286324
512,0.14421533433858624
513,0.14089933446442776
514,0.1374888461305947
515,0.13400969140928914
516,0.1304864229528695
517,0.12694198475461205
518,0.12339746332357453
519,0.11987192471714445
520,0.11638232942830443
521,0.1129435148795529
522,0.10956823412576189
523,0.10626723913732107
524,0.10304939751304645
525,0.09992183244730599
526,0.09689007705427001
527,0.09395823557192237
528,0.09112914540365262
529,0.08840453531594636
530,0.08578517633915664
531,0.08327102298322972
532,0.08086134327063572
533,0.0785548368080885
534,0.07634974067989872
535,0.07424392336725968
536,0.07223496720005673
537,0.07032024005167736
538,0.06849695711233979
539,0.06676223364018884
540,0.06511312960690782
541,0.06354668713855517
542,0.062059961612988865
543,0.06065004722076384
544,0.05931409773307441
545,0.05804934315288475
546,0.056853102857320634
547,0.05572279577310793
548,0.05465594806396809
549,0.05365019875043754
550,0.05270330362911771
551,0.05165380152139898
552,0.0506733568297599
