Sample,red,green,blue,black,Material
1,45.00245270882883,32.365422205177964,28.871365698639337,85.26095358522474,2
2,44.99970259204363,32.363606854763326,28.87168089599669,85.2563291033891,2
3,44.99841860674796,32.36309300469931,28.87395913920371,85.25762923537202,2
4,44.98870340420848,32.355455751204005,28.861917893947762,85.23276586928512,2
5,44.99016196189725,32.356885295043384,28.864816469949695,85.23741451922743,2
186,31.13513428799673,22.645192184162173,20.314616058541823,60.05969993634539,2
187,31.13727410816337,22.6475392517776,20.31758181269474,60.06572528145112,2
188,31.13802904719232,22.64797211721215,20.319983284709775,60.06920482115806,2
189,31.13338593761002,22.64226111534442,20.310930036546054,60.05193148324293,2
190,31.135942115472066,22.646091740720824,20.31798074400188,60.06513472699749,2
191,31.378511747342255,22.806541224683386,20.50753902743561,60.50182753762706,2
192,31.37746560575042,22.806575321633513,20.506921798467463,60.5002122694061,2
193,31.377280287359273,22.805636699679294,20.506408882993483,60.49893035066988,2
194,31.379298076630455,22.8073431224725,20.508813729050186,60.503368697929396,2
195,31.373249620982932,22.80256755658789,20.503566280445852,60.4899588524005,2
201,30.74057546795779,22.36017516739258,20.19327932944868,59.357976856045575,2
202,30.74029653420507,22.359954303825294,20.1923213242143,59.35621363248944,2
203,30.72972642799258,22.350390252122533,20.177943906718667,59.32765099774111,2
204,30.740988628417412,22.35974126127391,20.193137020783563,59.35814989652078,2
205,30.730380247625853,22.35036311980658,20.177479155706816,59.328304974921465,2
221,31.351813408956836,22.792606305776335,20.510535647785,60.448038163747405,2
222,31.358209221507327,22.797110713662008,20.51632254588524,60.461436329038996,2
223,31.35722908153734,22.794416553951837,20.51005359566476,60.45333111542459,2
224,31.363945350973577,22.800170959597487,20.515397241517068,60.46796611486672,2
225,31.37197366836667,22.8062922596185,20.52361535383727,60.48758456450237,2
231,37.345815904239515,27.127159654216467,24.383436684585753,72.13269178094198,2
232,37.351570291553294,27.13150941018472,24.39213226531427,72.14938817611753,2
233,37.34987385687686,27.129671907927705,24.390428744211203,72.14555222483585,2
234,37.35041424465656,27.130642725017893,24.390652679380395,72.14721389503248,2
235,37.35117653312876,27.130709936234318,24.38971467751612,72.14559419087563,2
236,31.16682075470145,22.65224573361118,20.37255075669503,60.092607143107045,2
237,31.164999733929417,22.650977065749895,20.37399858918166,60.09392897909167,2
238,31.15416969228385,22.64131610698709,20.362771849171065,60.06746211636291,2
239,31.156810151184544,22.643708197379553,20.365061259064575,60.072634826519504,2
240,31.15971869198664,22.646586897066452,20.371345422249124,60.08337722054487,2
246,14.903202776880786,10.747402692655289,9.45593401049536,27.56888543115143,2
247,14.899535556111541,10.743831174593074,9.45171042662952,27.560196501462205,2
248,14.89440031649499,10.73885392879163,9.443755489679317,27.54368053650689,2
249,14.89336605467009,10.737185464435811,9.44208231102828,27.541420965767003,2
250,14.89323785872914,10.737074419124411,9.445235080244345,27.54563314354196,2
256,15.067534872967,10.873584780684162,9.57961691795693,27.91790930241795,2
257,15.072822240764205,10.877874596760334,9.585153526603001,27.93033922224748,2
258,15.077976423079837,10.881332381656783,9.591923902848277,27.944222142988718,2
259,15.076227484933707,10.879829423590465,9.59197518316563,27.941198437845074,2
260,15.068222347233286,10.87346472151176,9.586271802890389,27.92467784752409,2
276,14.812135307068676,10.704408547150821,9.429842761067158,27.463712653207548,2
277,14.81359094431177,10.70389295801822,9.43048156660262,27.464945300244526,2
278,14.818656621398683,10.707789559794415,9.435727780823486,27.476727495541287,2
279,14.819967823049213,10.70840727749824,9.435079941994951,27.477081312388034,2
280,14.826966823799886,10.713518462201792,9.444866985886863,27.496182215569622,2
286,14.671723339966224,10.623717021455578,9.380967541431861,27.04953271821163,2
287,14.66594769261192,10.610190498652322,9.36149815836916,26.994436580127548,2
288,14.686064955116516,10.617984126390574,9.363726733596206,27.004455309449018,2
289,14.601445019115634,10.549879795141809,9.294525420755754,26.815064738878828,2
290,14.686111161650484,10.60424234192051,9.34168813881211,26.95689243734427,2
307,39.072610268569655,27.985839203406,24.841226399990855,73.4272832822607,2
308,39.058577902355005,27.975655129776843,24.831985403695192,73.39880205353668,2
309,39.044594589198084,27.965476380064167,24.82199911982187,73.36961007005374,2
310,39.03272540630909,27.95747695155456,24.81619840540621,73.34838463198605,2
311,39.01816034867719,27.94675692887455,24.80569794846529,73.31809839682244,2
337,13.253535455243975,9.54567190058101,8.349379060635846,24.385809673666294,2
338,13.252860328479969,9.544415619141583,8.34790112140323,24.383342398696353,2
339,13.253116747768159,9.544657601441225,8.34843035311874,24.384265512456444,2
340,13.254504186405637,9.546049755,8.351307092085769,24.389574053985342,2
341,13.255471182482,9.546550182841747,8.352780944250856,24.392234845338372,2
347,36.73346163031214,26.97847558924947,25.35714232082879,71.80957758153535,2
348,36.73424557844988,26.979708126315675,25.35928453550299,71.81331445907139,2
349,36.73095916318719,26.976543040888178,25.354613194775617,71.80413422951376,2
350,36.731902559777694,26.977638490537757,25.357104866655614,71.80812057548852,2
351,36.72880182848841,26.97554440451983,25.35392486265467,71.80146165679422,2
488,43.20818739407514,31.127039757529708,28.019656570385962,82.1627421562394,2
489,43.13610900827409,31.0625029953889,27.93014462783974,81.967044067665,2
490,42.64513250225607,30.750238885297517,27.719801073574605,81.2047009420318,2
491,42.69635412431663,30.781200711244125,27.71568267894871,81.30305788762921,2
492,43.00919555970188,30.984275532339705,27.89606948367539,81.77281403141262,2
493,44.36026984797813,31.920081208118027,28.542820541687565,84.11757250157764,2
494,44.25076238926626,31.84634264888773,28.48425940287653,83.90949237323478,2
495,44.266940959769656,31.850993386777777,28.47793886897962,83.92232231741396,2
496,44.06123851071126,31.70726182987071,28.356095986070553,83.5691441706545,2
497,44.211316963561124,31.83028003763683,28.483092342460154,83.90989971355128,2
543,44.416767055654645,31.96202993146131,28.585616067376968,84.19783792786794,2
544,44.327295271070554,31.898499263116204,28.519949274079874,84.04093837792315,2
545,44.21392744378355,31.826600308988297,28.482170998661257,83.84041305248537,2
546,44.36396883391246,31.940314325191157,28.576168701534765,84.1819642983743,2
547,44.31136472336597,31.903182113372736,28.543978227560046,84.08009673699854,2
563,42.51051920677328,30.589324834569826,27.384523698042983,80.5591508096624,2
564,41.70199285343582,30.02311545611282,26.91185522209228,79.0839087734786,2
565,42.627367336587966,30.67331781426354,27.44753503006007,80.77591402832928,2
566,42.23445483840563,30.398598994556167,27.22254665475242,80.06980169575301,2
567,41.7029668865887,30.022847099234628,26.905954231675523,79.07986592181325,2
573,43.247952534844785,31.12318997489955,27.85951749479089,81.99187053745172,2
574,43.34800812090022,31.218576647371204,27.95251795258585,82.27665885316581,2
575,43.28061706719429,31.177240678066003,27.941312106201657,82.19363777754643,2
576,43.15091535732638,31.05640812925035,27.79188511329264,81.81043047921624,2
577,42.98862063601293,30.944565411755868,27.70740224957257,81.5185127696434,2
603,41.02806412263036,29.499838056932596,26.328709731947754,77.64141744018231,2
604,39.94832844732354,28.715197276663364,25.61691208014248,75.53681174582667,2
605,40.823819328745415,29.368720487001898,26.22577749997478,77.32210915202255,2
606,39.46155465815783,28.39860217804612,25.376223648613767,74.7754571459056,2
607,40.62828012683116,29.225366971702062,26.09970509886529,76.92941653332949,2
619,44.57697954864456,32.07293645523636,28.6688565679896,84.49577851036376,2
620,44.40348919477696,31.9446296377295,28.553346808037364,84.15989365858238,2
661,45.80939826047844,33.18627066513407,30.733405507982766,90.32526183275701,2
662,45.549971558998436,32.99826730125411,30.599262961053604,89.92963638717244,2
663,45.645976496019344,33.05889199468797,30.621053455109006,89.97719331916322,2
664,46.7379464507319,33.871597497460115,31.207550939991783,91.77937368536652,2
665,45.08504445181426,32.63154190116599,30.33454221440035,89.14076553624302,2
666,44.63331440009844,32.284693587897245,29.841532983571867,87.92326908782789,2
667,44.93980026448329,32.52727434597072,30.04278078886945,88.48997003256751,2
668,44.84029086448138,32.46191669729277,29.97386719859926,88.31119009962981,2
669,44.52198623034525,32.20072268914225,29.774608257549033,87.71212624133982,2
670,44.675626027219394,32.33675525830977,29.85972435101895,87.9450970093061,2
671,44.13746428952948,31.922930953466906,29.26190580720419,86.30291816061526,2
672,44.01475265864025,31.8331090314176,29.18389662616735,86.06142241837311,2
673,44.35861276207577,32.10904482233376,29.435282545639385,86.79200747792011,2
674,43.57650026153045,31.49841747971298,28.938076080329886,85.38309790504269,2
675,44.274848697679396,32.027713815951294,29.329565046955107,86.48973886743507,2
676,46.31279352341441,33.536442304802485,30.99823398080887,92.07107196510039,2
