Sample,S1,S2,S3,S4,S5,S6,S7,S8,E12,Material
2457,8.658217791732957,9.215144175683829,8.897340865323915,9.144739293437599,9.911772070424977,9.594845398413852,8.554760805565097,7.014558570581155,134.65465216399775,9.0
2021_Sep_01_SR-3501_SN19387Q4__00350.sed,8.673401992880773,9.23599663132655,8.919389739120748,9.169739182233581,9.941744696788113,9.61893013258162,8.570697934162434,7.028942746467686,135.0168289827527,4.0
2021_Aug_31_SR-3501_SN19387Q4__00765.sed,8.362489014808714,8.935021838112267,8.64135945943136,8.873300423569393,9.645792607198763,9.276854369490078,8.23920383489556,6.7344457371834725,131.15336918344957,3.0
2021_Sep_01_SR-3501_SN19387Q4__00181.sed,8.662791901746623,9.22005402098813,8.900649714672534,9.14607318872131,9.913825232637134,9.59737274155856,8.557583015319578,7.023966957452729,134.65618282402687,4.0
972,8.31553808048788,8.858142520841009,8.565497235119265,8.80249297307341,9.535832695280238,9.215467513150738,8.20468948724601,6.684373785949835,130.31310138634467,7.0
2021_Sep_01_SR-3501_SN19387Q4__00948.sed,3.666477281965398,4.0722685281481095,3.7365734999378386,3.812140644363812,4.221675997553399,3.8525192381470683,3.2667078816366395,2.78532501217805,58.644680619748215,6.0
3524,8.650020296201768,9.205037665778432,8.88664184330284,9.133155027203866,9.8998008706033,9.584577308537828,8.546725197775272,7.009740413499216,134.4603001223091,9.0
2021_Aug_31_SR-3501_SN19387Q4__00210.sed,7.716568303304277,8.336104788618957,8.098168773112217,8.335730647827308,9.165295614937602,8.645782323288543,7.549370981708726,6.0977675930292285,123.80679402606674,2.0
2021_Sep_01_SR-3501_SN19387Q4__00441.sed,8.299874542448968,8.871987103742512,8.584679916376757,8.808011348862369,9.567688166480316,9.208051398686532,8.183214186651687,6.670723212539972,130.4229252244793,5.0
714,7.381598033563728,7.754311931886253,7.367093682447312,7.475879194677983,8.079500262348349,7.952884501416587,7.429530075775704,5.9358334711853775,110.04621212624016,7.0
337,1.753079848237463,2.0685183775931137,1.9135917988206812,1.9031626216723236,2.036134857811346,2.0520908850961854,1.685066377650755,1.6578336965140663,29.19743992586637,2.0
1992,8.417987845326955,8.944979777261263,8.622565843368914,8.848775560625876,9.585643930341446,9.272405533570737,8.321883373553897,6.770437064267848,130.4866092226877,7.0
2021_Aug_30_SR-3501_SN19387Q4__00306.sed,6.74565547983271,7.366823584973666,7.176118548766679,7.313980943517365,8.078233625290835,7.481234836619042,6.505202222429377,5.224746160482323,110.84054917702436,1.0
2021_Sep_01_SR-3501_SN19387Q4__00562.sed,8.264171117306285,8.838378684773584,8.552077624068872,8.774870892033723,9.552753984711217,9.172916389751576,8.148235891904354,6.628640106526301,130.08844892407916,5.0
2021_Sep_01_SR-3501_SN19387Q4__00211.sed,8.663858206731916,9.226616617999532,8.909352106625285,9.15468144178723,9.925269300081746,9.602619486076367,8.558999392000207,7.0234192906967285,134.80479152316744,4.0
991,7.104764927640242,7.602609981002182,7.377310933706201,7.585273725933369,8.196383899450982,7.897577968792393,7.008052615632718,5.612118529327362,113.71348146459519,7.0
529,4.044614757815831,4.436865988429991,4.250960104556149,4.319562023256475,4.6973367685688086,4.515513700377198,3.929082716412871,3.299766308826793,65.40229074444535,8.0
2021_Aug_31_SR-3501_SN19387Q4__00609.sed,8.39215991064058,8.94272276648876,8.635936062113721,8.865886049806422,9.618652435367082,9.287169446387509,8.26939124317192,6.771889570550599,130.9039734494022,3.0
3726,8.352185399595607,8.90885436737273,8.6136770417571,8.846909428827939,9.598311946990563,9.260848746176434,8.23855068435604,6.718752449103488,130.94910275504398,7.0
922,8.295051863215797,8.849683276286932,8.555093793629283,8.783085511244364,9.53082483675615,9.190363655477139,8.173228311756228,6.671167678360084,130.05237833804227,2.0
1931,8.065954777435817,8.586665514069793,8.29768483820836,8.523848754753917,9.237991523028157,8.92012285586311,7.938492417277713,6.471619704037421,126.32386355491026,2.0
2021_Sep_01_SR-3501_SN19387Q4__00735.sed,8.261415029816135,8.798385951090633,8.52225213754863,8.763368823019324,9.486057718535095,9.171820998430574,8.167341371523595,6.61721806221506,130.13095320717144,6.0
1864,4.057455073154181,4.409027157367612,4.309291509223909,4.3926974441877595,4.712085131510221,4.500028684947185,3.964389717046881,3.1712801793100756,67.33800264388758,8.0
2021_Sep_01_SR-3501_SN19387Q4__00812.sed,8.486332511610298,9.04666224011559,8.7485074797934,9.000154336627972,9.768350413959073,9.429641984151825,8.385125476892405,6.830612164910767,133.09453875712717,6.0
4358,8.639882087389065,9.196249329938349,8.878768736775378,9.124623390810383,9.891223303417185,9.574132749217744,8.534876449611433,6.998833797376105,134.37247685708803,9.0
2021_Sep_01_SR-3501_SN19387Q4__00483.sed,8.564950544927466,9.130755565402497,8.820639431832607,9.072810538923974,9.849260904151125,9.516355864244998,8.462895483737809,6.908141563350204,133.84831359032103,5.0
3628,6.192124910802901,6.634342501875032,6.401999730702893,6.557589710707534,7.11871529932473,6.8741764939952095,6.079897415728143,4.995353217365402,97.6604478407175,8.0
