Sample,S1,S2,S3,S4,S5,S6,S7,S8,E12,Material
3004,6.448638019966303,6.576942329825158,6.12136051734913,6.069915547112739,6.521041106187091,6.469812761309084,6.5264328288185025,5.076314463792004,89.10280957788545,8.0
2021_Aug_31_SR-3501_SN19387Q4__00715.sed,8.301712258383574,8.830857176467424,8.526528132978616,8.75717778956743,9.494466733708656,9.179387007454299,8.178541023377969,6.698079478238465,129.24356256407674,3.0
3526,8.644681035490152,9.200674392564574,8.882933663623364,9.128387504473356,9.894860379962441,9.578106662201181,8.539832180818394,7.00331738349393,134.41533801478045,9.0
646,7.4339249818813835,7.820817772649488,7.4418989429436735,7.571992934183424,8.186639548899105,8.044215228490629,7.4556192634051035,5.988328646991069,111.61830419602735,7.0
2052,6.725834367514789,7.090161006403455,6.799558910559334,6.930228471381622,7.495337583901885,7.209460550549195,6.594488037398807,5.25633043732589,103.18525593389165,8.0
3489,8.471329811150659,9.018014702184947,8.712711674730041,8.955616037870133,9.70253859878809,9.38885545552169,8.36688761080399,6.839830982957066,132.20364592080392,7.0
292,2.182481419778418,2.3814614066201956,2.195986564476699,2.173331148157795,2.3770612962760396,2.4072326869986567,2.1154012783213973,1.9949127698734954,31.232993772186916,5.0
2021_Aug_31_SR-3501_SN19387Q4__00699.sed,8.28151664571358,8.817884487935693,8.516659782169995,8.75331275300892,9.484907136676021,9.182476179660856,8.185860647985137,6.7046196285239095,128.94504089524787,3.0
358,8.373193324826893,8.845774723241965,8.48808704055477,8.686177519081925,9.390342246989253,9.17333774270205,8.346702469416915,6.864151196365981,127.24520238110296,4.0
2297,8.45971682136937,9.00454602364845,8.701100115611892,8.943941247394298,9.689302436370337,9.37611596352809,8.355358801809587,6.830290162375041,132.0265586578678,7.0
2021_Sep_01_SR-3501_SN19387Q4__00960.sed,4.384303180067059,4.817016827544493,4.515549082991095,4.565546097545548,5.08189584804175,4.608821041213549,3.9234099598802663,3.291738570677769,70.64497709835535,6.0
2419,8.652832360839472,9.207733174775267,8.88951031017787,9.136359900243804,9.902802455092697,9.58827331295786,8.549288134957994,7.012034222238586,134.5040649979555,9.0
3046,8.673424695331837,9.2268583075179,8.905716871415896,9.152434789167561,9.918553867218803,9.602560568147549,8.574129336824036,7.0246553043960684,134.72501523065495,9.0
4418,8.347853503543416,8.892476064354959,8.592071247955415,8.827064638677248,9.570228591250148,9.245287434518369,8.230080063312704,6.724607335004864,130.540921869025,2.0
3667,8.40780805660285,8.949964655566758,8.644861327102218,8.885365068902503,9.6283326367506,9.314112738112955,8.297994541039712,6.787480551004489,131.17033995780594,2.0
2021_Sep_01_SR-3501_SN19387Q4__00444.sed,8.299431623640707,8.871377668790501,8.584118257788155,8.80752885962442,9.56700229264488,9.207498482914907,8.1825928100892,6.670117033075174,130.41724445865054,5.0
2021_Sep_01_SR-3501_SN19387Q4__00699.sed,8.548783482177583,9.117579971392882,8.80935475724971,9.062064697974051,9.838704485365653,9.501263270634666,8.44442100392812,6.8980635826628305,133.6917469282686,5.0
2021_Aug_31_SR-3501_SN19387Q4__00561.sed,8.528940272530411,9.096317962908467,8.791017932377779,9.043156449990004,9.822599089797158,9.47509997207589,8.419977876011252,6.8807857518313895,133.39665381404026,3.0
716,7.422507590059545,7.775799266768124,7.362283023313145,7.456294559659701,8.060971739716209,7.962517336393255,7.479515156510208,5.963375496659427,109.78408186439759,7.0
2021_Sep_01_SR-3501_SN19387Q4__00802.sed,8.442203920614045,9.002027920657458,8.709966106738804,8.958542450274004,9.723138562268797,9.38071002977421,8.34059618122323,6.78812865785384,132.60525670194164,6.0
3492,8.488232829743563,9.03509792536081,8.728192884554367,8.969377889849579,9.720762211642157,9.404989758382467,8.380564124118049,6.855003709183809,132.39222745157053,7.0
5336,7.47307272768536,7.970959931657493,7.70136217312636,7.913557522438138,8.576833807388711,8.269997915944959,7.329329145527231,5.988020368524978,117.73377140358065,8.0
2021_Sep_01_SR-3501_SN19387Q4__00251.sed,8.678849690383007,9.240706156695085,8.923064721768226,9.17394716838275,9.946060598099741,9.625855167245918,8.577444912047847,7.03174796643205,135.07953870685162,4.0
2548,8.499078227919501,9.048856767304454,8.741870237498517,8.982559896068144,9.7358931446721,9.416941164094572,8.390254335024643,6.8633401531475,132.59279368237895,7.0
2021_Sep_01_SR-3501_SN19387Q4__00694.sed,8.45330708453039,9.027935770836402,8.731085398327805,8.979583519494023,9.75680374166079,9.400404642817032,8.343913519966748,6.811915305688937,132.64044565528232,5.0
2421,8.645983812356038,9.200349259722321,8.88249696660364,9.128845502610629,9.89464522691994,9.580273645478664,8.542128168915715,7.0064690987460985,134.39857754999758,9.0
179,3.292486464492054,3.5407651919785423,3.2865620183663866,3.310385228371631,3.6254153453762497,3.591421601555225,3.2224456244608617,2.9428165868062113,46.573269000392244,5.0
2420,8.638010225640766,9.191673418964061,8.873727775352407,9.120166640050062,9.885395274559603,9.570597491990672,8.533122872606777,6.998786404742344,134.2799273929133,9.0
3646,8.364471740503781,8.90357637044471,8.599451302493616,8.83631506307211,9.577595568525357,9.26114042890974,8.24841884874542,6.7476133236279265,130.521136024716,2.0
5133,8.625659405816899,9.183405394149013,8.866934805738016,9.113121803029523,9.879295150604982,9.560833498329075,8.520685227335633,6.986697402784883,134.22133112044307,9.0
3467,8.646915045433346,9.203969504691079,8.885819058895912,9.131185260814135,9.897494054512297,9.581558670340554,8.5430690457613,7.006016018733286,134.4623770693904,9.0
2021_Sep_01_SR-3501_SN19387Q4__00870.sed,6.9186252701174356,7.465310536737963,7.254001613090761,7.4285650936661884,8.088474613598956,7.680526062598121,6.740225858594788,5.370758224102826,112.77665786617379,6.0
2021_Sep_01_SR-3501_SN19387Q4__00497.sed,7.980371323414023,8.470449749494332,8.16955985044753,8.378318028328582,9.082791152139684,8.817596326921693,7.884439987633438,6.409739136915664,124.1996676385312,5.0
2021_Aug_31_SR-3501_SN19387Q4__00211.sed,7.798145576357572,8.412100303639143,8.16592745751105,8.413875968723104,9.242640405603833,8.7422505480045,7.639841418248317,6.1665916149652595,124.87640361040476,2.0
2021_Sep_01_SR-3501_SN19387Q4__00247.sed,8.671292904908919,9.233820218118787,8.917311759499764,9.167628949726545,9.939983465061648,9.616994706938408,8.56873484153559,7.02621090792046,134.99015033343716,4.0
2021_Sep_01_SR-3501_SN19387Q4__00559.sed,8.217458109975146,8.790883448478997,8.503954317986825,8.716737812280513,9.489849095294941,9.112067700035242,8.097915427668342,6.588628603623002,129.33077400728524,5.0
254,1.9781763996983384,2.175990964404037,2.0039977687339796,1.9792015571331747,2.164058608912965,2.2058345368486845,1.934677188107631,1.828961459101123,28.530014165571288,5.0
1954,6.429310153466961,6.879180883912117,6.688986812309956,6.872971425699943,7.420328690148921,7.1504082812042045,6.343463182252422,5.061602530368603,103.27592358807392,7.0
4030,7.870865115498761,8.36649225007752,8.015073879083161,8.119965414363415,8.858749994099156,8.464232472731908,7.735406861083918,6.204287306062212,120.89540382465418,8.0
3676,8.371697411493926,8.911991730571227,8.60865377182066,8.846625652690342,9.588144368960572,9.270435650874077,8.256678964563346,6.750363501386289,130.7076272530977,2.0
2021_Sep_01_SR-3501_SN19387Q4__01014.sed,6.315561851903191,6.97853384235839,6.784572987434803,6.884373984283117,7.674633038760955,6.989979917651553,6.001506179562805,4.89045669436406,104.48673602776715,6.0
1299,6.619852537690852,7.074518419427992,6.837709637774752,7.011709570616427,7.598805687685644,7.353226725395878,6.535203555175612,5.330815879286375,103.91127230295217,2.0
4110,8.445183379611482,8.975903017220944,8.65511737966166,8.879825556513248,9.62436237372572,9.304391213873526,8.343226563708308,6.7908440428933945,131.01452172349357,7.0
2021_Aug_31_SR-3501_SN19387Q4__00501.sed,8.363534814627585,8.920468085761186,8.616400692100338,8.842906414989859,9.599009072897521,9.257552203969496,8.238074982004152,6.744345927627889,130.6393100027148,3.0
2021_Aug_30_SR-3501_SN19387Q4__00128.sed,5.913923736633622,6.361128307887281,6.172278401107787,6.3374907152474576,6.856371847255361,6.539578054787375,5.7569304782133255,4.525610782281484,96.83152869541233,1.0
2021_Aug_31_SR-3501_SN19387Q4__00314.sed,7.47384445631454,8.10799234532366,7.888726170402133,8.090462669126335,8.918086067230364,8.354456329745304,7.2801004191034275,5.895074292936001,120.48112870870571,2.0
2021_Sep_01_SR-3501_SN19387Q4__00186.sed,8.662708121618554,9.220906622821719,8.901767121292904,9.14675156220328,9.914964760573142,9.597761510976301,8.557541254176062,7.023836485109676,134.67298685785028,4.0
1426,8.475115941649806,8.995814451014107,8.662663610778292,8.888213524738031,9.62705224736127,9.315607416189216,8.376655293610053,6.821917580621248,131.06707626803296,7.0
3579,7.600449910427603,8.10439588529969,7.824890289853911,8.040489745296222,8.715236636274906,8.40732918409291,7.460667255898549,6.108473650989589,119.2058934414745,8.0
2934,8.448976528534867,8.957024088226369,8.60683595439419,8.815387448718822,9.560857168290685,9.236194601510617,8.338490283984653,6.7845155518867575,130.10995628034306,2.0
2021_Aug_31_SR-3501_SN19387Q4__00220.sed,7.79601784788019,8.409897128040129,8.163999934329187,8.411865041149458,9.240673811607454,8.740039860752223,7.637572192810447,6.164266515876723,124.85207416836143,2.0
2021_Aug_31_SR-3501_SN19387Q4__00802.sed,8.535124883003872,9.101102192103879,8.792256247412878,9.04733314549505,9.8277076349077,9.48774066153171,8.429549974138112,6.878094258170521,133.4999453662277,3.0
2021_Aug_31_SR-3501_SN19387Q4__00051.sed,6.712432654279478,7.3295505043569165,7.0972520146032,7.200232319758845,7.952292046164725,7.408816143473895,6.453186485295896,5.211705366810099,108.09423933492258,2.0
2021_Sep_01_SR-3501_SN19387Q4__01040.sed,7.0088609242341935,7.662357266080901,7.476821005330024,7.7017358807005,8.556028558706348,7.892037171227679,6.778040827133537,5.450768615876582,115.60194630920552,6.0
3624,7.723266463453021,8.285042397850944,8.006297433610342,8.197881690800465,8.926574849643151,8.546421720759556,7.55665556734559,6.1645993494996505,122.36238137165455,8.0
2021_Sep_01_SR-3501_SN19387Q4__00223.sed,8.664083150834617,9.227450951050947,8.911376527638977,9.158376427075883,9.929924520492005,9.605369470814425,8.559800425641322,7.022279697956289,134.86025250222156,4.0
2021_Aug_31_SR-3501_SN19387Q4__00162.sed,6.970162350960806,7.526195359512488,7.255032450086862,7.363911207773553,8.083435129023346,7.635557944297814,6.716076704299899,5.500697110355792,110.06657776651991,2.0
537,3.8487890109001452,4.172842409127521,4.07460536426044,4.1412542396141525,4.435272456892434,4.246726233325662,3.7734401362910956,3.012365924910714,63.57665021275022,8.0
2021_Aug_31_SR-3501_SN19387Q4__00557.sed,8.512068910260645,9.08033151617541,8.777132642478396,9.027976581304623,9.807492461856029,9.45612301127699,8.401706035722954,6.865941697248823,133.19704480175383,3.0
5258,8.438267900926006,8.995673073108854,8.691228724927043,8.92719279109702,9.684966509650934,9.351229144973924,8.322668948163681,6.809182486890335,131.8567665433441,2.0
1837,8.671868704421842,9.227911986896082,8.912065788867753,9.160509901751826,9.927407734504964,9.613492183604134,8.571776154138519,7.026720682417454,134.87210590360894,9.0
5116,8.073922754275314,8.599988092937624,8.315182748638012,8.535686723776344,9.249261737421783,8.95696659878379,7.979213591306937,6.535132043687098,125.87096838819528,9.0
2021_Aug_30_SR-3501_SN19387Q4__00068.sed,8.260708815576015,8.82039326056482,8.540019607653342,8.777734369590569,9.529052411892732,9.175878305979928,8.150375833175794,6.614972378564838,130.29787128964236,1.0
4911,8.23920247430858,8.733270224201506,8.398285275346737,8.609620290966578,9.32955361531656,9.021143689889026,8.138165946545774,6.610829118382504,126.98661860643146,2.0
2021_Sep_01_SR-3501_SN19387Q4__00681.sed,8.402803914271153,8.980754311816021,8.689546981175608,8.931470910183092,9.707892278712386,9.342794371494648,8.290200484036891,6.768438364899292,132.0321519712617,5.0
2179,8.346537063469349,8.84925704319111,8.511741576129944,8.727313783848619,9.459369005577724,9.144259054019615,8.238365382445869,6.703351415701906,128.70575534751578,2.0
172,6.689238039214722,7.144083241557109,6.859587620234161,6.99497517534539,7.56087492957934,7.358577019510715,6.613297876478051,5.49236962788557,103.22666506015452,9.0
2021_Sep_01_SR-3501_SN19387Q4__00997.sed,6.113879748764715,6.752200223701082,6.531376248192705,6.605999654443876,7.350279431682031,6.7069307604669275,5.774881315697226,4.730549315686228,100.5200207563361,6.0
1384,6.6830135592641655,6.816892233354213,6.3598633269975,6.323642027272005,6.805242497301015,6.716785222299436,6.741918482272656,5.2488717454227585,92.96287571520973,8.0
5053,8.52418400689567,9.053988257932934,8.725234306341246,8.954384930019065,9.702535840669729,9.395938458331504,8.435148723062158,6.892042666562445,131.7931307106017,9.0
2210,8.43713044724139,8.935019700371305,8.581612741394597,8.793466377946345,9.527164472573102,9.217299279393226,8.332384160242695,6.7823632435620995,129.668180282549,2.0
3833,7.973644634765487,8.492171925359598,8.208799942612924,8.43464437995078,9.137510059604674,8.827096406547241,7.854401019451824,6.3968397553335175,125.03905844671492,2.0
2021_Aug_31_SR-3501_SN19387Q4__00385.sed,8.691341733298803,9.249392389958802,8.929125536065264,9.177432396250556,9.94773253066473,9.633190442022213,8.589857773326806,7.046853373527238,135.09579155334796,0.0
4394,8.6424263131104,9.201475365878295,8.884823498801243,9.130666355624502,9.89849728958252,9.57950984836474,8.53750018881595,6.999659306942512,134.4909246489482,9.0
5299,7.205952011609307,7.684039214624356,7.426325071501796,7.620083043338706,8.260440870657686,7.993620631661589,7.121120728806593,5.805858064313627,112.79602829983848,7.0
2021_Sep_01_SR-3501_SN19387Q4__00296.sed,8.667736572001434,9.22880006043356,8.910261256251399,9.155331289529126,9.924607762637685,9.60476847029996,8.562757174213495,7.02831704557452,134.80719376851002,4.0
4361,8.642643678574236,9.203055144156167,8.885884078029397,9.130802926882343,9.899311542955921,9.579933447470918,8.538267328731813,7.001435459034551,134.48098395063317,9.0
2021_Aug_30_SR-3501_SN19387Q4__00087.sed,8.400183319549928,8.962764419964758,8.671051835934337,8.919958943751343,9.688224532306243,9.336324042808624,8.293571289848092,6.74528540972184,132.07542141613501,1.0
2275,8.673000115365895,9.22942484528103,8.909834801947447,9.15588880413065,9.923134986741946,9.605945340609697,8.572102334115844,7.024645138493515,134.8082698504864,9.0
2425,8.667661147788275,9.22605581239972,8.906326227725291,9.153717556047669,9.92169507709944,9.605871607950489,8.564599702789447,7.024786095548763,134.76235243137177,9.0
2569,7.762024351772721,8.272905419279343,7.987501980355949,8.205979170635139,8.896076034550866,8.582456055337108,7.618628331438831,6.238837740384795,121.60483971306758,8.0
2021_Aug_31_SR-3501_SN19387Q4__00536.sed,8.43292715170728,9.004207206182555,8.707338905039897,8.94622339389146,9.721671976338927,9.359058670667714,8.315082257715478,6.798875217909117,132.10958273834476,3.0
2021_Sep_01_SR-3501_SN19387Q4__00528.sed,8.132047833980105,8.67715442840915,8.37538348737422,8.573129883003647,9.317937473080182,8.984534261429316,8.00790111616935,6.518375929429788,127.3393312367512,5.0
4195,7.454842511017951,7.9497235133243445,7.682538334783031,7.892667883045086,8.554402610772971,8.249259346487618,7.310166003476055,5.970686205910073,117.50178047270376,8.0
3516,8.640942017307147,9.195501701293301,8.87689213092619,9.1239796212218,9.889234819699567,9.5754122733682,8.538231944204046,7.0033962123352005,134.30490023582576,9.0
1938,8.131277575923674,8.665092076857505,8.372969947968322,8.596435805689996,9.32306622250081,8.993595913075037,7.999633262557121,6.524733335353887,127.43785937032284,2.0
5048,8.61132991551795,9.167957583355825,8.851841584750744,9.094524774787631,9.861187226183077,9.53698438337578,8.50709376012287,6.967128665869161,133.99013833311568,9.0
3739,6.052061198283076,6.462623423978542,6.269339775760187,6.416287925600152,6.937236083615232,6.636961596360704,5.864291044596864,4.722280566666411,97.05328396246391,8.0
4920,8.329634766469049,8.848997635076856,8.517167180609494,8.727927468655132,9.470650417807654,9.139075587461392,8.21409228962921,6.683441586818039,128.89392526306358,2.0
2021_Sep_01_SR-3501_SN19387Q4__01054.sed,7.44016703804556,8.067491143867057,7.842781873814129,8.111395324182977,8.961376931680697,8.393434034552493,7.255602416180026,5.81746632543091,121.08445788982304,6.0
1435,8.510646591053211,9.044387195535148,8.713589776033647,8.939803443980892,9.691263022606421,9.366842087516677,8.405077094399246,6.851615762159508,131.9063263993476,7.0
4177,7.696305413682017,8.221309946623482,7.938101088131492,8.143346575200722,8.845617680935389,8.498639640087198,7.527880114277208,6.152150434868779,121.27186135184095,8.0
5362,7.121183331349361,7.593617495415133,7.347702750701281,7.53710046709887,8.168011339357165,7.903417035971126,7.038150735812123,5.732750572627941,111.68583736010173,7.0
2021_Aug_30_SR-3501_SN19387Q4__00168.sed,7.116776059269994,7.686821648873638,7.4614401786911415,7.628177857049412,8.339108868916917,7.875983291550018,6.920200867514216,5.5570144857096855,115.10635667984299,1.0
3015,8.668206008869525,9.222470795285409,8.903389086658231,9.150141527397194,9.915842398217318,9.600145645059616,8.568060185934723,7.020596267845996,134.70563207083893,9.0
3599,6.460909487111834,6.933572767418454,6.6938243157260535,6.865703056150082,7.444620688898114,7.181014682000521,6.348461741669799,5.223468440983798,101.87394060332171,8.0
1924,6.00651125963344,6.452459099894293,6.2378258369521395,6.408531489784807,6.930753641748461,6.6802553932010795,5.916569072080795,4.762743590971171,95.9454884500448,2.0
4208,7.668529714401433,8.193241540683735,7.913566233510284,8.114886259527738,8.814497573394124,8.472136802878076,7.501378295621449,6.125627567169395,121.01009203108296,8.0
3534,8.647951728195132,9.207262667552868,8.889478982456597,9.134599566282503,9.90291907983784,9.583904886371162,8.542909840579231,7.006330457242083,134.52182441779556,9.0
2021_Aug_30_SR-3501_SN19387Q4__00207.sed,7.857243183655882,8.445277029649395,8.195989551905063,8.440715496330181,9.235051813201816,8.774620867578555,7.711667073915649,6.213913436815344,125.8480977972246,1.0
4909,8.216746342335885,8.71029904951348,8.375143093748179,8.585952421192472,9.304612579330975,8.99637449322487,8.114871152629844,6.594230387366978,126.6217446286045,2.0
4945,8.370851567845346,8.859536857444102,8.503858460052465,8.707448781319725,9.439810241327747,9.128214810391029,8.264347467336846,6.716417154917183,128.48142260160887,2.0
657,5.554721677072863,5.785035831587864,5.4658412066433515,5.471999905302603,5.8869267623556905,5.856516901812054,5.648044432089203,4.389989260246876,81.00487744900059,8.0
2021_Sep_01_SR-3501_SN19387Q4__00794.sed,8.401452954544052,8.960176912398985,8.672366171061535,8.916560777695542,9.674835925083812,9.3331108607108,8.299753049770572,6.7499319791022865,132.10387275059884,6.0
4668,8.183613379564907,8.721012243461061,8.433506969035552,8.664862163222473,9.389464837684315,9.064327020928053,8.064888507337233,6.567239975727999,128.39014090842906,7.0
2021_Sep_01_SR-3501_SN19387Q4__00817.sed,8.506903985114702,9.067065516474962,8.76646701445608,9.018896741408758,9.788425706984722,9.451755550396488,8.405758583077207,6.850377677071816,133.3124316507693,6.0
1939,8.13112561065037,8.665650312348758,8.373184123004638,8.596596119223012,9.322673739703529,8.993690827651484,8.000142013844478,6.524888879740962,127.44203571238465,2.0
360,8.374772430045596,8.846997685601348,8.489109968785247,8.687244900951212,9.39162308417994,9.174711561810142,8.347555729790875,6.865604547513113,127.25817242220548,4.0
2021_Aug_31_SR-3501_SN19387Q4__00190.sed,7.283871013086825,7.918618014677481,7.693294200121535,7.847842717206975,8.652129915113175,8.093085390904584,7.06642168958069,5.743916660421158,117.14279119672092,2.0
748,8.50568814339939,8.995097367519708,8.63355587621093,8.845529806250823,9.569817240072702,9.300616739459116,8.442435383124456,6.903333681573306,129.86391494278956,9.0
4907,7.8367874629090135,8.215518110320252,7.762280195382971,7.8838915749735525,8.49522204621715,8.30652766354083,7.830559683973609,6.301796550918467,115.73849253448807,2.0
2879,8.524726816619703,9.07154629046795,8.750080418200504,8.979654850973342,9.7406246621366,9.407040061865068,8.420611271365882,6.865029036662777,132.5451299056407,7.0
4378,8.625417531268376,9.180103803308588,8.863709394022111,9.110814845004871,9.874892215902847,9.56014811062164,8.523033250102175,6.987975089175845,134.15962307380195,9.0
4793,8.372210794718114,8.902732120610466,8.585144593888746,8.808306093161148,9.547808956417985,9.224506234393381,8.26539098390018,6.727911452815227,130.05383710450423,7.0
4145,8.49122025342578,9.026326055137096,8.69901594829679,8.924632279056091,9.67727091989585,9.351588147424293,8.385753983571608,6.833676516786433,131.7290463482532,7.0
4684,7.063279716605143,7.54284924621195,7.309525983312767,7.510611385200066,8.128286638302164,7.827038416818561,6.946473702380863,5.582335305041183,112.49615539155141,7.0
5201,8.411440587799635,8.969130979936397,8.666066469056448,8.900484515516787,9.657027714102629,9.322345994669295,8.295135411633867,6.785436213998042,131.52288964672377,2.0
1850,8.664204519607344,9.220976280965969,8.904394609998784,9.151468806710549,9.918347428173412,9.603566374446142,8.562655668898573,7.018615714353983,134.77448420862873,9.0
2021_Aug_31_SR-3501_SN19387Q4__00520.sed,8.383380443119819,8.948168059514366,8.646976048641639,8.875021286181905,9.638086135679771,9.286781088886162,8.259843841196819,6.759290495455588,131.1226672607547,3.0
2021_Aug_31_SR-3501_SN19387Q4__00283.sed,6.991382573076081,7.5756844057650365,7.315967309029222,7.421408396030991,8.162510359218679,7.678084750831879,6.738829188091641,5.516650908780649,111.04240308765122,2.0
4094,8.574575944156804,9.109392060850109,8.780277280928892,9.014219469617123,9.766800583910992,9.459866761570307,8.484081953382097,6.938317778859413,132.65527575837035,9.0
5039,8.61802525090293,9.172484864103918,8.854352614205306,9.097976717530514,9.863046295040121,9.541779027385765,8.514262564968126,6.9731441001641485,134.00975461009025,9.0
2021_Sep_01_SR-3501_SN19387Q4__00572.sed,8.320131068936401,8.895198752968252,8.60716993849156,8.8434244918904,9.627594827243293,9.246732709801204,8.206341735247154,6.677493692216354,130.93350447832057,5.0
2021_Aug_31_SR-3501_SN19387Q4__00006.sed,6.211660762061565,6.624112122552171,6.369249239693444,6.520284440612716,7.0849228852096,6.830772068471264,6.043223872981313,4.9202258694761065,96.0806617507161,2.0
2021_Aug_31_SR-3501_SN19387Q4__00567.sed,8.596609470773577,9.160774021716229,8.847863607319104,9.101263221339662,9.879008986110318,9.547297578166575,8.492598732583893,6.943092719429438,134.1659851884483,3.0
2021_Aug_31_SR-3501_SN19387Q4__00436.sed,8.690544011663395,9.2516493369621,8.93318114476128,9.182867183303745,9.954438854710183,9.636226241063568,8.589658527462625,7.043816099350481,135.193372824394,0.0
485,7.808460455736745,8.275498334879913,7.932991702823889,8.114616599187606,8.788116382510504,8.573618597147465,7.759772217118023,6.419463372636402,118.69951568221067,9.0
2984,7.374324233998985,7.720861824652735,7.360943114692878,7.465111241877666,8.078489187739523,7.81540458558554,7.272645797750236,5.793430339562549,110.61251383804452,8.0
208,6.612445612508706,7.0619555204191915,6.79008460175414,6.921308589358546,7.473890292948805,7.277489152174944,6.539761788905239,5.417473807817714,102.35820397199497,9.0
1922,6.010491749379573,6.45691253433772,6.241610399779172,6.412851452021341,6.935243305922661,6.684072727990728,5.92028010298795,4.765215356939029,96.00322306690492,2.0
2272,8.673072197060089,9.229658120900622,8.909507239609773,9.1557897984862,9.923057380480518,9.60582231283843,8.571470534414077,7.025145783065783,134.80246633219264,9.0
2021_Aug_31_SR-3501_SN19387Q4__00073.sed,7.04166415301599,7.6925157736211816,7.494705686382688,7.670971385072681,8.498756739434064,7.885368552210888,6.82603536885312,5.466485022589121,114.84792323804356,2.0
5282,7.687571218049126,8.196730552705507,7.912908119121972,8.123643426165064,8.814149753506443,8.484986057176329,7.52437285082556,6.157937028351894,120.66383533104825,8.0
2021_Aug_30_SR-3501_SN19387Q4__00193.sed,7.596410395661688,8.191926983981883,7.963501895627685,8.18363056955572,8.966972150987019,8.47464421121954,7.432954397985951,5.9769221451053385,122.53627351984197,1.0
1430,8.49049801779238,9.016627419918228,8.686650107471486,8.914311502216957,9.65849525851861,9.343497512416358,8.387745443595525,6.83805297093898,131.48640350752805,7.0
2021_Aug_30_SR-3501_SN19387Q4__00174.sed,7.204186566596764,7.785473808167439,7.56190894515848,7.735095029674065,8.463312994576263,7.986440695972512,7.012761277706464,5.6342476818726395,116.56678271488778,1.0
3801,8.675271981891964,9.234471125453998,8.917717743003964,9.166592791815132,9.935007110891416,9.619112251079969,8.575594501828066,7.0289648988615765,134.97605794575094,9.0
1028,8.376048589129741,8.915865253106864,8.612158054138932,8.851780949393815,9.591392596846827,9.27837121015503,8.26532969823479,6.760511720892071,130.68900766465134,2.0
2021_Aug_31_SR-3501_SN19387Q4__00361.sed,8.689911524800635,9.246373232222979,8.926411947799876,9.175730338631697,9.945477975519042,9.632526439493141,8.590163979014436,7.0471666716486565,135.04533737641913,0.0
2021_Sep_01_SR-3501_SN19387Q4__00127.sed,8.673378408825599,9.234641359754171,8.91788817977006,9.16793967642029,9.9396059638729,9.619086927415355,8.572192239781183,7.025992193489513,135.01404098090623,4.0
5254,8.356691884644357,8.903137471347092,8.599116386734682,8.833026690773643,9.578923019893715,9.251976280532057,8.236117493813834,6.737430032415245,130.514392526337,2.0
3706,6.705615299832428,7.181232028185086,6.973724843351377,7.167382454081609,7.743229285504837,7.458565363930634,6.616607125682847,5.282167363233646,107.69558444043727,7.0
1393,8.108552878517209,8.554934145589607,8.165791053884142,8.328892228968868,8.990672697697628,8.740538685950959,8.062568121019579,6.5084203141940495,122.63310772818255,7.0
2021_Sep_01_SR-3501_SN19387Q4__00012.sed,8.549091679454447,9.094413560705444,8.780338749376781,9.026590799631306,9.78654678251517,9.482279303389756,8.458653009671519,6.942805658810769,132.78966967758765,4.0
1979,6.384928495246326,6.829703746600856,6.634396609502752,6.8187904893285864,7.365454360828556,7.098410104718436,6.29869157700797,5.036010714916279,102.33563695912758,7.0
712,7.384107901579375,7.746861621689876,7.348466168081575,7.447355526035569,8.049966603072765,7.937779720345592,7.442439669875045,5.932913645257917,109.59253554258333,7.0
2021_Aug_30_SR-3501_SN19387Q4__00011.sed,6.807218035994958,7.30429474894064,7.1037268681509,7.310608323635401,7.893435167040397,7.594747879861994,6.716938173879246,5.334326509893604,110.08372473446403,1.0
3797,8.619669490655346,9.176342933202594,8.862371810762909,9.109338202557414,9.872079412985592,9.558188676149323,8.52070342596728,6.981245075444297,134.18279431784316,9.0
3900,8.4569455955437,8.967634404903915,8.61670352741576,8.82412518316357,9.569970993513003,9.248221949762502,8.347701892403236,6.796787633740618,130.23857700455665,2.0
2021_Sep_01_SR-3501_SN19387Q4__00088.sed,8.677682831898045,9.238453487722527,8.920248813625971,9.167586396621372,9.938099783826745,9.619516365268323,8.575614089383489,7.0331352925990975,134.98919955555425,4.0
296,5.940822189896986,6.404750783313922,6.259484111450649,6.411078251111395,6.891759246086895,6.639303738908085,5.8392753183438355,4.67049133573101,97.15789892876384,9.0
636,5.6585971832247335,5.923058678223448,5.621342426279918,5.668707466824049,6.107118209599664,6.032896612753781,5.705217470276632,4.50536593702108,83.90690403082937,8.0
5090,8.042436043318983,8.56696536479198,8.282695388456931,8.498455375330392,9.212193369896202,8.922858590148111,7.9492163775508,6.50902909426974,125.34698503951297,9.0
2021_Sep_01_SR-3501_SN19387Q4__00710.sed,2.885597746675318,3.3785787150434023,2.9889205918160324,3.0938188364132726,3.4078309984543114,3.1594177000776313,2.688244977659772,2.3515485633892395,46.15147816045874,6.0
555,4.197788328090481,4.58418890333247,4.376073285071548,4.455650350335384,4.8436278428946125,4.638541804583849,4.071549067471173,3.4364996092638065,66.11710152064379,8.0
2021_Sep_01_SR-3501_SN19387Q4__00768.sed,8.354460518286322,8.9079570503853,8.622895989247983,8.862763072196323,9.608950131491047,9.27549514912735,8.252930449302175,6.705838851600818,131.4305573361437,6.0
3519,8.636743814581969,9.19168696372329,8.872851929007735,9.119161689325695,9.884453912478204,9.571721384608182,8.534527541868604,7.001220665100643,134.24046729652898,9.0
