Sample Index,red,blue,green,black,Material_Label
1,45.00246209809919,28.871396159817373,32.36542533628945,85.26099615373533,2
2,44.999613901233694,28.87145344668978,32.36358584702947,85.25594615571524,2
3,44.998407039446946,28.873909444404372,32.36310432549493,85.25754221401124,2
4,44.98865578087836,28.861804623552263,32.35543836811473,85.23257884276713,2
5,44.99015812572614,28.864822403305638,32.35688684068016,85.2373916527651,2
186,31.13514350624368,20.31464313027642,22.645200278411966,60.059725540974284,2
187,31.137201266961835,20.317407514880358,22.647513766812498,60.065448260373735,2
188,31.137965489501035,20.31980850264665,22.647963107334405,60.06893456075082,2
189,31.13333532144868,20.3108036307259,22.642246891300015,60.05172135664397,2
190,31.135956852049283,20.31800224248638,22.646110212761094,60.065148956168464,2
191,31.378512681787058,20.507558350457185,22.806535486628025,60.50184845491538,2
192,31.377462353097513,20.506895852831082,22.80658526999437,60.500162121839004,2
193,31.377248817349543,20.506328092945907,22.80562490718032,60.49879948075237,2
194,31.37932557298148,20.50888891995414,22.8073421176221,60.50348949319069,2
195,31.373219242321763,20.503493842074217,22.80255327862552,60.4898330992773,2
201,30.74059829849078,20.19331552994571,22.360194674299336,59.35802460581226,2
202,30.740279179555053,20.19228931125004,22.359948879792288,59.3561503943394,2
203,30.729687561719487,20.177824568938906,22.350391311600177,59.32744532501917,2
204,30.741095880540964,20.193370706843282,22.359789461833117,59.35848451061004,2
205,30.73026073439373,20.177184037149452,22.35032354443596,59.327834929657314,2
221,31.35179775686651,20.51050466939051,22.792600495740967,60.44797721040148,2
222,31.358236192084224,20.516389569480143,22.797118735986153,60.46152851795329,2
223,31.357143876809943,20.509848271557487,22.794390054217544,60.45301236381447,2
224,31.36394103252354,20.5153809728284,22.800178839098347,60.4678962232715,2
225,31.37192864137137,20.52350545380271,22.806276877348086,60.48741389580176,2
231,37.34584256748533,24.38348387085378,27.127181632393366,72.13272673832927,2
232,37.351576746511206,24.392145720750236,27.131512216460013,72.14939424566685,2
233,37.349890683433884,24.390481162008246,27.129675298007434,72.14563462991231,2
234,37.350523000449776,24.39091351609418,27.130682224222806,72.1476248752598,2
235,37.35115310823017,24.389636502913817,27.130702658742994,72.14548774371359,2
236,31.166785880595572,20.372450281503554,22.65224578519047,60.09243397646599,2
237,31.1649871197463,20.373947901454887,22.65097961915199,60.09383764772919,2
238,31.1540900625764,20.36257590577454,22.641287827168203,60.067142870633134,2
239,31.156835276691076,20.36516656535859,22.643701040172253,60.07278381479918,2
240,31.159719966346106,20.3713497724334,22.64659406132958,60.083363124516275,2
246,14.903188270566185,9.455898935115515,10.747400786266333,27.568831579065776,2
247,14.899502726311274,9.451613480766525,10.743833500473208,27.56003243409999,2
248,14.894397336776537,9.443740174695796,10.738858690463946,27.54367280791262,2
249,14.893396968713645,9.442147822712249,10.737202590173174,27.541508236404397,2
250,14.89316797875081,9.445062805409439,10.737057323475556,27.54534714482338,2
256,15.067493509963533,9.579511452335995,10.873572452603053,27.9177502334867,2
257,15.072825673135096,9.585139940861868,10.877888503422732,27.930302330915683,2
258,15.077973884233504,9.591927527228714,10.88133327565323,27.94421043937058,2
259,15.076219336645305,9.59193091713949,10.879847461050364,27.941115395164427,2
260,15.068184563528606,9.58617369625323,10.873450678619294,27.92451537827164,2
276,14.812132580054508,9.429822062577252,10.704414840904843,27.463675075730077,2
277,14.813538237309622,9.430329666938118,10.703892527069303,27.46466802819434,2
278,14.818713712243017,9.435853844243988,10.707818155213747,27.476938409848355,2
279,14.819925665643977,9.434984278528722,10.708394403169198,27.476901635283614,2
280,14.826903984942403,9.444691521178111,10.713509303345052,27.49592475287836,2
286,14.671796415357019,9.381142438337525,10.623741401522016,27.049817328587217,2
287,14.66589756562783,9.361348951630363,10.61019254402889,26.994172165419684,2
288,14.685961487634055,9.363450064553366,10.617964053949862,27.004008538699463,2
289,14.601461344590701,9.294552696923455,10.549891295452031,26.815111567168636,2
290,14.685994189752186,9.341382527068841,10.604213258183329,26.9564124768582,2
307,39.07262323168375,24.84125893502358,27.98584394881741,73.42732106490672,2
308,39.05860056714261,24.83202819584511,27.975667616926366,73.3988761163775,2
309,39.044604723471856,24.822006792234,27.965486590575715,73.36961777674594,2
310,39.032741718229005,24.81623707851351,27.95747965038197,73.34845323628784,2
311,39.01815557720097,24.805694313915307,27.946750903741368,73.31808413587923,2
337,13.253572350666321,8.349471170072539,9.545681784603444,24.385950632694865,2
338,13.25280808784589,8.347779227388124,9.544396125602344,24.38315164671933,2
339,13.253175688311908,8.348584986484559,9.54467234235309,24.38449841945388,2
340,13.254451810439422,8.351175932048832,9.546035610881743,24.389368778246382,2
341,13.255424936544333,8.352651973166912,9.546542562759502,24.392019071251593,2
347,36.7333539699881,25.356876992664308,26.978439082250368,71.80917443930686,2
348,36.73421067111629,25.35920133405128,26.979690610010962,71.81320095762939,2
349,36.730964193612685,25.35462203830285,26.976546514563008,71.80414945275106,2
350,36.731902900291225,25.357117630276463,26.977636406392058,71.80813568981388,2
351,36.72885039408938,25.354035419947788,26.975569577922176,71.80161801178592,2
488,43.20821194717258,28.019713041360376,31.127048553669468,82.16283939528722,2
489,43.136098736320676,27.93012879115547,31.062493529098482,81.96701251964858,2
490,42.645097744223484,27.719707848944502,30.750230131007743,81.20456167010043,2
491,42.6963511380389,27.71567530716027,30.78119940646774,81.30305236203138,2
492,43.00925338192016,27.8962114332893,30.984293056580317,81.77304190287245,2
493,44.360260257822546,28.542792516996915,31.920084817157257,84.11751896653635,2
494,44.25075827287498,28.48424862105955,31.84634024608507,83.90948966370792,2
495,44.26695027214486,28.477965052102352,31.85099215308111,83.92236559034409,2
496,44.06125534531678,28.356135849569363,31.7072714402715,83.5692028521516,2
497,44.211327162133145,28.483104441964358,31.830290581828223,83.90989870092852,2
543,44.416734765505616,28.585539542039207,31.962018380254605,84.197727353256,2
544,44.327293278476596,28.519944234992142,31.8984977958924,84.04093787487689,2
545,44.21390979180226,28.482116672395907,31.826599395668264,83.84033391054102,2
546,44.36390677476385,28.576003043271548,31.940299375720677,84.18171394195876,2
547,44.311359604222254,28.543967707194238,31.903181029276652,84.0800816123059,2
563,42.51057029037611,27.384644802853863,30.589337146857268,80.55935607836659,2
564,41.70199150514398,26.911849593850754,30.023118247879562,79.0838966210415,2
565,42.62736021014729,27.447504907822676,30.673320244276987,80.77586950805846,2
566,42.2344259661595,27.222472923897513,30.39858881329305,80.06969072567658,2
567,41.7029348736797,26.90586987695285,30.02283982758909,79.07972155131256,2
573,43.2480028405199,27.859634581447978,31.12320887913873,81.99204920850225,2
574,43.34799083437831,27.952475324085274,31.218571734377242,82.27659633148512,2
575,43.280583892382836,27.94123115719884,31.177230643765263,82.19350279992601,2
576,43.150910913630355,27.791870586847754,31.0564108914111,81.81040496897472,2
577,42.988628530588585,27.707404036036486,30.94457841648018,81.51851357008792,2
603,41.02808834576806,26.328775808743153,29.49984176909981,77.64153175934491,2
604,39.94833817665951,25.61694846605233,28.715194755922898,75.5368884746962,2
605,40.82381155913476,26.225746144543994,29.36872621662975,77.32206068242357,2
606,39.46154632635302,25.376195179256484,28.39859993671026,74.77542581010948,2
607,40.628264817650134,26.09966891135525,29.225362732880786,76.9293643066147,2
619,44.57700556816384,28.668916882952598,32.07294570752379,84.49589617080308,2
620,44.40350925482496,28.553402275885315,31.944632776844884,84.15999111315566,2
661,45.809405964730516,30.733421107212887,33.18627414416386,90.32528628988314,2
662,45.5499595468624,30.59923042996393,32.998263864327214,89.92958776537479,2
663,45.645969433436136,30.621036406845416,33.05888901935706,89.97716831313467,2
664,46.73792472076497,31.20749748184406,33.87158984337446,91.77928832694467,2
665,45.08502690461155,30.33449245484696,32.63153891981813,89.14068898124677,2
666,44.63329677675435,29.841483105003626,32.28469176431473,87.92318675622109,2
667,44.93978403419835,30.04273767676377,32.52727215128031,88.48990155408859,2
668,44.8402870208318,29.973853114023772,32.461917884495556,88.31116727650301,2
669,44.521973724086806,29.77457479200555,32.20072028386478,87.71207898305332,2
670,44.675607356702336,29.859673331766373,32.33675309599182,87.94501964454732,2
671,44.137443265798,29.261854144799834,31.922925157182195,86.30282869134922,2
672,44.01474985833294,29.183884709433958,31.833109611994487,86.06141340061143,2
673,44.35861107723993,29.43527737830335,32.109044232574945,86.79200589157301,2
674,43.57648766790687,28.93804434832662,31.498413107883177,85.38304866340933,2
675,44.27483950548607,29.32953698768294,32.02771213465258,86.4896977200808,2
676,46.312765304577916,30.99816592738118,33.5364340393074,92.07096552585358,2
677,46.05691214665586,30.83473704645071,33.329866555070076,91.57708980091647,2
678,46.47536192534663,31.062151931798034,33.66545214538018,92.19160246139894,2
679,45.89897564227107,30.753169315530002,33.20792208290504,91.38032679208486,2
680,46.64949190369446,31.15780455913616,33.768185061647046,92.3952461686541,2
777,50.826751960500154,33.74621579995028,36.9966490246512,99.11223229909866,2
778,48.62638341704088,32.44743130517352,35.41328560935574,95.50581348151358,2
779,49.080284628147986,32.7379629827196,35.7629959087203,96.3302356595428,2
780,49.034190195076974,32.638375714277814,35.690396728960515,95.9669064259542,2
781,48.81946911528329,32.568290856847185,35.56144828802719,95.85552697786598,2
782,51.14394205054334,34.39834159679078,37.43117634818424,101.18546099182208,2
783,51.16771467747339,34.41358228602464,37.45160492975599,101.21891099663364,2
784,51.08572487764119,34.36776665901612,37.39047305256802,101.07354285403564,2
785,52.14328774795948,34.841107451303465,38.09032128396122,102.28202229030938,2
786,50.084082894140295,33.776608449415804,36.668266544598104,99.36893459777137,2
788,46.81483785571122,31.172296019537782,34.04669783064497,92.53936884964564,2
789,46.96912598265304,31.216785555035127,34.1461539750766,92.59276498425209,2
790,46.824404055149984,31.14678611338161,34.05557034229638,92.39577708599055,2
791,46.809925715430445,31.112294881644566,34.0437258801387,92.23286113066877,2
792,46.785448606148236,31.115971331688964,34.03088624116389,92.26338984998036,2
793,47.92727073050149,32.19098580517316,35.0046366167788,95.55195794988484,2
794,47.66196947578523,32.14126962599696,34.84360960267678,95.58116751486065,2
795,47.85425878714136,32.17455978010472,34.961750126110886,95.54032471998015,2
796,47.750039585003975,32.148892142652734,34.8963148063136,95.52470579516428,2
797,47.90601011352691,32.17128764428043,34.987750616775244,95.49446627148203,2
902,46.20027841638696,29.629052942384213,33.25207482680166,86.62476982450498,2
903,46.207867307101544,29.640716819086112,33.25947683062207,86.65023009998748,2
904,46.20941028966467,29.642023196558398,33.2616828945189,86.65741043851297,2
905,46.21045910174668,29.645994835014314,33.26306319409808,86.66414374018782,2
906,46.19598377304484,29.632303189575243,33.25106390134077,86.62928803504865,2
907,55.65715168749464,36.18891487646472,40.33650644517913,105.93059789443882,2
908,55.65500011596511,36.187443948918826,40.3341676028013,105.92666797963538,2
909,55.620970267733114,36.16458443966046,40.307481224597616,105.86270167147218,2
910,55.61824139806939,36.161493331136455,40.30594741889328,105.85646387735501,2
911,55.61783961616056,36.161218320295994,40.305049592291894,105.85543132957756,2
912,56.18166694386312,36.59843018787042,40.753414575346405,107.04048769555283,2
913,56.18064221447027,36.59901687574877,40.75261860918619,107.03970430366456,2
914,56.17413392851379,36.587132060332095,40.74671082539866,107.01782486354499,2
915,56.176865244739275,36.5947881089751,40.749459201305235,107.03053989714267,2
916,56.17748700731271,36.594837899553674,40.74974104573052,107.03127318324101,2
917,57.052594803338266,37.242356798958184,41.42105817942707,108.8477239755877,2
918,57.04560005444336,37.23356611061279,41.415367231366226,108.82402961157462,2
919,57.04566659557145,37.23345708671357,41.41554248500848,108.82360701803906,2
920,57.04834495706216,37.239701104597835,41.417733196359585,108.83381165510558,2
921,57.040252489225054,37.229102787514556,41.411209812692924,108.81096856457071,2
922,57.71001236637309,37.7151034632185,41.915037901281856,110.18176762028254,2
923,57.715392941839205,37.71951798902615,41.919716331504794,110.19429520158394,2
924,57.73238820873424,37.73097333849521,41.931543672357904,110.2314574891893,2
925,57.74309301698891,37.7416610403172,41.94068277821531,110.26026647070444,2
926,57.73162296696011,37.7285240739255,41.931433091717984,110.22967926648657,2
927,48.172568374773164,31.06723999975289,34.76379555712366,90.86402836933533,2
928,48.163130144054364,31.057338708549576,34.75729919208993,90.84424289659631,2
929,48.157323235017195,31.060476632797858,34.753811915894616,90.84252405489637,2
930,48.11822419396216,31.026900535916557,34.72319228751852,90.75738457775674,2
931,48.10312619678986,31.01861996977022,34.71260393898711,90.73088199494327,2
1022,53.61346611287226,34.97574089196808,38.88297946530362,102.3457958777997,2
1023,52.488210419437486,34.22573993484098,38.05895927966356,100.14366400523338,2
1024,53.4541692813736,34.863093381282106,38.76253547853944,102.01701641296903,2
1025,50.839150837589315,33.173564778563,36.86744466504955,97.00254529286653,2
1026,53.621173190740976,34.9869345182504,38.89051946020132,102.37017158444976,2
1027,57.58535750430548,37.664172750280535,41.83487411477536,110.26885290910617,2
1028,57.88222570826423,37.894709225599335,42.06403812906312,110.92258432247287,2
1029,57.64404095954011,37.7030643542049,41.876147603217575,110.3777889523756,2
1030,57.648266585105546,37.69746536168816,41.87626239221727,110.37210576422132,2
1031,57.56334080133455,37.63241451819882,41.81072703683493,110.1879583946935,2
1032,57.71092888407911,37.71781488710757,41.91891706184471,110.41355886478108,2
1033,57.7179630541209,37.72608743703684,41.92425473587417,110.4325228669458,2
1034,57.7686006991886,37.763489680725684,41.96348742404805,110.54380611038187,2
1035,57.968878336876735,37.93532017352863,42.12408095142729,111.02076685945964,2
1036,57.7790396454698,37.76978519817672,41.9702896276831,110.56152671324115,2
1037,57.91561530602705,37.85778113076991,42.07038670684891,110.76362889893076,2
1038,57.909336916791,37.850399511636304,42.06527145265865,110.74773177778363,2
1039,58.16299887507301,38.072043909438094,42.269476210518306,111.36579706334543,2
1040,57.902810515817514,37.843086871304244,42.05973361537323,110.72803010361643,2
1041,57.89099570547643,37.83874183321487,42.052002468702,110.70869825729103,2
1042,58.35969429514923,38.150750831202835,42.39093450283758,111.59816897534635,2
1043,58.33464379859573,38.1563635762786,42.379865630243216,111.57913423927795,2
1044,58.27403811490871,38.10430419709095,42.329752894050785,111.42443243814029,2
1045,58.31613215178641,38.14781883925807,42.368610159814295,111.54465230210711,2
1046,58.16136883233492,38.002249304267224,42.23810502737466,111.13680908108192,2
1047,52.561352405422824,34.2822458104419,38.12060934536678,100.26962053015501,2
1048,52.59312461953889,34.29400656403929,38.139013695943795,100.31653991782947,2
1049,52.071865641910854,33.9650842134917,37.765102746059085,99.33413762012572,2
1050,52.19652897479021,34.045114513995394,37.85380459740629,99.57769379912284,2
1051,48.89363539182001,31.829485776751607,35.430670460459716,93.13441134978899,2
1299,46.16696420230571,30.10401248561874,33.454423307266474,88.02542108440056,2
1300,47.04232641307373,30.617757888266727,34.06839009860856,89.59562596597439,2
1301,46.205814000629545,30.15561554390876,33.495795619088355,88.15184477142786,2
1302,50.77732866972737,33.23948101850027,36.85371075955735,97.06313095900072,2
1303,48.39988199028322,31.649526365616047,35.107572572799754,92.41838784380779,2
1304,57.74172050681334,37.81213282523887,41.963670959942384,110.65765273668123,2
1305,57.62101653290375,37.736479913351715,41.87922534579186,110.43191716523398,2
1306,57.72266205267287,37.7977351747189,41.949070614262624,110.61638672244511,2
