Sample Index,Material,red,green,blue,black
265,5,11.927470214583748,8.89454438738022,8.52332438532003,24.557836049507497
266,5,11.82970123926215,8.80281984160835,8.406433598325318,24.294012933488617
267,5,11.834602267688474,8.806228213437311,8.410424994422462,24.303896612542232
268,5,11.832873918977596,8.804466693263313,8.407180344506466,24.29692023269979
269,5,11.835163437704395,8.806230788228296,8.409319172109608,24.30241430426579
270,5,11.82638203157277,8.798940124083739,8.398948458489633,24.281537113371446
271,3,36.37677974651129,26.06521138186002,22.91539044356886,67.72688265674496
272,3,36.38289821073216,26.070758595365483,22.923986311558405,67.74533323320108
273,3,36.37900283218831,26.06671358235937,22.916124362298692,67.73141401666032
274,3,36.37997626290561,26.067637017623934,22.918495831091978,67.73614062274495
275,3,36.376317066661585,26.06426702336441,22.91270721555513,67.72551626649827
276,2,14.812132580054508,10.704414840904843,9.429822062577252,27.463675075730077
277,2,14.813538237309622,10.703892527069303,9.430329666938118,27.46466802819434
278,2,14.818713712243017,10.707818155213747,9.435853844243988,27.476938409848355
279,2,14.819925665643977,10.708394403169198,9.434984278528722,27.476901635283614
280,2,14.826903984942403,10.713509303345052,9.444691521178111,27.49592475287836
281,3,40.282225683282626,29.01233114640003,25.74623593964187,76.18464550456787
282,3,40.28501654040203,29.0156500156196,25.749036572875152,76.19275539711239
283,3,40.29015398846926,29.02079994912302,25.75732577701268,76.20957307588067
284,3,40.28315903541789,29.015590270089564,25.7488888287924,76.19242897224093
285,3,40.282989578367705,29.014851731367884,25.749006615907625,76.19200176579977
286,2,14.671796415357019,10.623741401522016,9.381142438337525,27.049817328587217
287,2,14.66589756562783,10.61019254402889,9.361348951630363,26.994172165419684
288,2,14.685961487634055,10.617964053949862,9.363450064553366,27.004008538699463
289,2,14.601461344590701,10.549891295452031,9.294552696923455,26.815111567168636
290,2,14.685994189752186,10.604213258183329,9.341382527068841,26.9564124768582
291,5,13.196141362549747,9.89230666618551,9.488022049111795,27.189509030623693
292,5,13.198346508739778,9.894438535718356,9.49031075132197,27.19455487124908
293,5,13.200857302833978,9.895231046305867,9.492449438968066,27.199028120363415
294,5,13.204695082845333,9.89869243286372,9.49744842329218,27.209826217962625
295,5,13.20612822355347,9.899978546001606,9.498894773248066,27.213007373508315
296,3,44.19687281115846,31.517450285914524,27.634753419133688,81.22586245629044
297,3,44.200028189062984,31.51947583117504,27.63661511661585,81.23065378489868
298,3,44.19873391972059,31.518519036804513,27.634063818052347,81.22655146974476
299,3,44.198381087533235,31.518290981762295,27.63398565407574,81.22633920686016
300,3,44.199265486092415,31.517879279881118,27.63254281533622,81.22472846066748
302,7,43.76661004445014,31.401952558056603,27.810777081331562,82.86681541310162
303,7,43.77110355090437,31.40550254973958,27.816176233316785,82.8789891260189
304,7,43.76467863473941,31.40028794093419,27.809558538290826,82.86485629732813
305,7,43.76817700987058,31.40356803485889,27.815761412628966,82.87714672775225
306,7,43.7645590291,31.400383863502448,27.810159127852774,82.86678245039231
307,2,39.07262323168375,27.98584394881741,24.84125893502358,73.42732106490672
308,2,39.05860056714261,27.975667616926366,24.83202819584511,73.3988761163775
309,2,39.044604723471856,27.965486590575715,24.822006792234,73.36961777674594
310,2,39.032741718229005,27.95747965038197,24.81623707851351,73.34845323628784
311,2,39.01815557720097,27.946750903741368,24.805694313915307,73.31808413587923
312,3,54.06465019042001,39.33701670476665,35.550610155923074,105.4066875475414
313,3,54.06282964127597,39.33542230585851,35.54838013517262,105.4021199201128
314,3,54.064121929351295,39.33647655689906,35.550339770246076,105.4058891543768
315,3,54.06528016012737,39.33762272751174,35.551907030489446,105.40902905900104
316,3,54.06453156602255,39.33676481666121,35.549781585330926,105.4060918238727
317,4,27.95278339690787,19.65888474490693,16.95813650091073,50.590211372538235
318,4,27.94992799580215,19.65640101496714,16.954806038420223,50.58330775289146
319,4,27.94916718322732,19.65559712843978,16.9532913960536,50.58081490454695
320,4,27.946717783994927,19.653356150367546,16.9499542877709,50.57401131751489
321,4,27.95059905047407,19.657107311502372,16.95697058811864,50.58737650621471
322,4,55.700576490891486,40.53655886919627,36.649717476360216,108.60879886484747
323,4,55.703270707472264,40.5391559274483,36.654315843224865,108.61724683469363
324,4,55.700762631244075,40.53697083298461,36.6501405834108,108.609531676036
325,4,55.6999858202132,40.536178467712865,36.649720559772426,108.6081140757179
326,4,55.70428428784553,40.539953226194484,36.65549053286219,108.6200885686681
327,5,13.49314925176822,9.952840994556258,9.366358910993403,27.542643985598808
328,5,13.49092437373638,9.950358829234817,9.362891486222782,27.53579351523871
329,5,13.488767301825385,9.948395895474238,9.35989549553353,27.529983958276667
330,5,13.491341523655468,9.950859437232427,9.363708125450856,27.537774661469243
331,5,13.488780990455552,9.948428106973395,9.359479628899535,27.53012476869919
332,3,41.470280714853935,29.84308367191061,26.44806939127926,78.48019403965466
333,3,41.47052006547617,29.843298347542405,26.448745810582583,78.48103899789334
334,3,41.472244634754,29.84440695087198,26.450373688191423,78.48508472664182
335,3,41.47231401877367,29.844584111716937,26.451010691816048,78.48603529666667
336,3,41.47194080782592,29.844149365279403,26.45094722749045,78.48550455180339
337,2,13.253572350666321,9.545681784603444,8.349471170072539,24.385950632694865
338,2,13.25280808784589,9.544396125602344,8.347779227388124,24.38315164671933
339,2,13.253175688311908,9.54467234235309,8.348584986484559,24.38449841945388
340,2,13.254451810439422,9.546035610881743,8.351175932048832,24.389368778246382
341,2,13.255424936544333,9.546542562759502,8.352651973166912,24.392019071251593
342,7,32.36330788190053,23.059967554941448,20.166120211386314,59.03461859059954
343,7,32.365262793382,23.061857515053124,20.16833695394689,59.03992313216363
344,7,32.36774619665645,23.06410341628487,20.17112987246096,59.04630621483464
345,7,32.36612021602386,23.062361224184905,20.169369821500258,59.04224013394041
346,7,32.365112022968226,23.061356882327107,20.168337795134853,59.0400511077423
347,2,36.7333539699881,26.978439082250368,25.356876992664308,71.80917443930686
348,2,36.73421067111629,26.979690610010962,25.35920133405128,71.81320095762939
349,2,36.730964193612685,26.976546514563008,25.35462203830285,71.80414945275106
350,2,36.731902900291225,26.977636406392058,25.357117630276463,71.80813568981388
351,2,36.72885039408938,26.975569577922176,25.354035419947788,71.80161801178592
357,4,55.86067503424575,40.67214669073488,36.79936401910098,109.04207040305872
358,4,55.86098704985724,40.672066241412544,36.79944857956255,109.04240930984409
359,4,55.85783783717416,40.6696020024428,36.79509654878886,109.03381927924026
360,4,55.86468628921172,40.67591275946817,36.80571080442559,109.0542162750099
361,4,55.86097641984004,40.672896263096575,36.80031970404918,109.0440838581527
362,4,55.905734038637725,40.72652640356554,36.85624258501104,109.1903643707094
363,4,55.90786411968682,40.72869763836078,36.8589906918297,109.19650466582695
364,4,55.905383719448025,40.72643582565799,36.855085688548144,109.188774070638
365,4,55.90531214481431,40.72636267763966,36.855080767808325,109.1888330678689
366,4,55.90208657129477,40.723416713733485,36.85043860231751,109.17958709441139
367,4,55.929597037358505,40.758040485479526,36.87107859244021,109.23670538539567
368,4,55.930971851041726,40.75922744000011,36.87240321720178,109.23996488696557
369,4,55.93155051575329,40.759582208898905,36.873430322898734,109.24194310788351
370,4,55.93527156575429,40.763033698865335,36.87929761930309,109.25326120454558
371,4,55.93179604437587,40.75981756000295,36.87414213956378,109.2426751486872
377,5,54.47531924312319,39.42968693992011,35.41594059156346,104.36395070019347
378,5,54.474242831695776,39.428789716851476,35.414552018070374,104.36119209849177
379,5,54.47509040380675,39.42946314573224,35.41618906430477,104.36401989118731
380,5,54.47144862037141,39.4261474694871,35.41089029448455,104.35374495627764
381,5,54.47498512926971,39.42906844545654,35.41570686848232,104.3632419938091
427,4,45.26934926926126,32.59304791881689,28.948719236527793,87.17174373927803
428,4,3.5134205780346672,2.706348444652503,2.585801806902996,11.453792473741414
429,4,38.638607002540354,27.72641914994728,24.505094324092326,74.78817920918254
430,4,12.567658456131255,8.367152640910897,6.760103150877177,23.629062568204564
431,4,56.43971680904536,41.02450905723438,36.98972454987942,109.56066892334692
432,4,56.16908332260719,40.89925648087955,36.77696143572625,108.24842474935411
433,4,52.75314672056285,38.4373728000099,34.5945439760064,101.86167664378857
434,4,38.33049506367318,27.85454284401125,24.82058897295252,73.82085943788202
435,4,43.45082186031009,31.309138409513686,27.49995819574464,82.20453328847903
436,4,55.44517803231413,40.37832810608835,36.31175092032271,106.76161569508436
437,4,47.001234779692794,34.033196342824425,30.45096776348067,91.12939917769141
438,4,35.13479324867885,25.336428102307636,22.566258540320526,69.09079615237322
439,4,54.90389009883764,39.910206941164944,35.972508970459856,106.66145077818314
440,4,47.14106725708513,34.136306123610865,30.608134879068288,91.71596133410665
441,4,39.58049309446227,28.640268974135388,25.65718005164515,77.35370925643737
463,4,52.17079749430005,37.91990474157227,34.21865012131082,101.51088928321067
464,4,51.78366820813723,37.62304196473337,33.927541636987435,100.692530128539
465,4,51.92879973666641,37.724126921918995,34.0149816948377,100.93275667745804
466,4,51.41495467407071,37.32310499513443,33.61723540265455,99.81541551976485
467,4,51.79306741935018,37.62917816268672,33.938054181057176,100.6856892514808
468,7,49.23018436895357,35.35384719361105,31.348834024409783,93.18333370332421
469,7,49.1516632824037,35.28752512021059,31.280583250798525,93.00679941595554
470,7,49.30596294415257,35.41526868295749,31.414948245235788,93.4040186292579
471,7,49.19802719890272,35.33051320712391,31.328512547384964,93.12065537269056
472,7,49.1905503707395,35.31792512966478,31.309981095995425,93.10318975393248
473,3,55.54099146437628,40.40532010319277,36.576012675128304,108.20124922850376
474,3,55.486362974797956,40.366235862782496,36.557124104184034,108.1022710911428
475,3,55.42044806674646,40.31508471974129,36.494289356007755,107.9316544294574
476,3,55.507298860734096,40.37861456245581,36.55981732720895,108.1295423068303
477,3,55.35544345607477,40.26456947658145,36.44729225932241,107.8144742783861
478,4,53.56524223359307,38.94119397508465,35.144786000196675,104.20586025706545
479,4,53.51741456329885,38.902896889841685,35.104660842243554,104.10355308763758
480,4,51.93403690396931,37.76037736300324,34.085517415696074,100.98817535896079
481,4,53.44829281433182,38.847951674857406,35.053348648360355,103.94621914505483
482,4,53.26216037905153,38.71734311845316,34.94366092331697,103.59173375821999
483,3,54.40969254548207,39.59987810962841,35.88508503656916,106.00811110253261
484,3,53.90510945873642,39.233199314142844,35.59030348336563,105.0298815333322
485,3,52.04301077935787,37.922662950143476,34.54358869576813,101.64772207690952
486,3,53.32389177869592,38.8258295765792,35.24024656763226,103.96977335565893
487,3,53.69107650860146,39.09114383358149,35.50400671562513,104.68779781118458
488,2,43.20821194717258,31.127048553669468,28.019713041360376,82.16283939528722
489,2,43.136098736320676,31.062493529098482,27.93012879115547,81.96701251964858
490,2,42.645097744223484,30.750230131007743,27.719707848944502,81.20456167010043
491,2,42.6963511380389,30.78119940646774,27.71567530716027,81.30305236203138
492,2,43.00925338192016,30.984293056580317,27.8962114332893,81.77304190287245
493,2,44.360260257822546,31.920084817157257,28.542792516996915,84.11751896653635
494,2,44.25075827287498,31.84634024608507,28.48424862105955,83.90948966370792
495,2,44.26695027214486,31.85099215308111,28.477965052102352,83.92236559034409
496,2,44.06125534531678,31.7072714402715,28.356135849569363,83.5692028521516
497,2,44.211327162133145,31.830290581828223,28.483104441964358,83.90989870092852
498,3,54.04094327455252,39.324681008826786,35.545152966002306,105.33133082424213
499,3,53.82948567842398,39.14931104015201,35.35458709029207,104.76701847543515
500,3,54.29644156840143,39.511509998336024,35.71346911839179,105.83260433063228
501,3,54.17351558693736,39.40314898837307,35.58077583129778,105.48353424854557
502,3,53.893617002427156,39.20800397097129,35.4253403181269,104.97466460782479
503,4,48.29618251763183,35.13006767557945,31.900406207139426,94.39346295183331
504,4,49.39503166374271,35.89736210075706,32.521791592509274,96.30310459777147
505,4,48.0193672789297,34.93845025421258,31.743091978942747,93.93298656774805
506,4,47.33789263267893,34.42505942168862,31.287318882499992,92.45872741108795
507,4,47.86859150729681,34.80975250312865,31.63392463105622,93.50770617297582
508,4,29.149417943065277,20.578912899094504,18.42787770479779,53.590888753414944
509,4,29.127368765179707,20.577059681958392,18.481873365982946,53.63767240216213
510,4,29.135819131000645,20.56987310840442,18.417328474230036,53.559694275669266
511,4,29.128234621531657,20.581841475315457,18.50737836933039,53.67000343140539
512,4,29.0845647628531,20.537272498180673,18.399102295681914,53.4814207491281
513,4,51.752202869182135,37.59054887454427,33.97930023179636,100.55726224828673
514,4,52.11429988591247,37.85687795605228,34.17705807574472,101.32720651376894
515,4,52.97082310610759,38.478756040820016,34.730044586572184,102.99433159741093
516,4,52.09187032126587,37.845133367880585,34.17906070805229,101.28427724260764
517,4,52.55051943054426,38.19428617868004,34.53119114338071,102.2164783950947
518,4,45.01083929186581,32.81983623042217,29.993152834440494,88.60289835485108
519,4,48.323103957420784,35.14566784453628,31.920626996043616,94.4957987505943
520,4,41.972391305218544,30.63487681515621,28.11267665413394,82.93365779785016
521,4,44.999037562789226,32.804713859920746,29.965819689905928,88.55573145785979
522,4,43.466870399531096,31.710966781375394,29.044600024956033,85.70453041041397
523,4,53.886485444785215,39.1904933084604,35.513793873004474,105.0358734204396
524,4,53.96809302831394,39.23375391128814,35.54256812126455,105.08104953371102
525,4,54.28440707477936,39.49701078012152,35.79271219627162,105.80893629051614
526,4,53.66877493680655,39.03484526659962,35.40069365744035,104.508245787451
527,4,53.25496416971916,38.77005945059494,35.20040201243039,103.84806050664233
528,4,30.159347153620605,21.287881540461775,18.99047502522584,55.40622466655976
529,4,29.734019639544556,21.003142955870526,18.823915197448912,54.74563291124036
530,4,29.29643867933366,20.657330025633314,18.390818281201412,53.68811954856674
531,4,29.916294370029494,21.119511013693433,18.861719897806783,55.01496864523544
532,4,30.817985229486464,21.762018424970204,19.376878902797717,56.65664760771207
533,4,29.793939891206026,20.937544654669484,18.058547771129568,53.78119048019159
534,4,29.49496273421711,20.738451045210308,17.8996506854301,53.26972066573708
535,4,29.224910655984207,20.539681746337696,17.722343418230285,52.76605993314917
536,4,29.26129854711355,20.566294800300966,17.74816335647701,52.84702929525934
537,4,29.29761601290591,20.605170540342677,17.792392730426357,52.95099196599148
538,4,30.045081413776796,21.144952787042484,18.22058661678442,54.370767456466105
539,4,30.388888450845176,21.390191982665957,18.444234383778376,55.02282282301559
540,4,30.219208139817276,21.26353407973659,18.315669504065816,54.69295346807776
541,4,30.1834358705585,21.2363907339225,18.293245944183116,54.63309969077557
542,4,30.72131482278504,21.62369733677428,18.636697855516324,55.64805158649542
543,2,44.416734765505616,31.962018380254605,28.585539542039207,84.197727353256
544,2,44.327293278476596,31.8984977958924,28.519944234992142,84.04093787487689
545,2,44.21390979180226,31.826599395668264,28.482116672395907,83.84033391054102
546,2,44.36390677476385,31.940299375720677,28.576003043271548,84.18171394195876
547,2,44.311359604222254,31.903181029276652,28.543967707194238,84.0800816123059
548,7,47.17956645492143,33.85662935489444,29.98825516622546,89.22400162537943
549,7,47.53515883837604,34.11694626985966,30.224446396550714,89.93242358097984
550,7,47.003508746132205,33.75444766357016,29.92861779181905,89.04589192800206
551,7,47.601905429441395,34.19984315719876,30.345043475397556,90.27402750842789
552,7,47.79839976817419,34.36040518377947,30.517319089034597,90.7857353758461
553,4,29.296730288507202,20.862032060709225,19.272064742546874,54.96834122578804
554,4,28.638559616775442,20.383106901132482,18.813132609687777,53.681586349735575
555,4,29.574788254190025,21.089847289070548,19.554051262720574,55.66190542893749
556,4,29.402090964251375,20.930336975959467,19.30377837562905,55.11770627047461
557,4,31.403978933616223,22.404224646901056,20.735563978245565,59.14755989164123
558,7,49.06679496055388,35.236957014797724,31.248509880091962,92.83326530373766
559,7,49.234656001718925,35.36386773781481,31.373023095135988,93.21211082358687
560,7,48.99219542284276,35.17777037139762,31.18908579022361,92.66308134718328
561,7,48.99208009574949,35.177115558180475,31.187697083675815,92.6596715683612
562,7,49.050338814028294,35.22044024363218,31.228327374546872,92.78220456486041
563,2,42.51057029037611,30.589337146857268,27.384644802853863,80.55935607836659
564,2,41.70199150514398,30.023118247879562,26.911849593850754,79.0838966210415
565,2,42.62736021014729,30.673320244276987,27.447504907822676,80.77586950805846
566,2,42.2344259661595,30.39858881329305,27.222472923897513,80.06969072567658
567,2,41.7029348736797,30.02283982758909,26.90586987695285,79.07972155131256
568,3,53.4305568817677,38.87708420882738,35.26351268932612,104.0473941118444
569,3,53.20415629385522,38.72499438761704,35.16797679123977,103.70181061541867
