Sample,red,green,blue,black,N1,N2,N3,N4,Material
3092,50.47332714396698,37.494978567621935,32.87995082897804,96.88222476647178,6.955288397308204,6.8370212664029,6.771379807765702,5.753300472343567,8.0
2021_Aug_31_SR-3501_SN19387Q4__00010.sed,41.94062527719068,30.855466337952002,29.043722446656428,79.97658607480517,5.923421073090123,5.770179547683748,5.704537649496231,4.917926616520844,2.0
718,47.82990999182269,34.85730384687585,32.20090208571986,95.33903722637952,7.0035320863910115,6.816261034614047,7.013259852618354,5.9214421985627546,7.0
1115,57.27334374857874,41.49196036255042,37.54264659980086,109.48556119628218,8.059008723030272,7.702481984313386,7.710380927295859,6.690737969643132,9.0
46,25.291666736309956,19.444523001393232,17.738045199696433,53.27688706335737,3.8744556504096623,3.720237142609774,3.8317908395431868,3.3512919792275064,7.0
2021_Sep_01_SR-3501_SN19387Q4__00709.sed,20.490364684256704,15.118001963373368,14.27553936157601,37.929965344088224,2.7777846626956837,2.6009865124141824,2.551036112901317,2.1770228017446334,6.0
4759,59.458289979406274,43.50003499884855,38.69219839365687,114.36551754050632,8.471747600684674,8.031561355319775,8.000288660228634,7.072129010469779,9.0
341,13.265640845191156,9.508243315661394,8.287929075134322,24.51498938724373,1.7382488620892498,1.7221433613739916,1.7110635357830222,1.4745021805488852,2.0
2021_Aug_30_SR-3501_SN19387Q4__00338.sed,57.165722197976,40.970492594369134,36.87281619286811,105.67787566189752,7.854992360366382,7.357920835556009,7.3137837504937835,6.19411108077698,1.0
2021_Sep_01_SR-3501_SN19387Q4__00644.sed,57.89577380994311,40.938243925804194,37.03542486652453,107.86985405345912,8.097674121883356,7.655309552406905,7.792252861972808,6.576188619955837,5.0
2021_Aug_31_SR-3501_SN19387Q4__00170.sed,49.233857796935396,36.029105991899826,32.67386709580164,91.46932917313855,6.970695035829286,6.653397049391827,6.489099450486895,5.544457760417335,2.0
2540,59.287008226352306,42.31785370032563,38.29942398223238,112.05350897632957,8.481154437716675,8.05802968306358,8.01408294884272,7.0103195495233885,7.0
2021_Sep_01_SR-3501_SN19387Q4__00816.sed,59.0830073862596,43.01179958900117,38.924923320680804,113.99149143341133,8.426457454162339,7.99533126477247,7.971832349441287,6.762062700460356,6.0
1964,58.2358425704762,41.19341361972533,37.19352253733202,108.65565564969602,7.982879256012433,7.643452012287612,7.7320708228927195,6.741053348831837,7.0
4899,37.86030468785691,27.334574755667045,27.1808384860687,77.55110948838661,5.672877179048022,5.687697231424758,5.986273112387767,5.126622629608185,8.0
4223,53.706652183370394,39.94593379697336,35.20773115425569,104.14321406961795,7.726443272903462,7.433545715919211,7.479380611464071,6.416300617900973,7.0
5111,59.704897379417105,42.68662975922265,38.88444260213472,115.1232211191005,8.393129590154484,8.047181757767094,8.073837768709161,6.993265767135595,9.0
2021_Aug_31_SR-3501_SN19387Q4__00354.sed,59.771939661671404,43.351375843238706,39.45470994163021,114.92139223073526,8.598860760477317,8.18734479516329,8.19175096729581,7.127456472895452,0.0
2021_Sep_01_SR-3501_SN19387Q4__00802.sed,59.396908892343234,42.59462061165461,38.86239273806361,113.18834863002868,8.247085650530268,8.054598802480497,8.000909905358931,6.783909396064232,6.0
2021_Sep_01_SR-3501_SN19387Q4__00609.sed,55.37841840180635,40.36248727323482,35.20792259821522,105.92956795133063,7.933631439998933,7.723116446066077,7.514055340633996,6.502219320393727,5.0
aug_6.0_3989555e,58.57348185149508,42.712730684255476,37.79802843346189,111.8033799428228,8.218366032282407,7.788306726787645,7.895938939591319,6.785821106338141,6.0
4914,57.249898235507814,40.928390301718146,37.47792941507975,108.00095514832093,8.023805073576344,7.70694276859254,7.819082729961115,6.673311199449436,2.0
2021_Sep_01_SR-3501_SN19387Q4__00034.sed,61.06626145275981,43.74436162971505,39.219761086518105,113.37968764406028,8.568418426469806,8.293341585400082,8.271979032215668,7.148287620349343,4.0
2021_Sep_01_SR-3501_SN19387Q4__00176.sed,59.270180866012744,43.51041415847866,39.302967054741316,113.25581650893687,8.467683199511018,8.215540249585873,8.201017277496462,7.120292025836286,4.0
5241,50.893174472731275,36.78839745366726,33.74043603230089,96.54043141202851,7.121540259529609,6.883719978139019,6.9748031090778975,5.913467546056081,2.0
4248,52.74049585081435,37.518017155670954,33.7904141512616,100.5758079888444,7.33502235186792,7.14097561751306,7.050233447546367,6.085048385766679,7.0
aug_0.0_f16076ff,58.785192508560435,43.201036360364654,38.974918577096844,116.36972579576762,8.445335807753198,8.1862090237108,8.161118450515964,7.101100175483372,0.0
2021_Sep_01_SR-3501_SN19387Q4__00758.sed,59.09793785124449,42.059647551695626,37.47550015124007,111.07302129640387,8.12196907455703,7.8111910265249085,7.9576294096860405,6.739031642635501,6.0
3574,44.69350511960529,31.846637218375502,28.86506708271505,84.20093688766256,6.248620000287243,5.965044867563959,5.926928318981399,5.175376322010628,8.0
2021_Sep_01_SR-3501_SN19387Q4__00868.sed,51.22153935004034,36.54855766206316,32.47102689603694,94.48226520424952,6.9167691937473466,6.497251232925188,6.590663817359835,5.4202952783130645,6.0
4234,58.920719536832685,42.30684355431611,38.68862839086749,111.81946039873695,8.207760039116407,8.009714407838654,7.924810506365422,6.869650096592554,7.0
828,33.207985986598175,23.688992103627253,21.262243456496858,63.22152334883079,4.5685566248413165,4.492220961865358,4.524794424402819,3.838212230835396,8.0
2021_Aug_30_SR-3501_SN19387Q4__00223.sed,57.7195356498163,41.61048472202984,37.270528269030606,107.18574597223608,8.052145614880535,7.705811799419912,7.522317688123175,6.416871035037268,1.0
2021_Sep_01_SR-3501_SN19387Q4__00556.sed,57.735100980203015,41.318032503239046,37.471060661309124,111.46635374946909,8.212664371123656,7.783515600750649,7.6556486428535875,6.614333596053156,5.0
2021_Aug_30_SR-3501_SN19387Q4__00068.sed,58.28634691606218,41.65711324856296,37.43951943293727,110.60565342471918,8.237365619760585,7.867360666544711,7.771442696253853,6.710304060868786,1.0
2021_Aug_31_SR-3501_SN19387Q4__00045.sed,47.04506890411313,34.09120431292832,32.07545776863645,88.55103396399305,6.518186545553658,6.077014920394121,6.010253420919068,5.109311640282176,2.0
aug_1.0_07ddf4ce,49.759854918957174,36.598482609590356,31.239393877552907,91.544199908852,6.8156574175104465,6.450753875344225,6.455022814052402,5.4192031666870575,1.0
aug_3.0_8c89532d,57.32384380685618,40.96700245519992,37.0749883816152,108.25128939939853,8.10650109280359,7.70506257571933,7.739863988710353,6.8085574059971306,3.0
4646,56.03514375086279,41.07031299847248,36.83585816261895,107.12923865520115,7.897673044973773,7.516908596322935,7.658570885687876,6.493258209830234,2.0
2021_Aug_31_SR-3501_SN19387Q4__00434.sed,60.85445369634834,43.52938113758282,38.8831216290193,115.95620891419571,8.557225137952967,8.202494244439055,8.197029909922989,7.075578640762237,0.0
4809,53.65192284026754,38.68906990157864,36.19358366024223,104.9925485422767,7.641433860801539,7.352147325919176,7.5703564921132624,6.5216865115503575,7.0
3214,58.3775646591699,42.37957723664296,38.86018443450438,111.38041139779023,8.379233810030806,7.92232988059481,7.937721965850454,6.880999527477148,7.0
2021_Aug_30_SR-3501_SN19387Q4__00114.sed,60.39119841297605,42.855935846402886,39.16810619011464,111.40170144742774,8.645807319688208,8.160515241013506,8.183490534334512,6.914066070054794,1.0
2021_Sep_01_SR-3501_SN19387Q4__00069.sed,60.293514623267136,44.01985142471528,38.43151975053902,114.34788778804953,8.507161198875167,8.25000716080526,8.274206195297396,7.170406524998296,4.0
aug_1.0_5e7dc3d2,58.0082055695614,42.51275999325502,37.74765500874438,110.47722471062373,8.273636371016025,7.84509884515481,7.892791222138248,6.72189892222977,1.0
2021_Sep_01_SR-3501_SN19387Q4__00127.sed,58.80341756293084,42.15658448794153,38.481892560203,115.86527440586303,8.478257419824061,8.027999616140386,8.197246620679257,7.114787964446547,4.0
3687,49.11326001201723,36.044438795676115,32.19444208126012,93.090643209982,7.055135802787534,6.671479204032236,6.592133601823912,5.820013188299726,2.0
593,55.115035319025054,39.46673099570815,36.23377107629446,106.80896447550153,7.840903214278945,7.846890614897575,7.823123484892349,6.911333672681581,9.0
2021_Sep_01_SR-3501_SN19387Q4__01031.sed,50.301229644690494,36.37633585476563,33.39658152250199,94.8803060188019,6.9637032960461465,6.480157074550825,6.1857101616101335,5.211954188483087,6.0
aug_0.0_f2cff2fd,60.58157153219162,43.35595246748016,38.750433269352754,114.92448649962468,8.6186034113456,8.147075899539043,8.286019735764464,6.928541747960386,0.0
aug_6.0_3afed662,37.38765405030932,26.48362784507054,22.960868450638074,68.18627344652978,4.951106444980213,4.793497924586322,4.693056494528652,3.9897409174209746,6.0
545,44.24859002786862,31.55392961376204,28.433965197908606,83.84459526173062,6.198124820030884,5.999590918288432,5.941887124251466,5.082152903316168,2.0
3159,57.95171096633562,42.30018338417988,37.72050572843769,108.45306457533283,8.240212970835453,7.875033611400909,7.802994103657363,6.788526280789549,9.0
aug_4.0_54135be0,58.236893045157025,43.316883321968966,39.627337923486294,116.08132529121507,8.377708344830715,8.19586060870401,8.19941835088027,7.026557961571546,4.0
4228,58.252502208091244,42.49580823102429,38.06594677538295,114.00227849958696,8.393842666907245,8.01308970970442,7.75976846883279,6.948896630798542,7.0
2021_Sep_01_SR-3501_SN19387Q4__00504.sed,54.942255227470625,40.03793584600618,36.26092478444415,105.32976017438385,7.625115667267142,7.415256445967614,7.532322773547201,6.547734601213044,5.0
2021_Aug_31_SR-3501_SN19387Q4__00516.sed,58.64869544894659,42.29392114858918,37.57385496677003,112.78520714191744,8.268038652211295,7.937564903783931,8.008817654048366,6.877471500818576,3.0
aug_6.0_4cb46793,56.26178703372527,40.548463441410675,36.30428475875227,104.017679657073,7.828455046430798,7.306387943749315,7.23104850953177,6.3130808403077525,6.0
2313,59.419329764496375,42.444231163058554,38.41522568515212,114.70260371351395,8.36184601539206,8.123712807511973,8.147459142842497,7.014687973280281,7.0
763,55.08707741178201,38.88193915859446,35.86197691455432,105.56606617865458,7.703080017755598,7.579988778621078,7.526392609573519,6.6043966840214665,7.0
2021_Sep_01_SR-3501_SN19387Q4__00438.sed,58.324230101738294,42.08238118542168,37.36144853369505,111.13964144781767,8.224490201543432,7.899905692771969,7.889325996195823,6.7706168980619,5.0
4413,58.009539280201444,40.94247156085276,37.982849220956076,111.39715752265661,8.208625198267669,7.801160124211767,7.989810051655785,6.86436716964954,2.0
aug_6.0_c02a678f,53.45878137793509,37.629392135937664,34.72389993385066,98.31402126449791,7.176567920157553,6.872621658162591,6.792236720902379,5.791773607976233,6.0
aug_0.0_16c4a1c7,60.53768915492934,43.28656435842512,39.65979918109963,113.53878786328035,8.621836737719052,8.18460338288159,8.190381285429872,7.153208499978746,0.0
2021_Sep_03_SR-3501_SN19387Q4__00183.sed,59.43813951520198,44.36171934491452,39.61976612206599,116.07071079708926,8.453436157596768,8.379694320123072,8.298696287838412,7.098802544395495,0.0
4283,52.144733609403914,37.59760806567147,34.27741889589769,99.25625424764188,7.5460729691930934,7.148792224114925,7.051470760102017,5.972575169464896,7.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,58.97403100802622,42.253547609263016,38.11866364761015,113.4084168874414,8.25502182260571,7.934158869943547,7.946126128431738,6.808273037806876,1.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,45.613717565359664,33.801337357262575,31.174292093052525,86.24566012793282,6.25703643943677,5.909288809254368,5.832199128545671,5.150183376030404,2.0
3732,49.22239766836513,35.91746326290329,32.14933152958737,96.9252169467349,7.042669612217031,6.740780675955996,6.675616528837818,5.6922727326139215,7.0
aug_1.0_f7274b82,56.96007295247786,42.366464064864736,38.14555234391848,110.12930085902532,8.203883364097258,7.834057436348961,7.92455822497867,6.7436113879337025,1.0
3628,43.478730318460855,30.90418705880404,28.11959978730317,82.37549532364751,6.059768785288582,5.834288421130556,5.830162268448532,5.007971817099586,8.0
2021_Sep_01_SR-3501_SN19387Q4__00590.sed,58.96569583798567,42.8566692668424,38.02520267568172,111.69182179567653,8.374604646068128,8.038467977390855,8.067384823085787,6.809853978965631,5.0
1351,52.54004821537587,37.69953181455084,34.7384754548725,99.25140359418995,7.390590714842286,7.03901532009407,7.000975845979236,6.038818127847261,8.0
5302,50.303274505344646,35.85708492294401,31.99107892975135,96.31763130672452,7.024060123746141,6.962567954744933,6.864637330483897,6.092047616858645,7.0
2021_Aug_31_SR-3501_SN19387Q4__00730.sed,57.44153219891749,40.886676984077106,37.66327930262857,110.05575739871477,8.148658963495023,7.843349182063238,7.7810637237294635,6.692338830842443,3.0
aug_1.0_54e7fe87,37.83352131844947,27.89826291198798,24.128765440818274,68.34755145526283,4.926287169856481,4.79709414013055,4.6259241993191615,3.8675067835491324,1.0
2484,54.408493942383885,39.62909088925208,35.81906293755257,101.22971241059301,7.615717910223827,7.106899136232091,7.287682513741186,6.286365911968185,8.0
1281,59.01938171900229,43.138787221833304,39.02753876084651,116.33179675302782,8.318803932139287,8.089623844729521,8.07682129242168,7.109644425141378,9.0
4649,57.65850988744113,41.83111527564675,37.058967001461916,108.48437944270717,8.20081279765974,7.715673977023942,7.788242393230042,6.750248328371317,2.0
2411,53.756768169485674,40.388555587133546,35.89142135934327,105.32105361512502,7.889639448651304,7.458403826217512,7.576676335562832,6.433747439999879,9.0
1446,53.831064755941576,40.224477682064794,36.405208588145506,104.80772961663283,7.865333581133863,7.522244894856121,7.64354811807827,6.54661662634801,7.0
2021_Aug_31_SR-3501_SN19387Q4__00787.sed,58.789888476950274,42.51307841105246,38.264657226829485,110.34340540062776,8.22122985809733,7.957307604548473,7.889925350273705,6.871892895201252,3.0
aug_3.0_9a36e3c4,57.04238902637138,41.12835439230246,36.989915273927345,111.27790899585699,8.072512862058069,7.940175937730006,7.683047481384744,6.664979287876738,3.0
3005,38.42311345608307,27.76570752558522,27.312409359989154,77.283814487134,5.66289829287556,5.711089358001796,5.974838346098709,5.108231086921374,8.0
2021_Aug_31_SR-3501_SN19387Q4__00147.sed,43.91366009405084,33.40843496075319,30.94997774388155,87.69479263329858,6.34192309678624,6.067876470438542,6.000790848161625,5.21753824317704,2.0
2021_Sep_01_SR-3501_SN19387Q4__00804.sed,58.80019609086623,42.481590109001445,37.93029069072604,112.68144556283791,8.510744159488855,7.8549144212612365,8.03851204541827,6.854958169870733,6.0
3491,58.30983482286374,43.13364860613653,38.22354134289208,111.64145534517313,8.306585512669846,8.121669075599494,8.078969349827837,6.960338845255851,7.0
2021_Aug_31_SR-3501_SN19387Q4__00155.sed,45.83355481593588,34.67958922636922,31.25652334639245,91.27204567465208,6.5716625506233095,6.195176337247395,6.184699546166572,5.281524768614603,2.0
aug_0.0_2f83bbbe,59.70970226879987,43.1903334002655,38.93285633001189,115.12612231041365,8.50454040370599,8.102583473706657,8.212357439317755,7.089558831955813,0.0
aug_0.0_9cab7c96,59.37058215974963,43.47983763874129,39.62221959598059,112.8357991055273,8.564298596895132,8.419068130934221,8.163818135887386,7.0380484198228395,0.0
722,51.40230982642123,37.23336932931181,34.533912240673686,101.27763146216232,7.48881932365267,7.103813106815997,7.288222069967261,6.517628275609993,9.0
aug_4.0_18758e49,59.78213305296081,43.43556217791683,39.05868417734827,112.01454544270737,8.500566972666443,8.346588082457762,8.077901898473364,7.123104217303831,4.0
aug_0.0_5be8a2c7,58.71263166453469,43.16224085474142,39.05713602519556,113.34207717743537,8.421677224654182,8.141493137361817,8.147248842042641,6.945862185042277,0.0
2021_Sep_01_SR-3501_SN19387Q4__00741.sed,58.31096509682993,41.963750266595774,37.98115473836883,108.84794641294086,8.148788830907003,7.849201065755636,7.983174237276743,6.749219686137896,6.0
4785,52.76233736499064,39.01139487414957,35.82922816663115,104.56356693479894,7.680075061547769,7.4811325434273614,7.501412685835031,6.46602316865509,7.0
5303,57.78410223808053,42.408183560899005,39.19038864296337,109.49022875559527,8.433429544864689,8.192419793596244,7.883367277601889,6.993998593294225,7.0
aug_5.0_38e231a2,58.20028287137133,43.247979109340626,38.187719509627215,110.44030007998973,8.44773568507683,7.976837690448152,7.999396281477672,6.875186688759284,5.0
2021_Aug_31_SR-3501_SN19387Q4__00179.sed,51.01155872211899,36.97495837643234,33.59475943498132,94.72294873209405,7.096529580955675,6.729314530202798,6.694976492471563,5.624979622926391,2.0
aug_3.0_752daa65,56.857596819699175,41.0080251696333,37.62138800439225,110.29021227287117,8.07266257301937,7.954589794257665,7.77876003407991,6.74320198751515,3.0
4768,58.05471452783987,42.60036633166014,38.19261710746884,113.81475018456125,8.333701339179903,8.099877376830657,8.190826337880681,7.0511054465522625,9.0
2021_Aug_31_SR-3501_SN19387Q4__00639.sed,58.56733741778429,41.851754495059104,38.475811013913614,112.75185381581689,8.345329438622107,8.131129644865597,7.974879714217368,6.8609805817496445,3.0
2021_Sep_01_SR-3501_SN19387Q4__00518.sed,56.37446798877886,40.98185126844293,35.92477919780886,105.28337030852379,8.0457032146657,7.701145795853173,7.570524073165716,6.681449032949727,5.0
781,48.526977267659966,35.52669744888436,32.28086183828745,96.02265366734233,7.089147560404429,6.8359684116093415,7.06427189041264,6.0712962060548215,2.0
2021_Sep_01_SR-3501_SN19387Q4__00777.sed,57.209062365879426,42.01051823616759,37.72334459616789,113.83356521055924,8.348109802838168,7.980718656311786,7.972826644111277,6.9408106767097815,6.0
928,47.10348487065192,34.179670949893065,30.988730630870347,90.44469939539445,6.759414798924255,6.466090158511275,6.523129386092171,5.582624176980876,2.0
4103,58.08538257451791,42.31475873130859,37.565835043779074,111.42037894604104,8.199298122669163,7.89778323979056,7.676446951142525,6.807798859262702,7.0
2086,48.710989986748636,34.97382687750256,33.209742746126516,94.16104847181836,6.871907691236146,6.8137724890629405,6.968693867696082,5.873763194876125,8.0
4038,58.00096073759492,41.48819183120297,38.50641900058733,112.0816298318094,8.301108240313685,8.228009614720532,8.127949711022662,7.022451703400457,9.0
aug_3.0_a662bad7,58.95827633634747,42.203899032635924,38.701884203538604,112.34098542287275,8.38428406442958,7.873402363446049,8.029960682368106,6.819660280149566,3.0
5305,57.901387663281014,42.48157836786061,36.8864231645414,113.56057253269003,8.361367488204026,7.993596656866357,7.952401394588566,7.0050233487858335,7.0
4928,50.269414938335984,36.933079499354,33.789533461356946,99.24351910772104,7.394914844662833,7.130990086072703,7.36883742187202,6.377698671592384,2.0
4709,51.9507841882769,37.60298834491294,33.03587746999423,97.08505903203708,7.086997188114309,6.931009711276387,6.822207360679547,5.776616859426448,8.0
4662,57.23523259577803,41.20612792754007,36.9603435132568,107.49472081274827,8.116011225243348,7.7800129052156395,7.699925559237016,6.514120992600791,7.0
4151,58.765259264204545,42.904247116444644,39.2637206437803,112.35288522940716,8.31233614462831,7.988297918407792,8.002700573234426,6.938275337895181,7.0
3565,59.2626270142506,42.76294392752475,38.43102622018864,113.5666059339692,8.622722461317593,8.1242998756698,8.155706312794612,6.909561783860213,7.0
2021_Aug_30_SR-3501_SN19387Q4__00142.sed,47.67821626732875,33.95602202247847,29.92180169935851,88.26092915766394,6.342037566728802,6.1062975036306,6.028260552959585,5.0742651282895785,1.0
1494,56.938350625342004,42.102948168580824,37.942925724859535,110.34180228896705,8.217484543980609,8.08124228572517,8.036014772121202,6.994461615689843,2.0
4079,60.2520727780844,43.14602829571487,38.58333225708692,114.1264566090919,8.547700657198565,8.185641995720122,8.225782879836766,7.118751930962038,9.0
3519,57.67360567662094,43.73188543907486,38.720538575203996,114.66980817033028,8.43431956762329,8.10196195393499,8.203290780988095,7.096805522640191,9.0
2468,55.76083922682025,40.27614193904707,36.00578196381801,105.4077754842538,7.869624783489885,7.571890417044355,7.6908614989545585,6.568177844452691,9.0
1248,54.2173742792146,38.69928980110985,35.22458777669344,101.02900221588519,7.408108506389326,7.293901800182798,7.261875429745254,6.247614620142377,8.0
2021_Aug_31_SR-3501_SN19387Q4__00742.sed,57.225279808750194,41.64149094020446,37.429861602707554,111.27308861435162,8.198087044915779,7.904053879987605,7.8989432523763465,6.770903080878817,3.0
4801,57.732785499101965,41.691919278579626,37.629055502031235,110.39537890474918,8.296281359621922,7.887286145237987,7.96268246868449,6.877142830733071,7.0
2013,54.67634859823113,39.18090650603974,36.509574881357345,105.62455202052521,7.94430050539703,7.695647729057487,7.698321485916211,6.5072120673350415,7.0
1046,58.06508312503725,42.471028581759604,38.187381165988725,110.56242086565275,8.21661834081084,7.984647222272459,7.800190062452656,6.863471313065493,2.0
1328,47.419619749933375,33.682849260141545,30.750175378408116,89.6911893619291,6.694451782905624,6.390978272649421,6.348683958787118,5.467829456529844,2.0
2212,57.46468284895677,42.04376001709028,37.801232555430246,110.92806228543279,8.200092356647822,7.8598316001249335,7.962564289412509,6.9118334139900135,2.0
2021_Sep_01_SR-3501_SN19387Q4__00527.sed,56.72352790497367,40.42170265741915,36.4908224163745,107.64772777288738,8.050275285812663,7.6886462041284185,7.6899460959719494,6.6490055701688515,5.0
2021_Sep_01_SR-3501_SN19387Q4__00494.sed,54.177003184561805,40.48673349376507,36.07523868377526,104.7266728614352,7.983778704512144,7.6254430916742475,7.391104607034744,6.449700219014282,5.0
350,36.51832578976711,27.3083737119778,25.657492094265848,70.04223354844183,5.352719134369623,5.129725669761376,5.10390431729755,4.43017875232525,2.0
