Sample,red,green,blue,black,Material
2021_Aug_31_SR-3501_SN19387Q4__00187.sed,52.2694746610366,37.484116300006015,34.807392837049726,97.17079296891394,2.0
2021_Aug_31_SR-3501_SN19387Q4__00193.sed,53.51902784822079,38.58245450191085,35.39220837885449,99.95604517463745,2.0
2021_Aug_31_SR-3501_SN19387Q4__00805.sed,58.45004572510814,42.6155446664894,38.947992322175864,114.2257569404108,3.0
2021_Sep_01_SR-3501_SN19387Q4__00492.sed,55.140356297972616,39.500704762553724,35.89772705823525,105.41400644415334,5.0
2021_Aug_31_SR-3501_SN19387Q4__00144.sed,44.34852055196053,33.29178077111697,30.610833148641426,84.54621421401966,2.0
2021_Aug_31_SR-3501_SN19387Q4__00622.sed,58.93255308282407,42.56435569575864,38.38794600262863,112.8682580979743,3.0
2021_Sep_01_SR-3501_SN19387Q4__00479.sed,58.683462481302975,42.81900229174757,38.68383579688018,110.21412181126706,5.0
2021_Aug_30_SR-3501_SN19387Q4__00348.sed,58.03169546914979,42.1072389947884,37.82737465149944,110.58367296733914,1.0
2021_Aug_31_SR-3501_SN19387Q4__00636.sed,58.29071085546734,41.81284129696076,38.52341233837036,112.34513162334265,3.0
2021_Aug_31_SR-3501_SN19387Q4__00150.sed,46.10969163142076,33.49469797385585,30.631576531878228,85.5184253585569,2.0
2021_Sep_01_SR-3501_SN19387Q4__01015.sed,47.214274853131414,33.83017578501661,31.149297844960763,86.18860918995927,6.0
2021_Sep_01_SR-3501_SN19387Q4__00323.sed,59.87721602855752,43.82919141611592,39.66452788015198,114.58043216565721,4.0
2021_Aug_31_SR-3501_SN19387Q4__00178.sed,51.40205274288949,37.27908646462343,34.13305677067596,95.62991429397461,2.0
2021_Sep_01_SR-3501_SN19387Q4__00445.sed,56.93565400831847,41.9524851402478,36.79018129724914,109.97935582062117,5.0
2021_Sep_01_SR-3501_SN19387Q4__00451.sed,59.04306186779021,42.07994026188387,38.990433285900956,111.32148578247829,5.0
2021_Sep_01_SR-3501_SN19387Q4__00337.sed,60.005341266583436,43.0701598961334,38.81911348939654,113.9925174472181,4.0
2021_Sep_01_SR-3501_SN19387Q4__01029.sed,48.44743942125989,35.83312286885809,32.5585302517083,91.3457555618336,6.0
2021_Sep_01_SR-3501_SN19387Q4__00860.sed,50.221538785146734,36.25412898254036,32.01093225581299,90.45408256137176,6.0
2021_Aug_31_SR-3501_SN19387Q4__00385.sed,59.9777327851169,43.34290426119948,39.077993911023654,114.58850990469891,0.0
2021_Aug_31_SR-3501_SN19387Q4__00391.sed,60.98129069267372,43.278087328847256,39.467348680834476,115.46731594489297,0.0
2021_Aug_30_SR-3501_SN19387Q4__00189.sed,54.30713919201821,38.95784982270392,35.36377114779415,101.46709978136978,1.0
2021_Sep_01_SR-3501_SN19387Q4__00874.sed,51.9215774123832,37.70200613213448,33.597722607503336,95.60546875108902,6.0
2021_Sep_01_SR-3501_SN19387Q4__00684.sed,58.04898889175323,42.93996737906656,38.47995278056967,112.31177737351223,5.0
