Sample,E12,R,G,B,G1,G2,G3,G4,G5,G6,Material
aug_mixup_2.0_370667,100.74900923289073,7.548096912334266,4.8791966992614,3.4856631058956022,6.5839624401225985,6.842151484476437,6.861660515210833,6.974290764177215,7.156971125888106,6.973097633200856,2.0
773,91.55981494208487,7.210487909272177,5.065353320496843,3.719503561235385,6.935915527231365,6.82251480462509,6.557164526560818,6.448974454669965,6.477973823107561,6.51949638514258,8.0
198,99.2224453169782,7.431078004473829,4.85802213213705,3.4539628245962266,6.519281134245753,6.769801033916655,6.821211381167918,6.904670290479743,7.057930796594022,6.870824415526272,9.0
5257,130.4070739351104,9.60508984135917,6.3412548584617605,4.574823747356598,8.485169236019331,8.800251491580868,8.878082375150647,9.054787630420913,9.322903254233964,9.041607468389543,2.0
aug_mixup_5.0_581265,61.175752896135904,4.525249805014918,3.0554687603079507,2.219833721195669,4.064807020145165,4.220067386494966,4.225189366561958,4.275790740422455,4.3762874326079615,4.256468034624142,5.0
4212,122.68858788413439,8.988061491616342,5.834447644123418,4.2017784943421566,7.878037299412825,8.206531445493992,8.292863859672885,8.447594994787005,8.7199311703698,8.405589044168131,8.0
aug_mixup_3.0_620382,132.05364359664617,9.708468413382786,6.40677722630476,4.633914533916534,8.567687665406186,8.895482061873487,8.983878926047051,9.164849899949925,9.4483192433478,9.150082671980595,3.0
217,70.90036646373615,5.299518140899538,3.604509965284406,2.6029955750422458,4.77360174119414,4.935498719996105,4.933564134626327,4.9848386876444675,5.094357059168478,4.973123925442447,5.0
aug_mixup_1.0_206328,120.63428347397692,8.71743588451996,5.527796993412133,4.048076093944866,7.52106483435951,7.893416965377211,8.039685059999298,8.213529317908307,8.569585908448515,8.161973791571107,1.0
2021_Sep_01_SR-3501_SN19387Q4__00495.sed,124.16131108609699,9.217252235429322,6.049218506530371,4.362337873805035,8.127338428911848,8.393404400935145,8.454154542872235,8.608710451289285,8.859675635622704,8.633179951867264,5.0
aug_mixup_6.0_169879,105.54069150249569,7.796411171380235,4.772218894770913,3.381249126041766,6.618058360554448,6.923310361763827,7.010084230576373,7.145726128992466,7.375737648830838,7.095917907068057,6.0
2021_Aug_31_SR-3501_SN19387Q4__00733.sed,129.88957165182762,9.54680975188958,6.312670007820369,4.560603595540455,8.447379453975609,8.764112142945208,8.842701102227572,9.013598924268331,9.284125144963646,8.998077948905612,3.0
2021_Sep_01_SR-3501_SN19387Q4__01058.sed,126.73682572962548,9.246459077944401,5.898913895482429,4.355063457082878,8.004595175693414,8.352155416952991,8.468811500791656,8.665104463332518,9.019164745536695,8.69195838132341,6.0
2021_Sep_01_SR-3501_SN19387Q4__00839.sed,101.70395755661697,7.561608950711423,4.578490995134399,3.2223726769134866,6.369266316861673,6.665115197270456,6.745759325525247,6.883088015760233,7.091077605566283,6.836498660225619,6.0
2021_Sep_01_SR-3501_SN19387Q4__00020.sed,132.340229469906,9.783712454338826,6.503125734354281,4.693534960576064,8.658213606064978,8.96626867098248,9.042335053784075,9.227727847112682,9.497129510605697,9.2313794802545,0.0
aug_3.0_f6b13e2b,130.37207835044438,9.584748359420722,6.340718472763058,4.580202019663382,8.481031335005449,8.798704347972715,8.87817764126061,9.050600566649049,9.321028903967516,9.034805647846706,3.0
2839,131.16322748469514,9.669771905374853,6.39949652297603,4.632746747222677,8.578485656085869,8.875091470739665,8.937805642029295,9.107530598335664,9.370550328174794,9.099753267614737,7.0
1998,131.0361888712785,9.659108494532799,6.39486902977951,4.631973805126464,8.57380795390519,8.868040973345872,8.92930774386881,9.098458629016443,9.360766692409314,9.091006777540063,7.0
2268,134.75570923085056,9.94540647017432,6.6031361102351065,4.768426496434021,8.807058163494213,9.123697728583188,9.199840437687921,9.38508600392268,9.655436641872415,9.37978791261453,9.0
5242,108.34587099724206,7.993856941903509,5.240808057102745,3.781190237767044,7.031432187296455,7.300784179077058,7.367063080073637,7.509877168709679,7.727045093364378,7.501115462312526,2.0
2021_Aug_31_SR-3501_SN19387Q4__00267.sed,104.9221825139744,7.408840570113069,4.895756373312594,3.6238946740244273,6.677495034671978,6.968122230805042,7.031822524255057,7.120872440875954,7.398751649024337,7.070265072334957,2.0
aug_0.0_59955fbd,135.09772456415274,9.971113592724004,6.6223543625333665,4.781349275446378,8.827538723808086,9.14617130562558,9.223914593583622,9.410792116269718,9.683227186241062,9.40774069118439,0.0
5089,128.70365268780895,9.490725488911334,6.296100817688721,4.55039513693275,8.400391421839833,8.705424748715402,8.784552427309428,8.957722744128453,9.217635513625902,8.95432308641357,9.0
2021_Aug_30_SR-3501_SN19387Q4__00334.sed,123.29613947710939,8.954097542465265,5.694640563075278,4.171344201175636,7.7339158810842,8.095974469975761,8.232893084995439,8.417327501907435,8.770746691528363,8.385449540656001,1.0
4771,133.8501074909825,9.869318611447348,6.540519091460004,4.723630423404907,8.728575360795979,9.048820778365446,9.128859243818654,9.31312404503841,9.586848131770076,9.306510990473726,9.0
aug_0.0_f8d74dc1,135.024773608586,9.969680811820007,6.622035117770325,4.780894933382257,8.825399456585842,9.14251385745632,9.220183587483731,9.407978688276016,9.679817467697958,9.406219297206,0.0
aug_3.0_2b89533b,130.7444993497576,9.597351259184757,6.331460419498046,4.5786834028010714,8.47371152263469,8.803208997271224,8.891333973628269,9.0652833870601,9.347295035521967,9.044433650940114,3.0
3762,67.908190357243,5.034967109657329,3.0444533131566507,2.1217494429547976,4.262779347831481,4.473068130375935,4.533339682408474,4.588875190050221,4.695831091259475,4.502545608036181,8.0
4446,130.71377671551357,9.632510700051563,6.358209267541595,4.585414907838701,8.507446023576696,8.822610297569943,8.899879212607091,9.076925100382748,9.3452557401858,9.065449171289355,2.0
aug_0.0_2517a490,135.197813857518,9.97896261804318,6.621387699011509,4.781297539547657,8.828092149237882,9.148296343668175,9.227824748109963,9.415971966133071,9.6896482926978,9.412769196526405,0.0
2995,116.44851128421749,8.509543995795362,5.621128232883136,4.1213287894639725,7.69024433862146,7.9072281354094915,7.904775634959126,7.982062944901648,8.217764614379607,7.949610642495095,8.0
aug_0.0_0603d0eb,135.06706836272738,9.970936780928794,6.623105117214403,4.781790372433808,8.827716696196898,9.144949071495613,9.222571593544192,9.40996567900298,9.682107331204776,9.407783773070248,0.0
2021_Aug_30_SR-3501_SN19387Q4__00301.sed,109.46084132164339,7.792730433729577,4.918195123863366,3.5837227383942496,6.7538069225552455,7.136903315485267,7.269222181267187,7.378590999580123,7.711241820677589,7.272832160599174,1.0
