Sample,E12,R,G,B,G1,G2,G3,G4,G5,G6,Material
5383,119.21704735711103,8.811869240638668,5.799193213527135,4.172546910613615,7.760348692896893,8.049132615058303,8.121995836285071,8.281886650895828,8.521280218944206,8.273904030026195,7.0
870,68.01248911571042,5.02658683893516,3.050155879028775,2.1299067040232087,4.270053031235955,4.479790799744265,4.539425300529299,4.59620300647779,4.702286525827097,4.505208774938097,8.0
2021_Sep_01_SR-3501_SN19387Q4__00500.sed,124.2043166386311,9.213354345347936,6.045624964197147,4.36010506266122,8.128122293280152,8.393182035529998,8.453597303696013,8.606856059284995,8.858846906171033,8.629707403917632,5.0
3088,109.5469984820052,7.979267407817906,5.107283330726082,3.6632305464566426,6.97934060137044,7.2818128898774495,7.358673673920688,7.479435619742334,7.716124628376043,7.410004443676855,8.0
2021_Aug_30_SR-3501_SN19387Q4__00329.sed,121.54874201365669,8.797887005866535,5.581380744826773,4.088603360781613,7.591128805731907,7.9597494768468415,8.10389569825042,8.281918567767228,8.639416600927298,8.235271579898015,1.0
aug_mixup_9.0_805510,134.61958509369424,9.931974464258367,6.591668041048062,4.760480981095368,8.790361204164745,9.109331440813481,9.187954132244823,9.37395673694585,9.646031676522135,9.369420955663019,9.0
2021_Aug_31_SR-3501_SN19387Q4__00796.sed,132.7124263341344,9.770052497199092,6.419748500097473,4.651485171775844,8.59462233151429,8.92257066673491,9.013826858709859,9.202898665037617,9.495035627818623,9.199712008170623,3.0
aug_0.0_87afed26,135.0947134825182,9.97094932069899,6.622187019137306,4.7811257536402945,8.82731290709841,9.145968376549696,9.223753247041092,9.410577705678241,9.682994195481498,9.40749334570765,0.0
4354,134.44713998679066,9.918215231433251,6.584280291481871,4.756044841980005,8.780843643674297,9.098315413373962,9.176318077321161,9.362056317035401,9.633350622938618,9.35785728689627,9.0
2021_Aug_31_SR-3501_SN19387Q4__00044.sed,105.09152202888913,7.349320334757715,4.770718095454761,3.574505814634492,6.559944506441728,6.8956707613714805,6.9822704733699865,7.070554171524902,7.3733496667988305,7.00440604855027,2.0
4935,114.51128938726822,8.63719327839593,5.8624893485420095,4.275759002426412,7.931132545650282,8.058653048208686,7.945228543944987,7.9864732169796495,8.141297500463716,8.00859927729196,2.0
aug_4.0_9c9ae732,132.73722536630197,9.810643042412554,6.525071786854234,4.708078328403456,8.684688972032838,8.997477331595693,9.073054805523096,9.257515687247817,9.524839066616545,9.256967439057169,4.0
aug_mixup_9.0_399335,106.64122203951217,7.942608881789829,5.229492733674779,3.7633579963714174,7.0127514745636,7.271475987635573,7.320593659455525,7.420908340276152,7.5961150082139905,7.394975631775974,9.0
2880,132.46731877887584,9.765338790295925,6.459879697360128,4.669821374370076,8.651357583727274,8.958975947331492,9.026647090710691,9.198510015910392,9.471017587955066,9.187673191289502,7.0
2021_Sep_01_SR-3501_SN19387Q4__00852.sed,107.82274080681364,7.935853795331278,4.8874286400182445,3.475734192450946,6.766156614686624,7.076841037026009,7.167203201938573,7.301899792606648,7.544900549095447,7.250117813613072,6.0
3730,113.17084140900003,8.395222483003437,5.377368811762825,3.8285963120155904,7.282349353722632,7.571726567987756,7.644768202775349,7.7980768304868135,8.027095516107506,7.778124134031018,7.0
aug_mixup_8.0_775632,122.0015759977082,8.968849564754667,5.859599240161453,4.221115267639598,7.893952969425822,8.195256300921844,8.270374048257713,8.42982566481399,8.68190204291208,8.401243486825805,8.0
1022,120.75530037134321,8.917289111793638,5.854204956837151,4.216617633828321,7.843785541394736,8.14405239539892,8.21431428299079,8.381059450406909,8.621422676133786,8.368208993060328,2.0
5342,121.62199302536004,8.944961265450246,5.8471585737215435,4.213285187661249,7.875964219646,8.17191894420652,8.246792097296288,8.408785013490924,8.655345317215502,8.380088429288763,8.0
aug_mixup_9.0_974504,125.79127944247298,9.355724756015464,6.265836338437021,4.532503938471081,8.371377868223423,8.617113327524113,8.640694727928524,8.78130622752546,9.012003755113879,8.788347198440785,9.0
2021_Aug_30_SR-3501_SN19387Q4__00214.sed,127.27675066604397,9.329744428162114,5.9954528740658315,4.361124258809467,8.101462543277664,8.446426698856346,8.560590361992096,8.745547692250682,9.069357623314673,8.731917789878239,1.0
3087,109.56330832379183,7.979501589155325,5.107664882699321,3.6644048789512755,6.980206478991142,7.282775279572897,7.3593826862546585,7.480106718579327,7.717067115999276,7.410726464957266,8.0
4043,134.639344041946,9.936306337817461,6.5966739964414165,4.76452305397031,8.79843263655501,9.115102123644164,9.191540275890505,9.376651473866517,9.647189544729448,9.37154119147813,9.0
1557,134.89193151861585,9.95440280150725,6.610221205205399,4.773444494405534,8.815556761601524,9.133078772726957,9.209297081494022,9.394565516353218,9.665815299280448,9.389422967337996,9.0
1959,128.73737976431724,9.512239416802428,6.24633918080768,4.490713940732906,8.37015278546754,8.680196338151715,8.758554422798632,8.935380136190414,9.194514498845354,8.924445079933179,7.0
2021_Aug_31_SR-3501_SN19387Q4__00221.sed,125.99807474716857,9.126228974103824,5.884797991250033,4.338572870027702,7.9547374772522765,8.308372972760447,8.435239997899636,8.630003450472072,8.984432498233003,8.620984625801295,2.0
aug_3.0_1c0c6709,129.09067375028832,9.520935527922498,6.309418499209218,4.555222332969627,8.425663231393976,8.728898091010011,8.8043862143691,8.982052060981117,9.241316006826871,8.97493918878143,3.0
aug_mixup_5.0_924574,128.4918953681861,9.44254728743091,6.181563003527002,4.472231768672232,8.311673426153186,8.632062133962993,8.71957191931609,8.875349846508396,9.163294704699439,8.862672848861799,5.0
2021_Sep_01_SR-3501_SN19387Q4__00226.sed,134.88176458981653,9.947835719056052,6.601555178547702,4.766547674000075,8.801322160522496,9.123836408796386,9.205292076626327,9.392384319131569,9.666940596233335,9.384786341789177,4.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,132.9298997732311,9.8203542565405,6.435962254345032,4.648937365627095,8.621896994125642,8.94688277526365,9.034044104109697,9.220366435926922,9.505450276408682,9.22014351223806,1.0
aug_1.0_c29669f6,122.50385825812785,8.92271980586249,5.68801531306235,4.1304189233615665,7.716128423827658,8.080518466294475,8.208428950402286,8.37565647505161,8.703560666531029,8.32960575888953,1.0
2021_Sep_01_SR-3501_SN19387Q4__00867.sed,112.77049748370325,8.26383575176299,5.163595441595513,3.6952181819654046,7.095559188485874,7.426321679701829,7.525330620858949,7.663164490270271,7.928687904072056,7.609536844160312,6.0
3535,124.43652181431085,9.182988386479417,6.0900494815851305,4.398912136214697,8.125100980570272,8.418660140834085,8.494713608012034,8.661842942354886,8.913436391730169,8.66123225527118,9.0
2021_Sep_01_SR-3501_SN19387Q4__00402.sed,128.18140619557198,9.449651825984809,6.210646666992793,4.477900398216049,8.330131672822137,8.641426721776682,8.719189659370496,8.885810435814319,9.147008504340398,8.874615410558143,5.0
aug_0.0_e8471688,135.0821540355086,9.970668909267644,6.6225404746815,4.781420883984163,8.827522015287048,9.145505888694434,9.223187616807797,9.410249968425454,9.68244902439735,9.40745391590016,0.0
871,68.0023066293326,5.025275335979692,3.0496803628465723,2.130326927081083,4.269482894029675,4.4792143268180835,4.538713879618912,4.595353108607476,4.701502922276404,4.504539835461312,8.0
2021_Aug_31_SR-3501_SN19387Q4__00416.sed,135.1541753214491,9.973812051283296,6.621461616833206,4.780963287034651,8.826993783438656,9.147332074375143,9.226553976721831,9.413574860319711,9.686836752289107,9.409432568861645,0.0
5130,133.77558325883422,9.866418580161525,6.545643527229006,4.727605025776245,8.732498768429094,9.049075511503382,9.127490071922537,9.312148693223921,9.583349737572583,9.30693564072873,9.0
2102,90.57062524969953,6.940323704972941,4.75084981428906,3.5474473830789375,6.589095683167308,6.53950314618875,6.352065466433423,6.272439585285742,6.3469794185803625,6.3244800281773035,8.0
2021_Sep_01_SR-3501_SN19387Q4__00352.sed,135.10415421202504,9.97080745451836,6.612955763725082,4.7758456616104406,8.818148700629607,9.139167688205983,9.21936798935766,9.407923310682676,9.682287733332798,9.40439437644856,4.0
1307,129.90319161115798,9.58523882617814,6.332219923032428,4.565322061758589,8.467410704766369,8.774877601690292,8.85022665950891,9.029090489160309,9.291674015043501,9.021341526368996,2.0
3982,104.66336618972935,7.678942005937909,5.031624305155705,3.6808504563871334,6.902979468619339,7.079755494639921,7.086745103665174,7.175171857686562,7.374566584056339,7.154935638873745,8.0
aug_5.0_2a10422b,129.93741404252125,9.557096703921207,6.274565444607193,4.531659403115254,8.412262457076872,8.743083005785918,8.83177667477647,8.999867405001169,9.277181773464136,8.980748984055406,5.0
1408,131.40621257810537,9.686465863651105,6.4047397330625575,4.62856357160078,8.578962100307516,8.883958846381839,8.952297674389541,9.124504523396602,9.391466339691576,9.114858402195528,7.0
2021_Aug_31_SR-3501_SN19387Q4__00576.sed,129.48747059099946,9.55668041338752,6.330660922419053,4.569569272964173,8.449666313247029,8.756454986094337,8.833314477156845,9.01247733177996,9.272303308606155,9.007165435920676,3.0
aug_0.0_614f2aa8,132.93790693228837,9.82330506683611,6.524125725260887,4.709140651645201,8.69152218234873,9.00291809971797,9.080007210320542,9.265653068633913,9.53377020722321,9.266477601709703,0.0
2428,134.59011252378284,9.929238306993359,6.5927010064207305,4.761066661954386,8.791227129643485,9.109266269112828,9.186994962743606,9.372528088566611,9.643966219720683,9.36822501013992,9.0
2845,131.68834187395623,9.703235966371382,6.422229303197879,4.649677179365572,8.606804516214313,8.907767729355275,8.972491905438627,9.142577082454576,9.409850225255894,9.134088489143188,7.0
245,80.47706892658947,6.000602209845221,3.8196146840099647,2.6929283503544497,5.186684983170521,5.427304102862047,5.4962791936905315,5.550920497885493,5.659567200458473,5.482020508479238,9.0
2570,121.09050911929126,8.900685076481059,5.806876111922775,4.190387599035192,7.832813757475022,8.127651451489498,8.202317327119939,8.36334177174903,8.609978396608673,8.334537448560194,8.0
1280,134.0051276751742,9.88833750333304,6.5599998206373344,4.736019361184557,8.750987350791856,9.06708344623556,9.14480466661174,9.329877181938377,9.600073993185886,9.325530463282963,9.0
2021_Sep_01_SR-3501_SN19387Q4__00585.sed,131.8197064349553,9.700620011242552,6.352108786988995,4.606581948123802,8.520765559521376,8.846482832842787,8.941555198154898,9.125471070246206,9.4232069177897,9.121091529429352,5.0
701,120.61450911348744,9.125145170901487,6.145811999855711,4.446453781287165,8.185336149673468,8.38994178456496,8.370932049585182,8.459796124080516,8.660911578415902,8.527112054721002,9.0
4161,103.50623252708023,7.622888380133583,4.941884395782813,3.5922881616225055,6.672885781836611,6.943475918077499,7.015718779503732,7.151449447090906,7.344783890962713,7.116754085303053,8.0
1050,117.53002799794416,8.675066784482723,5.69095565600694,4.098951112291094,7.631470683270504,7.923059462234646,7.990806113362819,8.151979983575078,8.386919196208892,8.139031067631894,2.0
2021_Aug_31_SR-3501_SN19387Q4__00007.sed,96.1114797327853,6.887217389781527,4.548085091619873,3.4008025509803406,6.185494121704561,6.408645791550639,6.4589564708745515,6.579475518584394,6.78968948764151,6.578297030415666,2.0
2021_Sep_01_SR-3501_SN19387Q4__00556.sed,129.34583992118138,9.50116910413063,6.216612719553711,4.500714287348585,8.354693132173244,8.680464827244023,8.774027902906147,8.936046227974458,9.229828067463966,8.920825369874276,5.0
1445,124.1420977997076,9.226022964810369,6.1748748114553305,4.4857333611411825,8.330321431335905,8.541321694888806,8.519460593414308,8.627491736856838,8.838948522851688,8.620213515564632,7.0
4646,126.37017471068323,9.294754589143233,6.09571896552729,4.3925649091912735,8.188355599691375,8.501298476310135,8.579364263787486,8.746273524380598,9.010783786464543,8.72546928287671,2.0
4424,131.1589047767298,9.66610581668495,6.367851034919032,4.588590779562864,8.522315767409232,8.844411270890422,8.92603647845653,9.103468371108747,9.376695436717537,9.089483876950109,2.0
3670,130.77152652561975,9.654621281246234,6.374423845088714,4.592493134638061,8.522827688861986,8.83340244992978,8.910085632185892,9.09058707344293,9.354468750058034,9.082587684147711,2.0
849,99.12143919309317,7.2667635685624195,4.605655403767396,3.283696096010736,6.321186897836251,6.579696073364853,6.651225316446662,6.768664827273085,6.959475625557951,6.702713100406234,8.0
2021_Sep_01_SR-3501_SN19387Q4__00094.sed,135.01114561891737,9.962479268552709,6.612422288846705,4.774087941135067,8.81603691941912,9.136589057453964,9.215885849861293,9.402438176860123,9.675736134134176,9.397836183728634,4.0
2919,116.04391091977449,8.745993179060262,5.932270034650158,4.319168029191033,8.014078153885773,8.15209950797984,8.04887183672933,8.0988218520369,8.255414617486775,8.115385484245794,2.0
2021_Aug_31_SR-3501_SN19387Q4__00010.sed,96.03060812174536,6.881136132608761,4.5436385699889055,3.3978450909229636,6.180063447853254,6.402952997807824,6.453155020755872,6.573524305193256,6.783581900000561,6.572373905162365,2.0
3475,127.9729974320325,9.444656183353299,6.2647417446014595,4.524958200656908,8.357040496439085,8.659630648821429,8.735954019008378,8.909378888723701,9.167188984726668,8.907607143535099,9.0
216,70.89781319735047,5.299552434371019,3.6046492433987907,2.602672811440375,4.773593698238528,4.935471191874182,4.933513389998851,4.984783875839879,5.0943449230998645,4.973028526566995,5.0
2021_Aug_30_SR-3501_SN19387Q4__00064.sed,129.88206782527524,9.595070605633257,6.247540952504078,4.49403370592814,8.394323350107987,8.721338143807834,8.811183544212964,8.988126911443933,9.266622716549966,8.975531697148277,1.0
230,72.93718547371657,5.235326212961619,3.88608924710206,2.945811559614425,5.021846004656928,5.170653248956434,5.153071983871886,5.206516091593699,5.319351179552058,5.19502152990413,5.0
aug_3.0_83c96ebb,133.19689093275935,9.806314101897879,6.462753775852874,4.678808026902937,8.642039499002625,8.968956293463641,9.05811155407918,9.246631336503302,9.5346443248897,9.240155085995614,3.0
2578,122.27291951085145,8.970776314628134,5.84767654020369,4.222178782343924,7.89161646049509,8.199313171408846,8.276468107962256,8.43453981948065,8.690958614912375,8.40165481473129,8.0
1938,127.43785937032284,9.385827266003002,6.165664946764551,4.438721821803945,8.272826708180794,8.58411679858494,8.660646138193641,8.830034819725089,9.093787163786644,8.81298625145264,2.0
aug_mixup_3.0_213572,129.2220417443669,9.525338800243413,6.306906850784852,4.553049480849304,8.42903240001139,8.732266241099977,8.808205319257834,8.984743604990419,9.245867258452886,8.977303769182418,3.0
1293,134.28813363507476,9.9051850860936,6.568365661270638,4.7422527062050905,8.763083570405087,9.083146249731792,9.162237989331393,9.346673185087145,9.619468018962184,9.34087166226701,9.0
2021_Sep_01_SR-3501_SN19387Q4__00238.sed,134.93927980308874,9.953819217063268,6.60335558054685,4.768358381213987,8.804541011101769,9.126628378965092,9.208133128510045,9.396119568638499,9.670910320810627,9.389584708742778,4.0
1462,128.57390677605605,9.469225089691543,6.30270412102342,4.576914611151695,8.468469493500466,8.731373796870582,8.76931298078569,8.92312918279852,9.179095210707926,8.915788812306811,2.0
aug_mixup_8.0_205149,99.3557818705681,7.300474096416193,4.650420895005067,3.3275246531119276,6.356982848588662,6.614822764295623,6.684748630351033,6.805271086856251,6.9951052966862095,6.747740307406129,8.0
1330,83.05634527092374,6.314578976653442,4.278190676418741,3.194532108087155,5.915582864523534,5.907962642552311,5.776060228888353,5.745714613069415,5.839682760578329,5.787802389883121,8.0
aug_mixup_8.0_698855,90.66825604996436,6.968877172445479,4.790295369352714,3.583482222530223,6.633254948943959,6.574965390116677,6.377464837926486,6.289534939674075,6.360266316812524,6.355397868904834,8.0
4803,131.67757814702543,9.693620308458476,6.408957634540155,4.637466178086998,8.583880455428584,8.89498248110143,8.967205641441868,9.138917837621097,9.41280925776361,9.126776903747661,7.0
751,127.08040799466656,9.444579369999627,6.320648158577051,4.570906252330984,8.443141395651068,8.696818764790924,8.724610762274983,8.869915261690199,9.104179034085629,8.874471090986903,9.0
aug_mixup_4.0_92960,134.40916184607138,9.92076991983628,6.5940139697712326,4.758697845593676,8.786670649739994,9.10317622916627,9.180301424646558,9.365740902152506,9.635866428747022,9.361341979261507,4.0
2021_Sep_01_SR-3501_SN19387Q4__00211.sed,134.80479152316744,9.941491090861945,6.601746772079047,4.765800897878895,8.800286497134792,9.12251047069531,9.202629183157917,9.388015101071431,9.661271849674288,9.38013629474537,4.0
530,64.22699741578981,4.786058959534074,2.912820975048188,2.101146822767583,4.047913249511332,4.260639927152217,4.312952158585852,4.369058998568067,4.4583456086622055,4.298127660753295,8.0
aug_mixup_5.0_7670,129.0836961470622,9.495645384664249,6.231140484542865,4.5026386854209,8.361325912199954,8.68492989865149,8.771773600185739,8.931380134848881,9.211697755874262,8.920084201989992,5.0
1019,101.09534708423115,7.498335816553972,4.800704077218338,3.44628303300666,6.49901452836047,6.767291009467535,6.83973800251739,6.97592888830356,7.16581435560571,6.939804632399882,8.0
3076,102.57756593790063,7.5284483898383705,4.791913803013097,3.4205848129455294,6.557619311727241,6.822850325182234,6.894848817951597,7.018722140377578,7.216767920263326,6.9568257329011445,8.0
2021_Aug_31_SR-3501_SN19387Q4__00017.sed,98.68194226486972,6.994158530208805,4.601789823556308,3.4430079123685724,6.315656474871928,6.5452159190555275,6.593754107756089,6.6989858132684486,6.93138366590006,6.679264057612606,2.0
3639,130.2137705364622,9.61220456150409,6.346813156941181,4.574541838749425,8.48642315129703,8.795313021966184,8.871291013550971,9.051540602992333,9.314227168699048,9.043883965003484,2.0
2021_Sep_01_SR-3501_SN19387Q4__00722.sed,120.2205539766101,8.962909152095964,5.703751417239672,4.054175923103953,7.724220766065544,8.03446725139925,8.119804836280196,8.289332863131644,8.529300523446246,8.27536111816452,6.0
2021_Sep_01_SR-3501_SN19387Q4__00092.sed,135.01204811944817,9.962515945121071,6.612433133926481,4.774142981910042,8.816113159854897,9.136574111501698,9.215880904965369,9.402501991609928,9.67572404993831,9.39784443954882,4.0
2021_Sep_01_SR-3501_SN19387Q4__00653.sed,129.31026740332263,9.506200837218504,6.245027823516964,4.508794812770023,8.370917714160651,8.703840171416532,8.794802741699467,8.950546152418742,9.22891439140221,8.933435145767024,5.0
640,78.39904172716271,6.023538121453232,3.892228857718365,2.878122099679731,5.374940552945707,5.464372072011687,5.409585839520979,5.4029131380760465,5.4994825712440925,5.458372732191629,8.0
2021_Aug_31_SR-3501_SN19387Q4__00633.sed,131.93910742551407,9.698059750316954,6.406020222208266,4.631161391271112,8.564768153049451,8.893097694301872,8.980369870568722,9.157966077831833,9.439431529204269,9.141289026103376,3.0
3193,113.51960060240688,8.433436332992043,5.382311881982052,3.823434536959789,7.289450809572833,7.590894302154368,7.66680489545613,7.82321619264073,8.04716150804372,7.797400116643626,7.0
2021_Sep_01_SR-3501_SN19387Q4__00898.sed,117.96713653400698,8.6185248073169,5.396092926699885,3.893640506390857,7.383038903621431,7.740299002556991,7.869020066085888,8.02316571694706,8.334792522426469,7.971184188954243,6.0
1987,121.57424702454526,9.044193460359645,6.041955060418587,4.393396686141299,8.150831646311005,8.366759857627688,8.346278953924156,8.449976928440895,8.64959585924808,8.44374206256379,7.0
2021_Sep_01_SR-3501_SN19387Q4__00043.sed,134.99140654569595,9.964462025873503,6.6178129282405855,4.777514709612668,8.821471577216515,9.13912648887549,9.216807830886083,9.403816005664435,9.67583629606182,9.401048237867924,4.0
aug_5.0_ffae794f,130.94188982011292,9.626259625293343,6.296759831794837,4.565513677432483,8.4539516834013,8.779575295469538,8.878166589000951,9.056454970603985,9.355364418785808,9.045733198556896,5.0
2383,104.35299268779661,7.7087608729445005,5.071967465773099,3.6554269791983716,6.789705052288463,7.046234454675069,7.107119501216145,7.244841544432134,7.455786295322746,7.241195525759268,2.0
2021_Aug_31_SR-3501_SN19387Q4__00752.sed,130.74200856439916,9.597588979708659,6.331464270208242,4.578578883333005,8.473543703693132,8.803341022897232,8.891677773242264,9.064883674940434,9.347168563694126,9.044252405984384,3.0
2021_Sep_01_SR-3501_SN19387Q4__00894.sed,117.25822600350543,8.567286595662228,5.365587715175684,3.86636630269924,7.344079819404941,7.699639534580099,7.82425510873454,7.9740957554905085,8.279004725395218,7.920109565723665,6.0
1863,67.33835987854027,5.047986681204265,3.060821218486663,2.1310937922467517,4.23021183879903,4.463674773373629,4.528913338251314,4.593713766287697,4.688082953389095,4.509083147058478,8.0
aug_mixup_1.0_893772,110.9819785675611,8.079789256534069,5.071696951705556,3.665843749768679,6.95398058003324,7.281210283202311,7.3902076377723205,7.540021433419012,7.831233819970979,7.489935931577399,1.0
2167,115.63217985985133,8.663411173023714,5.854777850775774,4.261771471986841,7.89147240728186,8.065240539864257,7.997791940600038,8.066114326528599,8.230118139679986,8.068773542779887,2.0
aug_mixup_1.0_341419,128.76941357192985,9.52215194637716,6.193147142945284,4.446611251253596,8.328174363365804,8.64915419797736,8.734977965906706,8.90989301577355,9.17989714319853,8.897262087676825,1.0
aug_mixup_5.0_389638,130.16634480957498,9.61687591772019,6.322196876848182,4.568123611473443,8.462117337662262,8.775596874399348,8.85811935939778,9.03462659145542,9.307443195237246,9.040331998545724,5.0
1266,104.08550486297158,7.675672602172924,4.966917329555061,3.608460421396321,6.709314643993148,6.979386089258114,7.05107510696766,7.189777429062083,7.3876529254794,7.159913823325432,8.0
2021_Aug_31_SR-3501_SN19387Q4__00126.sed,91.48101519172705,6.520364667292148,4.371394428161814,3.271208284001827,5.926666261125923,6.123251186495592,6.1613529411033845,6.268175046426875,6.48034767875607,6.2722958998520095,2.0
4772,131.46824173340605,9.701224310678725,6.424332543331806,4.636187740413516,8.574669683838867,8.888395838367478,8.967241419821558,9.148443110633522,9.414715064135393,9.142440472208055,9.0
186,70.44420864997781,5.243566205078533,3.4886088458852176,2.4869542223236834,4.656299556298656,4.8513727009507654,4.854163423395489,4.92248438857589,5.0258683005886,4.871950529031122,2.0
3471,134.65006857958153,9.932273145067175,6.592433406417875,4.760449860390453,8.791463569546469,9.111440275088787,9.190041637697798,9.375315405385752,9.64788757847662,9.370061719061514,9.0
1845,134.96568437183828,9.96301797812787,6.612675563347162,4.7732515962428534,8.816560229011039,9.135087592966762,9.21358307339644,9.400619358463125,9.672136832542101,9.397151202418986,9.0
379,122.79299147545687,9.143025813534734,6.012157569718566,4.320665694617343,8.031772958852532,8.31846782733889,8.389614648512442,8.544349405822146,8.780587227513246,8.567909043614401,5.0
4916,127.81822926438741,9.410608244399238,6.237856327074896,4.5269673710491505,8.387974682477259,8.65949687221783,8.705538799530913,8.860896913847823,9.118316929662646,8.851617777297589,2.0
4832,131.02503332529753,9.65746285264325,6.392913752008098,4.624287369408894,8.571045796111022,8.868821793608419,8.929085924127026,9.095158317938903,9.360521756490392,9.083261618638419,7.0
2021_Aug_31_SR-3501_SN19387Q4__00396.sed,135.1238697150214,9.972248859173163,6.622274572692441,4.781327383665718,8.827552047899347,9.147148844736037,9.225428129035748,9.412141708105253,9.684848032919533,9.408558394665942,0.0
2021_Aug_31_SR-3501_SN19387Q4__00784.sed,131.98610948810577,9.701861607256905,6.377354913363684,4.618623934107999,8.538028918665479,8.868937662431957,8.963571234921446,9.149341830716,9.44208322850272,9.136850707966751,3.0
5189,130.2836824227336,9.610205181197951,6.34128460302048,4.570388286752902,8.483508623602646,8.794805555299378,8.872163640387821,9.050993152803832,9.315931033516748,9.040609795220318,2.0
1304,130.37969895454836,9.62228059146396,6.354897698736413,4.581212525240958,8.4974355272985,8.806766242298732,8.882697922155888,9.062622647058987,9.325816330916602,9.054716796432945,2.0
812,126.10985263330161,9.476137020721756,6.373809049560566,4.598460812864687,8.475706857998492,8.714681909843307,8.722445770721626,8.843328850958702,9.060396806918238,8.88113035398057,9.0
2021_Aug_30_SR-3501_SN19387Q4__00130.sed,96.78853809899317,7.144481800826096,4.4132446301462425,3.119507207405183,6.103013179952795,6.382515486510507,6.4435493862243565,6.568674768568828,6.769467250245306,6.520127099409898,1.0
2021_Sep_01_SR-3501_SN19387Q4__00628.sed,127.36765250409769,9.392250940782164,6.182436506313562,4.455878747529827,8.291182858095507,8.598838826749702,8.673139422077757,8.822900275669001,9.084236414224744,8.822338864685412,5.0
1357,85.3484723052636,6.421706161849055,4.346204822129897,3.2490785564169604,6.051232359904143,6.02849380822744,5.895520902452249,5.866068267570572,5.9790904927035555,5.9040408446847135,8.0
2873,131.29059952591263,9.689736184624966,6.412798528249919,4.63510326042268,8.596046275127316,8.890747847422373,8.950229542197015,9.118987985509397,9.380567576313002,9.109653526226232,7.0
aug_mixup_9.0_138258,131.44997215186896,9.701211049166496,6.429563709552936,4.642869766108209,8.583578361833752,8.893361172446477,8.968877750625737,9.147736487237266,9.412846928759473,9.142362929629392,9.0
2021_Sep_01_SR-3501_SN19387Q4__00030.sed,134.9505676274211,9.964190687939919,6.61856490423013,4.777997228022905,8.820311929603301,9.137545335032344,9.215451817742974,9.403106473498873,9.6747024853138,9.401013661009355,4.0
2021_Aug_31_SR-3501_SN19387Q4__00753.sed,130.74289627509467,9.59760390284325,6.331401627936804,4.5785765698844845,8.473524831307618,8.803386469718285,8.891710049297702,9.064839103506785,9.347138356072897,9.044229107736378,3.0
177,46.582252505963524,3.3397976736768014,2.453249979438566,1.876806845512282,3.1957063391714664,3.305825626379545,3.2852042192765407,3.3088572639913236,3.3715163844360996,3.284178103090073,5.0
aug_0.0_134e62a8,135.09740176211153,9.97100686274986,6.622335650821539,4.781315383787265,8.827433483408324,9.146139870445252,9.223938770202604,9.410779813242545,9.683213146498112,9.4076279455144,0.0
2021_Sep_01_SR-3501_SN19387Q4__00388.sed,127.20282000387644,9.403750348981912,6.181980297243358,4.454173779348905,8.278475725066956,8.585666616676033,8.663218093654727,8.833563148835694,9.086405466396887,8.827794314943748,5.0
aug_4.0_034359cd,134.55446929901132,9.932674696310428,6.601786401401216,4.764511737406657,8.79652855236593,9.112966887803069,9.19038434354401,9.37650065897347,9.646792885358385,9.372789395744977,4.0
2021_Aug_31_SR-3501_SN19387Q4__00775.sed,131.70582565028863,9.67557953870704,6.362766690309133,4.607146800720397,8.518531085178015,8.850266850616604,8.945370885843959,9.128850376024111,9.420911726970743,9.113138610176657,3.0
aug_mixup_6.0_410739,114.35407729765987,8.367607055163333,5.24170046324351,3.759831598781741,7.187330429878943,7.532542452010642,7.637140803631976,7.7722219274052184,8.05184347667425,7.719680415650162,6.0
aug_mixup_3.0_62226,131.23111497769293,9.634784932025239,6.347874896401834,4.593005203649999,8.49597749741521,8.827796157973829,8.920114933927298,9.097587596352632,9.384825438302496,9.07787334302341,3.0
268,27.875055296870816,2.032766463098257,1.4532686980100264,1.082887929550067,1.9113876145491484,1.9962770475606555,1.9721614612479028,1.9708444480956353,1.9949171814280025,1.9369026621708811,5.0
aug_mixup_7.0_933854,130.0618883854052,9.6091945604381,6.314387959698572,4.541064872767329,8.45777048625184,8.771772748381942,8.850844812389173,9.029512600169252,9.291601165251858,9.018812133419,7.0
5251,130.36135787163164,9.610100383782903,6.348147721282777,4.579036966350717,8.490795190990145,8.801883169649855,8.878738230241165,9.057061875332145,9.322756925937465,9.04674198439507,2.0
2021_Sep_01_SR-3501_SN19387Q4__00542.sed,128.18722506326907,9.422629656879893,6.174999285553818,4.465384839231398,8.303017131448676,8.620760866466444,8.7030772750655,8.855177323375589,9.138929846549985,8.844479055106476,5.0
4676,129.3446130537309,9.533575060965727,6.260820328291977,4.509726069777201,8.393824657470699,8.711820684867966,8.792978319126858,8.967629535644567,9.235373549953767,8.95233533582013,7.0
5111,134.0162708015401,9.881053875068753,6.5533855597533,4.73324417643089,8.74327907233771,9.063346586332624,9.142600437440827,9.326890674526114,9.600101886755997,9.320271812505128,9.0
4247,118.48553668350898,8.757821040868734,5.74943668008336,4.131295804993207,7.702434138382769,7.991594585051864,8.066189525074027,8.224325183403034,8.461040516965399,8.213863749160643,7.0
2021_Aug_31_SR-3501_SN19387Q4__00294.sed,113.74164239360326,8.038709195094908,5.2450090916665735,3.8757137983911996,7.122896152769952,7.493487535602355,7.612479826008042,7.722556810147908,8.055137107175973,7.640503152700806,2.0
