Sample Index,red,green,blue,black,Material
220,30.94967721673096,22.612810787394064,20.61008978127076,60.95401730639609,5
2021,53.24204413409481,38.87358494102692,35.57729089013143,103.83555256694588,7
1885,51.19524980823317,37.030409149684175,33.10341694462452,95.51504763901951,8
952,59.674425253842976,43.42439958745049,39.19733710126063,114.76460038985384,9
2402,58.29875221649096,42.3742400283451,38.17678819081607,111.5891910084657,2
2995,51.30540328630953,37.458099006209295,34.3997426547992,98.74555127124484,8
2466,55.48606541802168,40.355898252340815,36.42135698054354,106.62863942008822,9
4345,57.65592838810794,41.95672622599321,37.90228677248928,110.87624549865704,9
597,54.19034480422392,39.48181939480786,35.904349204816654,105.79545459825772,9
3157,57.26694020001275,41.65352516546503,37.559661531028816,110.0182362634288,9
4155,54.0723238525017,39.47293509114604,36.11825378278622,105.28883995115156,7
5334,52.05403168731712,37.65709604654635,33.769498303110254,98.6262949687998,8
4705,48.84626300323781,35.34852867263941,31.62091788855547,91.19614070441494,8
2208,57.0716112779994,41.58430218262252,37.70561074784601,110.03390630115136,2
4953,57.08870584510181,41.62812530920614,37.81094701204941,110.08368980008008,2
962,51.53172631548793,37.04053095578374,32.83931681095972,96.48284816261956,7
4823,57.62209745696599,41.94107337751088,37.97317138460992,110.79030996216753,7
5369,58.373255683947455,42.43377274536302,38.24107163496874,111.9255489215089,7
4247,52.635878565179496,38.16770524180068,34.2675545345721,100.4103687227997,7
1416,54.09423245587711,39.47424952207434,36.06992122274129,105.13300677318333,7
3678,58.20574253255224,42.30073750063695,38.10357320272336,111.46777352776502,2
2084,48.526334765063154,35.46230009198566,32.908330818016324,94.683665528078,8
5303,58.48481631577027,42.490481101442725,38.26266702832902,112.04614895518188,7
3139,59.55037654751802,43.33752347052803,39.12126139864426,114.55063285595838,9
292,13.198359307512602,9.894446282942331,9.490352968884617,27.19460086386166,5
1037,57.91569353544902,42.07041368607323,37.857980294065946,110.76391630016371,2
4747,58.795968601324354,42.75311231139408,38.56062982649844,112.8792232419798,9
5030,59.24735518123434,43.121091238501634,38.96231984386399,113.97209591766836,9
3884,51.17428208870206,37.45036352725912,34.529937763904016,100.74073660226836,2
4946,56.57984765132073,41.25526881287441,37.50851018447205,109.23998538778896,2
1967,57.69259678856899,41.87233200968545,37.64495281483459,110.13411150571208,7
5347,55.15595832744982,40.04708717118747,36.06688666315904,104.98547772553464,8
190,31.135942115472066,22.646091740720824,20.31798074400188,60.06513472699749,2
1386,39.248425410401936,28.848406259797844,27.662518940098508,80.28373764839613,8
2394,57.788665159045735,41.98898310690439,37.79747266152789,110.55280030272004,2
4697,46.159793516878224,33.309954551291234,29.689235160474823,85.95517475652505,8
1013,56.1376953813057,40.72995560322242,36.64476260271249,106.68622590085432,8
339,13.25311674776816,9.544657601441225,8.34843035311874,24.384265512456444,2
4216,44.86453437567104,32.315404312463805,28.96179480224488,84.62875450993975,8
3800,59.66033342627696,43.41304271100102,39.195790656663526,114.74690378297235,9
2203,56.700610121313225,41.30493900648548,37.46652488394484,109.41596388838384,2
5027,58.22485634857664,42.40130690042514,38.398850847089264,112.28182133466318,9
4014,48.485571012043685,35.42105083394875,32.870224433534965,94.62566841051856,8
3485,58.63606222989373,42.60060254825266,38.353926992081874,112.36651172975134,7
3991,49.75051775104805,36.25668507070319,33.07811764256718,94.81683155317562,8
3580,52.554356515597576,38.02659944257422,34.18741626910766,99.79992354110033,8
4842,53.49361539171915,39.050300999230345,35.738510344660526,104.16104363355365,7
3537,56.250224590422405,40.93885695883312,37.00005723954257,108.24134717291784,9
2512,57.85805341860454,42.06607506641773,37.92065560149823,110.90523014015696,2
5121,56.11015324126532,40.80827533218479,36.85461862882088,107.81129593191643,9
4847,33.1702222935156,23.99025462295535,22.56096609901276,65.40515436682983,8
4440,57.41356727914619,41.702499648674745,37.54218792540641,109.91954083482992,2
2403,58.39973051750328,42.44904231299341,38.24302384576233,111.80921062901318,2
3649,57.91942030477016,42.08872376822778,37.91164795940936,110.86451686186123,2
1121,59.419961066448046,43.24389118057476,39.04739003438927,114.31438045180674,9
1970,57.69140788366342,41.87142711621279,37.64349106562009,110.13056183882443,7
3667,58.08955683796148,42.2170107613626,38.03426992558282,111.3407058395338,2
1307,57.5237752361908,41.81146544357813,37.68031348188157,110.25590328456444,2
5355,45.30886409303431,32.58863107766524,29.16280978993124,85.34083339642838,8
4212,54.7506246553159,39.65594421315994,35.579364577087034,103.43157808933232,8
3053,59.519690204032976,43.3252685937513,39.1397361949301,114.54620581802926,9
5197,58.23357695551825,42.3245997474846,38.14186225716677,111.45779458721664,2
2097,53.20822483096525,38.84256775206831,35.62125973059078,102.13529000394804,8
3140,59.61286776061323,43.38309795432979,39.16744640938065,114.67328965756975,9
317,27.95275397147939,19.658873338348315,16.958069158641937,50.59010150302482,8
1320,58.16918858323916,42.28322758943423,38.10844126695251,111.33547350035266,2
2963,48.38539193500057,35.201845642956066,32.04730032529365,92.16696660017324,8
1273,56.83749877441172,41.33422204931399,37.32928001845574,109.21784361401636,9
4445,57.6291684757378,41.87418206415264,37.71375825714244,110.34435799310344,2
3206,58.06813077697723,42.14143113769322,37.88757986125007,110.89203356597088,7
180,19.4450897553802,14.68867498740557,14.303782319279916,40.75459961167005,5
4709,51.559036853346655,37.35435934809853,33.513363919583675,96.58914718578944,8
4801,57.81926201809073,42.06332557647965,38.06393003850432,110.96809527533586,7
779,49.08028829429016,35.76299776361766,32.737974879970444,96.3302481153094,2
4684,50.47908057046228,36.34749453856065,32.32724690112983,94.7428735459043,7
4148,58.59174807822726,42.64408874322327,38.57993552934847,112.57989470481392,7
5240,47.96072701245646,34.81349585741812,31.40126216592636,91.74222550701748,2
1877,48.84534738687264,35.34258943023512,31.567620676464895,91.20743875432852,8
3015,59.51145721709855,43.31604044995295,39.124068697860615,114.51730567100252,9
3811,59.632903948150215,43.39203076064696,39.1771227020579,114.68338033114692,9
1206,55.26218032793942,40.078047445192,35.98915651693092,105.52978691886454,7
1457,56.36810551718472,41.1118405373272,37.397942856184734,108.8776649393617,2
4281,55.05529557117473,39.89911954159535,35.7927583187356,104.93305293829296,7
2284,58.59464120409242,42.6722810213268,38.62512268850171,112.9982823189128,9
904,46.20948726134009,33.26170898268509,29.642215160438138,86.65769711096837,2
2407,47.8695950431857,34.73125988482094,31.26800489603387,91.50603764780654,2
4372,56.2103746673014,40.86005793912502,36.85323017175271,107.89386870555586,9
2176,56.27242054713089,41.011702643845496,37.280703256782616,108.6234392215961,2
496,44.06123851071126,31.70726182987071,28.356095986070557,83.5691441706545,2
3501,58.87239559310481,42.77839598847375,38.525890432192085,112.77392947740212,7
1864,30.99581595777832,21.86925152666304,18.9239502152887,56.00623363761604,8
931,48.10315855178155,34.71261511871427,31.01870915884597,90.73099062900668,2
935,58.535137982600766,42.56604705925445,38.38073939634751,112.438036905274,9
5335,52.0965813350215,37.67914140029566,33.77158798650319,98.66813710570814,8
313,54.06281566699271,39.33541444680204,35.54834908926386,105.40207674003284,9
1932,56.09812406743393,40.71459251581394,36.596023783902936,107.00868882611992,2
4929,50.72762140226472,37.10648319150691,34.21215352131586,99.83558505739096,2
903,46.20785145975993,33.2594704876988,29.640678955990943,86.65015543595074,2
3983,46.37690932980992,33.717054089374464,30.817299821961814,88.72142738918454,8
542,30.72130916919779,21.623696187939775,18.636683800189523,55.64801968553338,8
2100,53.18004087682305,38.82175551422596,35.596540539527666,102.07806378502644,8
1880,48.84086784015841,35.33897843459434,31.563464015483763,91.1973135653654,8
4059,59.52074033339141,43.320700093712375,39.127882238328354,114.48590051653912,9
4245,52.61307408275487,38.1584197469212,34.270913537348136,100.41090025721584,7
3754,50.954956310874095,36.89331768702449,33.000919129728246,95.1378565857848,8
775,38.54854060837549,28.463221193251336,27.09802070704355,80.47768573875037,8
2946,51.89360039991906,38.019141424869154,35.04077181567822,102.57090822524071,2
4787,53.13732848557897,38.758820837659385,35.48072789970199,103.4170383779086,7
48,26.02352635161417,19.379621920777705,18.37216174202405,52.88339154556147,7
5097,59.2034100476077,43.08139052315128,38.89918865443008,113.8252041442645,9
2192,51.42715729781168,37.65494714492081,34.69628742494082,101.47796887293332,2
1523,59.520408337908805,43.32913816294216,39.137368871561634,114.54595394078652,9
2051,34.94987965735705,25.367995671934096,23.833089790664754,69.16051511373077,8
2008,58.488440530306136,42.55445628243073,38.5041237638513,112.29953666149184,7
2413,55.88355894305732,40.66163573011655,36.73279821678429,107.4922783879353,9
345,32.366107434761894,23.062357383241817,20.169339113900584,59.04219983958307,7
2870,58.029183969855055,42.21579782824234,38.17513419091679,111.48254690993278,7
2896,56.39724247989575,41.088398289674096,37.33142773201328,108.7556870434912,2
1558,59.517468487646966,43.32630819121188,39.12973798991249,114.52239585986368,9
5299,50.053639705220846,36.31322355386837,32.64048871212894,95.66319939063344,7
4920,56.90893421588975,41.46182546562416,37.63404531025966,109.45920095778416,2
1554,59.60007910687965,43.38599440849827,39.19128843597191,114.69839213970896,9
541,30.183429730031364,21.236390561358785,18.293228674732305,54.63306045704471,8
534,29.49500670187164,20.73846336401965,17.899765854519863,53.26989517331617,8
5061,59.18808283208133,43.0838375914712,38.94277339380086,113.891515158166,9
1318,58.00527552997799,42.18098925425083,38.02851205369901,111.166980935084,2
4095,58.51611142914953,42.60872256094752,38.56513064418047,112.8197958096608,9
4857,47.75149577647535,34.79290737607626,31.847858361293547,91.3310103388033,8
763,53.69466890274679,39.19248436032171,35.72513288968954,104.59647568906368,7
5383,52.89396646742736,38.37998018141256,34.507157187872856,101.1137134884028,7
2888,54.13183247741422,39.496845534673845,36.094200089577456,105.26551956501478,7
255,12.121179656167556,9.01136747187384,8.598949223088477,24.841732011030413,5
2212,57.48949856918077,41.914962516573695,38.03544898077591,110.87016327981304,2
429,38.63858554445318,27.72641156170104,24.505049687633036,74.78812120320644,4
3720,57.743755732083805,41.905936768073374,37.67529817452098,110.2068506779884,7
608,53.51913095620559,38.94351880095584,35.1875911660759,104.28085407504884,9
1526,59.541629420701696,43.34524763636264,39.15197110407279,114.57707986681076,9
2879,58.612611662032656,42.642829027235344,38.5557842143256,112.55037747870666,7
1565,58.57908685954512,42.6730166896493,38.64157575034336,113.04554178822195,9
1266,46.377379977596746,33.456661337211884,30.22005337758502,88.0129729215035,8
2280,59.58883742835994,43.36995099279644,39.16682733510611,114.62478730674208,9
5055,58.0997928007848,42.31162588323283,38.32955511286668,112.0738085612735,9
3549,58.494069553365655,42.513287088931065,38.29772827223826,112.17362956884944,7
3180,57.57476625827285,41.79588105102221,37.598753415345335,109.82266201725344,2
3604,41.40671094572688,29.82483965841829,26.739139745404422,78.28521853880751,8
4134,57.81501594421719,42.08392655779559,38.12242232304236,111.29335811571218,7
311,39.01816034867719,27.94675692887455,24.80569794846529,73.31809839682244,2
4145,58.219179475548906,42.3724244466441,38.34074420082303,111.89337717564248,7
4774,58.14203986190368,42.28556482192021,38.154930557247184,111.65743585651364,9
3530,59.453719406273024,43.2759998786218,39.08755779125157,114.35338625768914,9
2844,58.20183950234063,42.34849021955306,38.33549242492603,111.81079798294503,7
2417,59.29054836978772,43.156360199566464,38.97384010756801,114.08492145657596,9
4706,48.8525131570107,35.35454735071161,31.62945043066433,91.21642511624724,8
4803,58.24637071835564,42.37329232771109,38.323866476464936,111.75868299393235,7
1541,58.00324463188979,42.24431071094431,38.23380046349023,111.90746748463071,9
2981,38.41820479737395,28.159274423681477,27.053458460460675,79.07327075920738,8
2236,59.52195397824058,43.32443003333445,39.13258842935959,114.54308148372328,9
1471,57.78400855127786,42.10160804465762,38.168154464812304,111.05564955184052,2
768,31.99495825866788,22.760734688806476,20.639606771486186,60.65896948517597,8
1123,59.34826848538873,43.195353160856186,39.00548997365874,114.15982329168256,9
4664,56.8490981511051,41.215735494169,37.011843952648746,108.31827053718116,7
927,48.17258502611476,34.76379912588455,31.067280552400604,90.8641014652244,2
2091,49.604609481016425,36.24262466842092,33.50031425039743,96.32716212814114,8
2258,58.17208398625594,42.37224743603189,38.38240207424193,112.3088054057017,9
722,51.28547734407599,37.26784612082769,34.15027709142995,101.17805579260428,9
2310,58.9329910076533,42.81419405736026,38.54399498604828,112.86323323487724,7
1497,57.51153322228145,41.91689722254578,37.99897498266581,110.83210423867683,2
4649,57.1084781439894,41.4792564054686,37.36119468959184,108.93343695854615,2
4161,46.08645077577996,33.27836936680008,30.08390359583902,87.533784078768,8
2001,57.86392633982328,42.1004878179405,38.12078961291056,111.19995326257028,7
4202,53.4068505794986,38.66077854092295,34.657530901406524,101.1582518113056,8
1345,49.61921810922831,36.20970528616324,33.09801610895142,94.81458035521312,8
913,56.180593952563655,40.752604357957445,36.59889912901275,107.03952049179564,2
3583,53.36571881774927,38.66993957508903,34.8130805556016,101.35969931701662,8
3579,52.99951668075326,38.39501575114482,34.58586043796606,100.86801683278291,8
512,29.08456521176156,20.537274452612618,18.399108838884302,53.48142497818739,8
5033,59.237409595875626,43.11452807698191,38.95606854056179,113.95436469229986,9
3662,46.48232871684444,33.70508218641166,30.323622966352183,88.80732064151364,2
915,56.176885600956304,40.74946829293202,36.59483905738952,107.0306116292457,2
4037,58.20498134382112,42.39132677553689,38.38504755113498,112.30645964230006,9
1026,53.621247844431366,38.89054523359004,34.98711959831137,102.37046184874352,2
3562,59.04958336754979,42.9191957811309,38.67317594774902,113.2063266032328,7
3194,51.08514893975955,36.69653493558236,32.493932970745234,95.50290803424284,7
4641,55.53100241919424,40.2823784259294,36.20736329777587,105.7514556357124,2
3142,59.60960584304559,43.38060331679919,39.16388602200901,114.66448447060009,9
3004,38.14518245889286,27.943296890465984,26.70187575852117,77.5980921434694,8
1295,57.34216778227647,41.72305104674744,37.71073046327788,110.28697388074684,9
4091,59.512601946109406,43.318106050797375,39.1316340873651,114.4857817767604,9
3500,58.8785099594426,42.78276589464836,38.53283706382276,112.78966455634256,7
5095,59.17322543396533,43.06026864645276,38.89007290992664,113.78665534068244,9
3136,59.55660435252038,43.342670627656126,39.13135272011132,114.57051267311137,9
4174,54.289668941279125,39.353025328023385,35.39436562027606,102.98432568604814,8
4082,59.49059699635783,43.301883902041325,39.11386709239702,114.46124190409648,9
955,59.68522424617725,43.43335988704965,39.20965089893017,114.79327570313254,9
14,31.06751261803009,21.901943924731302,18.9775485137351,56.58024653570802,8
2266,59.51677008454241,43.32086258552783,39.13198140764441,114.53493726563056,9
1530,59.619657537286976,43.3961459740682,39.19398327665469,114.70078314758253,9
3066,58.49307863600801,42.59996264904587,38.573467353574806,112.84276665557104,9
4209,54.64301757208133,39.571990170247865,35.49257838797686,103.17555333370257,8
263,11.924048320821184,8.891715073133497,8.518093051763062,24.547938044626896,5
2528,48.60651879419505,35.2718616910181,31.77225011130612,92.97426973141653,2
2289,49.62736623311577,35.958136168093766,32.25671310190236,94.65252372946549,7
1498,57.53831094389096,41.9330411650358,38.006954135649366,110.86670735619788,2
1357,36.76148954878057,26.97229550588714,25.651995066337136,73.70934528685855,8
4681,57.91762419612944,42.0489781204033,37.858852258844514,110.60402736317508,7
2582,55.96532828283116,40.59960522677882,36.58052390368204,106.35537552102429,8
5264,49.82749288196004,36.15751844809626,32.59043812289629,95.21740073602658,2
3564,59.073590476804,42.93758688019556,38.69260766972942,113.26149948452152,7
4935,49.70929863205948,36.42056594135477,33.683912407360125,98.72347755056816,2
4891,50.97273800045214,37.262965809876114,34.34804099561292,98.47575879310996,8
5265,49.78866998201271,36.12487327395166,32.56174310358774,95.12897065060774,2
611,53.80861049700701,39.160845914040806,35.403207028765344,104.88142697168358,9
3510,55.78636699830447,40.5841896344269,36.65081693631927,107.2752868894189,9
4688,28.68665427054145,20.12307899844589,17.24220216532561,51.086791840422826,8
2436,56.04656645062516,40.78895287449675,36.86546058086567,107.85560761410862,9
265,11.927565622634097,8.89457168386822,8.523573455588435,24.558220382573683,5
264,11.925490587616716,8.8928643781485,8.51974391705775,24.550793686666623,5
814,53.78446316938281,39.18100136068467,35.626193593547924,105.60905889707766,9
3868,56.842652555615466,41.40170877078502,37.55113908155008,109.43491968264784,2
1101,58.64789968527244,42.62588436085729,38.39253244448957,112.38855366630216,7
252,12.121853899345856,9.012991718543866,8.597577129959486,24.83986493411512,5
717,47.83251011939442,34.60941088503736,31.882987945276323,94.06855490101066,7
855,46.473014148515865,33.55746917243498,29.890359949604917,86.56443275736751,8
3747,47.04811781413598,34.02471712214475,30.375540443305123,87.9495950101372,8
21,46.402818480811135,33.291176275842375,29.473408132903884,87.7339445069184,7
2863,52.91550685185423,38.608515974491965,35.30979507450258,103.02661886175731,7
2862,53.00241760990145,38.68022704710803,35.38316431212239,103.24075466620508,7
1522,59.57151123491163,43.363774103439006,39.16791124475724,114.63754760179096,9
4293,58.61613059611385,42.589497152560085,38.34277945180694,112.29689703602452,7
210,45.36738608526893,32.821289330116834,29.59779703763712,87.0995495729245,9
2854,54.03866767012173,39.43565288698947,36.09773884399552,105.10312765467825,7
2260,57.8587413168363,42.16399360627763,38.216389708371366,111.801110494818,9
4122,53.91869918361423,39.276999773842334,35.805963276065015,104.44367686371092,7
488,43.20818739407514,31.127039757529708,28.01965657038596,82.1627421562394,2
2038,58.64895106826032,42.688061434195845,38.615774608973446,112.70414248575736,7
653,37.5810440213552,26.9856330066719,25.74271777850838,75.19752090082763,8
3990,49.75244029294852,36.25550730450754,33.07005043486982,94.79689881693837,8
2884,54.17352872614055,39.52790769762001,36.12781071212005,105.35951002368348,7
3911,51.63129855655885,37.820736580238346,34.862236176859085,101.8724910420436,2
4079,59.47448258360564,43.29122488181177,39.11156091269785,114.44983436372358,9
3553,58.606776297063846,42.58773284462113,38.35118011800922,112.32257654533522,7
579,29.60278247996588,20.89384550330809,18.63716378769933,54.399329440961154,8
2104,38.816102476990594,28.4831121340586,27.30992258010541,79.35453526382979,8
3673,57.89384089420994,42.07274015493472,37.89500174196301,110.88582784875211,2
906,46.19600882534876,33.251073006324944,29.6323696068666,86.629352808456,2
1275,59.30329884635825,43.15660364160541,38.96849393110917,114.070850797554,9
3074,30.354250935177912,21.38494927494542,18.448060623415707,54.5959619674127,8
2865,57.89679658948044,42.12769051757149,38.12480281759515,111.34566356538566,7
1511,57.54689380775308,41.95222894127381,38.02358610122676,111.210518141999,9
2894,56.407794594288085,41.10489740233278,37.36345661710045,108.8262380311141,2
4711,51.64070074549783,37.41794548991323,33.56988201057537,96.77783708765634,8
24,46.409859856505584,33.29615707793676,29.478447993693656,87.7485122716669,7
4015,48.45777638573964,35.397597739654024,32.84765307797673,94.56855916082358,8
2915,51.11953255288149,37.412283042277245,34.488479767940454,100.83384484792528,2
757,54.22966259989603,39.43695058869879,35.718061086335354,104.42987769696286,7
3179,57.00792576271483,41.38082293082036,37.21190566478291,108.75377574634962,2
1270,56.08017222827437,40.75860930897359,36.77607255996932,107.65671723335804,9
669,44.52198623034525,32.20072268914225,29.774608257549037,87.71212624133982,2
4296,58.69205424978043,42.659558637550944,38.429627607018745,112.48685998584186,7
3143,59.60706586457865,43.37880244976413,39.16273411147036,114.6602006831831,9
5028,58.180016163686936,42.36826400675679,38.374827179461136,112.20467372828158,9
1851,59.63639215215446,43.39771421170836,39.177360932109,114.68889170434764,9
5082,57.95156288587758,42.20193777545568,38.22447476459812,111.75574950757324,9
3651,57.91321189827416,42.08054401733103,37.90264358653655,110.8391875011174,2
3005,38.206063541666005,28.003293549760965,26.801224897946927,77.90482066251988,8
4683,50.53071065386799,36.38149804236318,32.34923111919946,94.8204460212458,7
2014,54.14333149950497,39.50528562836443,36.12604195760363,105.21495198553716,7
4416,58.35352238743695,42.40950010836712,38.20417011622765,111.77151365013228,2
509,29.12737574707189,20.57706260130063,18.4818954946138,53.63769770939504,8
2534,47.82662386047977,34.64002680443095,31.035291358058025,91.178671592696,7
2089,49.59198816496616,36.24057287234898,33.515453760827675,96.37083126060408,8
4088,59.52053375866968,43.32366984365138,39.13635049039867,114.50251215782176,9
3216,50.52388952713634,36.32258953886807,32.19414469288369,94.58670240898982,7
3847,57.21673040839351,41.53732778561073,37.35712696495538,109.05177760189667,2
3201,57.87735524774058,41.995352141440186,37.74871372820431,110.51777852120756,7
3887,50.1398118777742,36.72124684449277,33.89837878524005,99.36342083079904,2
3527,59.40766221728215,43.245670765692125,39.06688459464279,114.30064389292542,9
1278,59.28804554491765,43.14524362239723,38.95631980457974,114.03920326188064,9
3712,57.26981366924448,41.53609575822555,37.31322196862708,109.25514546733665,7
3008,38.58580856464246,28.31668864990307,27.200961648868628,79.12493910460854,8
924,57.732442281873325,41.931556840020434,37.731125906079406,110.23167645093848,2
3691,47.67963352782162,34.59822620901068,31.154373295996805,91.15191670955332,2
1370,49.56064179131103,36.19233455668758,33.406474562147395,96.17571671812662,8
2279,59.59541378840349,43.376092082882806,39.17558562514936,114.64321790320426,9
4354,59.39940559982516,43.23633453350252,39.0569564970596,114.28143246248898,9
5270,44.22537754772616,31.833536682841995,28.683486939853093,83.58172637037977,8
1279,59.30575096549104,43.15760798245029,38.967179618705785,114.04977262928912,9
3554,58.74663454914528,42.68778366477518,38.44303727374759,112.59676144725924,7
4820,57.37539112938924,41.745604324541496,37.78382386776367,110.29509158008985,7
303,43.77108927443773,31.40549883270101,27.816139855695265,82.87893193515306,7
948,59.69865865805655,43.4442451001139,39.21633241776426,114.83097397310054,9
3031,59.57703851439744,43.3613490945299,39.16566839144026,114.6046201006983,9
4181,55.39235755976412,40.21470704376871,36.25849275559724,105.24692652863077,8
5130,59.12076244408979,43.027441373378494,38.85901478353899,113.68140355913432,9
4441,57.902743028749335,42.07067643848261,37.88866440296513,110.877118890286,2
4770,59.17913684419768,43.056932873870345,38.87035987616893,113.69087593993255,9
4890,51.02194198464495,37.29869330500912,34.37641530302029,98.57426140920822,8
493,44.36026984797813,31.920081208118027,28.542820541687565,84.11757250157764,2
3197,57.74933800715355,41.89529084373507,37.64833832191112,110.2556372545986,7
4205,54.15551338359604,39.21869921643543,35.1694607151664,102.4865245408118,8
4159,46.39378599710437,33.51612491987852,30.3122145848056,88.192098457117,8
4401,52.24956062696563,37.91097693716188,34.12676778551236,99.74830767266934,2
300,44.19925484415023,31.517867375522783,27.632518310533584,81.22472006668417,9
4221,53.41521682410213,38.71956506948656,34.75238365175829,101.82859259181429,7
797,47.90601882151166,34.98775267611213,32.17131002962477,95.49449620981407,2
2990,50.12833124692724,36.61788993623014,33.79032195114861,97.17053637447368,8
369,55.9315760326737,40.75959126727467,36.87349854998687,109.24202778360544,4
298,44.19876626685079,31.518521141473748,27.634160387580035,81.22672244481879,9
3165,56.22096876161354,40.770929007100776,36.619332861988845,107.222939297455,2
5051,58.12403280592567,42.32646934084522,38.34162889381148,112.10446841519014,9
1969,57.68938753527167,41.86919014834043,37.63968195738233,110.12310515560748,7
5035,59.23594254265224,43.11294661697228,38.9509860680913,113.93477737346392,9
3882,51.244421766167385,37.50869234374856,34.587882622591046,100.94469979307966,2
4402,49.09363633835053,35.58105590362955,31.98353303886337,93.5114838624016,2
940,59.66232984435403,43.41762304197004,39.19808614912164,114.77520095354068,9
1330,35.73475571600798,26.14310593389998,24.87064462906116,72.00416220436354,8
4446,57.905243557859976,42.0922792820149,37.93416358416823,110.88023468427134,2
3851,42.57717105730709,30.576599745104488,27.174272617400096,79.54974689128329,2
2454,59.53657388172261,43.33100343515271,39.12770308643284,114.52460850211126,9
3090,51.41773208243229,37.16513003083159,33.22523332053991,95.90622192220852,8
2294,58.5409456741625,42.52522308253399,38.2722052728535,112.14965014101476,7
4362,59.40235939451742,43.23432681515169,39.04207844491136,114.22117775330048,9
4433,49.84122725964502,36.14459322201127,32.54860804279617,95.072706506133,2
225,31.37197366836667,22.8062922596185,20.52361535383727,60.48758456450237,2
1014,55.53068273943258,40.25754619093349,36.17111166156274,105.24982850711474,8
1269,56.6154991230228,41.16795355024248,37.17334050491096,108.76964666251855,9
3022,59.51994667032843,43.32266725439667,39.12897483186445,114.523560255264,9
35,30.67813758174549,15.619873846993189,13.016677890223278,53.77072560929174,9
2517,58.01664559329908,42.1868176369856,38.03421903844911,111.18323447419728,2
1358,36.48153634516285,26.707041002495103,25.31753522058661,72.81668948295204,8
5365,58.35599179562021,42.40425982074958,38.19622624172225,111.83656999321614,7
1961,57.3837856161199,41.64104495670712,37.4223773900708,109.53031402996726,7
4430,51.20555534151534,37.14216736147247,33.402243114900095,97.6432697656922,2
2996,51.51044296980134,37.61785151479656,34.5854052854773,99.30643780668284,8
747,56.60339273904999,41.31074247247186,37.559450598136415,110.26331839610316,9
5119,56.48494502892494,41.09059687515981,37.12648527181052,108.5787935410632,9
5348,55.2217063231772,40.03922763559874,36.000909113029095,104.63270896219116,8
50,26.266067792304792,19.55769749792083,18.52590785993308,53.36172903722806,7
4657,48.29020062564406,34.63667808516733,30.604099009212007,89.96385850521435,7
1483,49.63120992517095,36.33636839794946,33.47955878934293,98.24235049819376,2
2059,48.04559837095118,34.98782647947589,31.929054544152656,91.77453303970864,8
