Wavelength (nm),Responsivity
400,0.03741517896461634
401,0.039372232672802064
402,0.04134894312978697
403,0.043302190267098195
404,0.0451821447979393
405,0.04693462942946054
406,0.048504651519310965
407,0.04984082372782987
408,0.0509000974375267
409,0.051652029450704934
410,0.05208178670140022
411,0.05219130916401819
412,0.051998446520040625
413,0.05153432801782929
414,0.05083956715426322
415,0.04996004564134237
416,0.04894295614679903
417,0.04783357707079579
418,0.04667300055024631
419,0.04549681626025924
420,0.04433460932742357
421,0.04321006502330855
422,0.042141467902653586
423,0.041142413912818344
424,0.04022259918587726
425,0.03938859435517729
426,0.038644550926704185
427,0.03799281413694841
428,0.037434435394187004
429,0.036969588635615364
430,0.0365979007951544
431,0.03631870887696804
432,0.03613125626242319
433,0.03603483982330645
434,0.03602891780963771
435,0.036113186711621045
436,0.036287633574118926
437,0.0365525686691619
438,0.03690864204095309
439,0.03735684622480991
440,0.03789850638460904
441,0.03853525818452371
442,0.039269012883515586
443,0.04010190839483108
444,0.04103624437741464
445,0.042074398824987216
446,0.043218723112137564
447,0.04447141208724581
448,0.0458343456375882
449,0.04730889829122666
450,0.04889571399526109
451,0.05053430381270308
452,0.05226967002949364
453,0.054104096060627195
454,0.056039437169419795
455,0.05807699455372756
456,0.06021737300576789
457,0.0624603225363598
458,0.06480456531284658
459,0.0672476105012013
460,0.06978556114114733
461,0.07241291900667682
462,0.07512239546263716
463,0.07790473851869639
464,0.08074858843894332
465,0.08364037615169786
466,0.08656428001428172
467,0.0895022568633283
468,0.09243416234691752
469,0.09533797295193323
470,0.09819011768138187
471,0.10096592096896095
472,0.1036401503802322
473,0.10618765349983976
474,0.10858405901853349
475,0.11080650853444701
476,0.1128343791923354
477,0.1146499541207234
478,0.11623899848023536
479,0.11759120407556742
480,0.118700474549019
481,0.11956503519340542
482,0.12018736495930252
483,0.12057396163142128
484,0.1207349628314264
485,0.12068365422937172
486,0.12043590139253996
487,0.12000954292927443
488,0.1194237803821642
489,0.1186985954575218
490,0.11785421861122049
491,0.11691066572507242
492,0.11588735245670284
493,0.1148027894693581
494,0.11367435654261143
495,0.11251814969846362
496,0.11134889293369946
497,0.11017990478493692
498,0.10902310955229082
499,0.10788908333067498
500,0.10678712581318747
501,0.10372450925468306
502,0.10075409499664431
503,0.09788377864357849
504,0.09511961353186232
505,0.09246601587038272
506,0.08992597062595176
507,0.08750123147154906
508,0.08519251003204639
509,0.08299965129387882
510,0.08092179337818023
511,0.07895751092345468
512,0.0771049421120925
513,0.07536189994123274
514,0.07372596872122854
515,0.07219458702154671
516,0.07076511840804728
517,0.06943491135628083
518,0.0682013497068802
519,0.06706189497070447
520,0.06601412170827525
521,0.0650557471117243
522,0.06418465581641952
523,0.06339892086970023
524,0.06269682168988736
525,0.06207685976266813
526,0.061537772745759445
527,0.0610785475873752
528,0.060698433209900274
529,0.060396953267438644
530,0.060173919454566877
531,0.06002944582359965
532,0.05996396455900198
533,0.05997824366034711
534,0.06007340699976568
535,0.060250957246685805
536,0.06051280219268751
537,0.060861285063680215
538,0.06129921947697721
539,0.061829929789291985
540,0.062457297690912704
541,0.06318581603469951
542,0.06402065105029728
543,0.0649677142892546
544,0.06603374588194792
545,0.06722641097006815
546,0.06855441151839925
547,0.07002761611803775
548,0.07165721088381757
549,0.07345587513778544
550,0.07543798627745867
551,0.0774687703466867
552,0.0797009392773319
553,0.08215111722791166
554,0.08483789819638125
555,0.08778204840359698
556,0.09100672092416542
557,0.09453767755685068
558,0.09840350952630228
559,0.102635843672198
560,0.10726951371430588
561,0.1123426661911664
562,0.11789675673423097
563,0.12397637318935348
564,0.13062879625313656
565,0.13790317420939868
566,0.14584914479280292
567,0.1545146840040376
568,0.16394290118297217
569,0.17416743909152954
570,0.1852060932527253
571,0.19705226664723657
572,0.20966397491792338
573,0.22295038930857172
574,0.23675644660200373
575,0.25084696095018344
576,0.2648929703455487
577,0.2784645935038452
578,0.29103599715222234
579,0.30200831505288084
580,0.31075440722108494
581,0.31668441827928345
582,0.3193236783480165
583,0.3183870722889653
584,0.31383055177872654
585,0.3058642163871823
586,0.29492211552420267
587,0.2815971541070393
588,0.26655902528729103
589,0.2504750453573911
590,0.23394867753284618
591,0.21748218635845873
592,0.20146233885772802
593,0.18616360415503572
594,0.17176203389386333
595,0.1583538694443316
596,0.14597467468626746
597,0.13461655917598053
598,0.12424242188811167
599,0.11479702677310305
600,0.10621519807252261
601,0.09897578941892093
602,0.0923738393361047
603,0.08635170318931032
604,0.08085548449551881
605,0.07583540906006814
606,0.07124592214527366
607,0.06704560546104421
608,0.0631969828817072
609,0.059666262925513774
610,0.05642305074587396
611,0.053440051381565316
612,0.05069277822147887
613,0.0481592752068323
614,0.04581985756839157
615,0.043656873390280654
616,0.04165448664665256
617,0.03979848131243817
618,0.03807608551778344
619,0.03647581436480222
620,0.03498732986141517
621,0.03360131638502529
622,0.03230937012347733
623,0.031103901021322683
624,0.029978045865059685
625,0.028925591257964428
626,0.02794090535446778
627,0.027018877340188138
628,0.026154863753433177
629,0.025344640845450187
630,0.024584362269203998
631,0.02387052146987008
632,0.023199918224848612
633,0.02256962884746107
634,0.021976979627228256
635,0.021419523131448837
636,0.020895017038398703
637,0.020401405212523014
638,0.0199368007671299
639,0.019499470890888673
640,0.019087823241412127
641,0.018700393732831895
642,0.018335835564971897
643,0.017992909359859182
644,0.017670474287207548
645,0.017367480074453087
646,0.017082959809161295
647,0.016816023452380917
648,0.01656585199098183
649,0.01633169216534728
650,0.016112851716141414
651,0.015922655063054694
652,0.015746193045781436
653,0.015582961043797503
654,0.015432499375638762
655,0.015294390585607033
656,0.015168257021535202
657,0.015053758679902086
658,0.014950591297568547
659,0.014858484672093906
660,0.014777201195021966
661,0.014706534584743008
662,0.01464630880757124
663,0.01459637717755936
664,0.014556621627330143
665,0.014526952143863922
666,0.014507306364766898
667,0.01449764933207607
668,0.014497973402160674
669,0.014508298311771358
670,0.014528671401794067
671,0.014559168001805078
672,0.014599891980117925
673,0.014650976465690545
674,0.014712584750042815
675,0.014784911379251775
676,0.014868183448176465
677,0.01496266211134793
678,0.015068644327486391
679,0.015186464857419636
680,0.01531649853832747
681,0.01545916286078619
682,0.015614920879106143
683,0.015784284490022393
684,0.015967818120016023
685,0.01616614286751285
