Wavelength (nm),Responsivity
400,0.03765161718251943
401,0.03689209653071185
402,0.03615059735576196
403,0.0354372780757316
404,0.034760115644250585
405,0.03412520499903536
406,0.03353706223290743
407,0.03299891216484001
408,0.03251294911428109
409,0.03208056564552499
410,0.03170254811743087
411,0.03137924043259877
412,0.03111067881973786
413,0.0308967011432639
414,0.030737034384719718
415,0.030631363781305116
416,0.030579386777761394
417,0.030580854542227823
418,0.030635603372895427
419,0.03074357791432129
420,0.030904847727728203
421,0.031119618425542284
422,0.03138823828747041
423,0.03171120102066463
424,0.032089145105280666
425,0.03252284997378475
426,0.03301322910262891
427,0.033561319943966425
428,0.0341682704894089
429,0.034835322135070165
430,0.035563788406260184
431,0.036355029001683976
432,0.03721041853309687
433,0.03813130927132722
434,0.039118987169894474
435,0.04017462043219629
436,0.041299199929171096
437,0.04249347087605182
438,0.04375785535648935
439,0.04509236555912297
440,0.046496507985690404
441,0.047969179419951505
442,0.04950855612804329
443,0.05111197860032779
444,0.05277583513609427
445,0.05449544869003908
446,0.056264972591846464
447,0.05807730193426341
448,0.05992400848203277
449,0.06179530773003355
450,0.06368006705166757
451,0.0656268555437008
452,0.06761009533391668
453,0.069625288671422
454,0.07166735539362716
455,0.0737306342135015
456,0.07580889540256491
457,0.07789536618698484
458,0.07998276992202934
459,0.08206337976092129
460,0.08412908708991544
461,0.08617148447191705
462,0.08818196224433547
463,0.09015181727986075
464,0.0920723717759548
465,0.09393509933044372
466,0.09573175503019432
467,0.09745450587026087
468,0.09909605757026968
469,0.10064977379224108
470,0.10210978390617102
471,0.1034710757978029
472,0.1047295707523168
473,0.10588217814766918
474,0.10692682850848238
475,0.10786248435297664
476,0.1086891291544543
477,0.10940773557942077
478,0.11002021490679134
479,0.1105293501372765
480,0.11093871574246734
481,0.11125258726708406
482,0.11147584408685357
483,0.11161386855226117
484,0.11167244453813033
485,0.11165765810004194
486,0.1115758025433902
487,0.11143328977170976
488,0.11123656932759227
489,0.11099205609754663
490,0.11070606724171596
491,0.11038476854487123
492,0.11003413007549281
493,0.10965989078899818
494,0.10926753151911135
495,0.1088622556647606
496,0.10844897679319201
497,0.10803231233641153
498,0.10761658255017667
499,0.10720581392513334
500,0.10680374628131398
501,0.10432308414552252
502,0.10189078595685921
503,0.09951185188202437
504,0.09719051463186547
505,0.09493028777835559
506,0.09273401874241655
507,0.09060394452235444
508,0.08854174852721104
509,0.08654861716833798
510,0.08462529513495878
511,0.08277213852806872
512,0.0809891652474474
513,0.07927610221705422
514,0.07763242919472318
515,0.07605741904425692
516,0.07455017445406129
517,0.07310966116911814
518,0.07173473786540249
519,0.07042418284083071
520,0.06917671772737105
521,0.06799102844772133
522,0.06686578364935267
523,0.06579965085081724
524,0.06479131053180787
525,0.06383946839103694
526,0.06294286598581363
527,0.06210028995523559
528,0.06131058001598805
529,0.06057263590646645
530,0.05988542344181237
531,0.05924797982981095
532,0.05865941838573781
533,0.05811893277331952
534,0.057625800889146025
535,0.05717938849920977
536,0.05677915272881627
537,0.05642464550093678
538,0.05611551701318565
539,0.05585151934002066
540,0.055632510244495254
541,0.055458457282974466
542,0.05532944228668958
543,0.05524566630590718
544,0.05520745510590788
545,0.0552152653089943
546,0.0552696912835298
547,0.055371472889695225
548,0.055521504202474134
549,0.05572084334558362
550,0.05597072358600226
551,0.0561692250204837
552,0.0564226721535601
553,0.05673226905284267
554,0.057099437497103174
555,0.057525829225223674
556,0.058013340032776334
