Sample,red,green,blue,black,Material,Predicted_Label
2021_Aug_31_SR-3501_SN19387Q4__00278.sed,48.41822754565504,35.53064490680333,32.5527848118075,91.8462241178748,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__01048.sed,53.776145723160944,38.53761282407381,35.1161870594227,99.70710508661467,6.0,6
2399,58.27679029439913,42.35302877896204,38.15166085950205,111.5202811599876,2.0,2
2021_Aug_30_SR-3501_SN19387Q4__00105.sed,59.12552387107261,42.82628324828217,38.59879181540363,112.93160923694732,1.0,1
2859,52.87293796517265,38.58610447121892,35.29912497057393,103.00569173386089,7.0,7
2021_Sep_01_SR-3501_SN19387Q4__00548.sed,57.08795645926362,41.40976396112495,37.35389404358439,108.75861630708914,5.0,5
941,59.658710840237134,43.413835907251766,39.18777872281872,114.75863029451834,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00194.sed,59.506939411472686,43.33028010175128,39.12121086600023,114.50413828323276,4.0,9
2021_Aug_31_SR-3501_SN19387Q4__00785.sed,58.53625193427206,42.48045368916054,38.36080493191785,111.81695758215962,3.0,3
2056,45.68291689675361,33.201405102968266,30.374310187995743,87.33815176854964,8.0,8
