Wavelength(nm),QE(%)
638.1166449781142,52.91986412105138
640.4353483970187,53.46648951950237
642.5470247249498,54.01375253788684
645.0727552348278,54.45087185486007
647.7779092235498,54.09416121078762
649.7101620726369,53.62998761147584
653.1882172009937,53.29624499726506
656.2315154383059,53.50509637805492
657.4198509404945,54.074799504420646
658.695137820892,54.61722895234169
660.7240033124335,54.975283397564255
663.4484798296463,54.661475662047735
664.4918963681533,54.24839667340493
665.8444733625143,53.683314577524804
666.346859103277,53.10239208278128
667.1004377144209,52.500742140910056
668.0527623328995,51.80926829895449
668.2597894238731,51.19789950135998
669.2259158484167,50.681454779760045
669.7089790606885,50.066728829962805
670.5784928427777,49.521658401414086
671.4480066248669,49.024685084234186
672.0276824795931,48.54907820534112
672.8971962616822,48.069653834201205
674.6362238258607,47.54367909424076
677.4766355140187,47.63028022223738
679.080405378761,48.14940431878356
680.1431444457589,48.652775774908804
681.3024961552112,49.261468331787164
682.4618478646635,50.04175058327861
683.6211995741157,50.82690754200339
684.780551283568,51.51782016088386
686.8094167751094,52.00586679899513
690.2460664852715,51.971558732897286
691.7366615402816,51.440499488177025
692.7994006072795,50.87013543104155
693.9587523167318,50.27900004755714
694.8669111558027,49.663094843689386
696.0842304507275,49.03167833511744
697.1193659055957,48.30215885768442
698.113095942269,47.58446620159809
699.2724476517212,46.848714503524995
700.4317993611735,46.0858037222948
701.127410386845,45.46092443412835
702.170826925352,44.84603256602583
703.2335659923499,44.126502467550566
704.0257896604755,43.62885724979561
705.0692061989826,43.1767806032862
707.0566662723294,42.71717240187597
710.8659647462439,42.58663661595642
713.7643440198747,43.03105770958717
716.7593359359596,42.98641060198741
718.4017508576837,42.5514029725358
720.4306163492251,42.1620023086483
723.908671477582,41.90950481499296
727.3867266059387,41.91699170711502
730.8647817342955,42.021972743903625
734.3428368626523,41.964463539581345
737.8208919910091,41.874456287036885
740.3466225008873,41.467554865897
741.5887850467291,40.81051837703041
742.2843960724003,40.18452487006777
743.3278126109074,39.52966040265198
744.139358807524,38.796734800671125
745.2324618478647,38.17642521997258
746.3228045269924,37.463634695632834
746.6899325683189,36.94117029337064
747.5014787649357,36.45003017016278
748.4482826609883,35.86533406239363
749.2211838006231,35.3195862483672
750.7807878859577,34.740635184348854
752.6026262865255,34.22861168606643
754.6314917780669,33.83921102217893
758.1095469064237,33.74270415999003
761.5876020347805,33.96467817037848
764.7758192357743,34.362059367626856
766.2250088725896,34.817443410436354
767.674198509405,35.34432315933463
769.9349343428369,35.699843579531255
772.311605347214,35.5341282156601
772.6014432745772,35.072738204444995
773.4709570566663,34.61671242802504
774.5336961236642,34.091845638400606
775.7896604755708,33.483095881823154
776.9490121850231,32.87060463807846
777.7605583816396,32.32486779385734
778.9778776765645,31.714250036147575
780.3442564769905,31.021965212156836
781.4898063803778,30.40854153496104
783.0356086596476,29.947508042418406
784.4847982964628,29.38895298069599
784.9195551875074,28.953602544828513
786.1272132181869,28.50547228577834
787.2865649276391,27.953334560160542
788.4459166370914,27.401196834542745
789.6052683465437,26.823060670347203
790.7646200559959,26.231925286862804
791.9239717654482,25.653789122667263
793.0833234749005,25.04965451989399
794.5566662723294,24.4374845347333
796.9478291730748,24.03681239589278
800.4258843014316,24.044299288014855
803.945344847983,24.438060449511923
806.6412976326617,24.89317938869314
809.9077250680232,25.264274842939102
812.1643203596357,24.983575155175572
813.4685910327694,24.509473882060902
815.4974565243109,24.13957204710671
818.9755116526677,24.140559329584335
822.4535667810246,24.36903294961722
825.9316219093814,24.55200930213904
829.4096770377382,24.384006733861355
832.887732166095,24.04701431482836
834.9165976576364,23.56661911591877
836.6556252218147,23.008146327736156
837.235301076541,22.506541010265337
838.3946527859932,22.062296804745174
839.4573918529911,21.507531810756333
840.6167435624434,20.89039798869419
841.7760952718957,20.260264947343174
842.6842541109665,19.661258728550948
844.1086004968652,19.017644580035068
845.2541504002525,18.389364652223435
846.4135021097047,17.85022614589451
847.8868449071335,17.28192852583375
850.5678457352419,16.960958878677374
853.3374081522668,17.47954728306439
856.6544422098664,17.963626508256283
860.1324973382232,18.114104812555922
863.3207145392169,18.50498640015988
867.0886075949368,18.81803721911021
870.5666627232936,18.676033089410268
873.7548799242873,18.242764174099833
875.3972948460114,17.825955451652618
877.5227729800072,17.378085725478485
879.8414763989117,16.866899654297626
882.1601798178162,16.37521241205006
884.4788832367208,16.00864265545789
887.9569383650776,15.879637745046821
890.4826688749556,15.426310540732416
891.7248314207975,14.730276393999205
892.4204424464688,14.10651132462894
893.3672463425214,13.586811313304125
894.2754051815923,13.085299239178454
896.0309949130487,12.575485373107867
899.5504554596002,12.145653141088616
903.028510587957,11.717666187033501
906.5065657163138,11.354675329422776
909.9846208446706,11.206171590078398
913.4626759730274,11.103165118245073
915.9884064829055,10.56441447288951
916.6508931740211,10.003036253415544
917.8102448834734,9.519794390028764
918.8729839504713,8.959829708324392
920.418786229741,8.531294264003947
923.8968413580978,8.486784278970532
927.3748964864546,8.728257118292277
930.8529516148114,8.76174244899208
933.3165739973974,8.278220855569984
936.6497101620728,7.9119390563671175
940.1277652904296,7.613944295200724
943.6058204187864,7.530436652300708
947.0838755471432,7.531423934778331
950.5619307,7.402419024367248
954.0399858038568,6.954933241378853
957.5180409322136,6.611441212701436
960.6096454907529,6.228841828104294
962.1554477700224,5.832804432006043
963.8944753342009,5.4303222752898535
965.6335028983792,4.995342070351512
967.0826925351946,4.526481621722297
969.0701526085413,4.011162480502605
970.8919910091092,3.5882764859153014
974.3286407192713,3.3859070847256305
977.8066958476281,3.250402564670125
981.2847509759849,3.2838878953699435
984.7628061043417,3.239377910336515
987.0815095232463,2.736316351211215
989.3588075239561,2.2508848363293765
992.8782680705076,2.019754956297163
996.3563231988644,1.7217601951307557
998.6750266177689,1.2934441469164568
