Wavelength,Responsivity
400,0.007593640879142759
401,0.0076126249813406165
402,0.007631609083538473
403,0.007650593185736331
404,0.007669577287934187
405,0.007688561390132045
406,0.0077075454923299
407,0.007726529594527757
408,0.007745063798047335
409,0.007733302325051738
410,0.007721390512337311
411,0.007709328359904058
412,0.00769711586775198
413,0.007684753035881079
414,0.0076722398642913485
415,0.007671267742734314
416,0.007858614297436095
417,0.008046772686619552
418,0.008235742910284685
419,0.00839627112500323
420,0.00853628105386297
421,0.00867686227365426
422,0.00880566535733834
423,0.00882653186292445
424,0.00884739836851056
425,0.008868264874096669
426,0.00888913137968278
427,0.008909997885268889
428,0.008930864390855
429,0.00896116911122998
430,0.009046703696413394
431,0.009132538961034468
432,0.009218674905093201
433,0.009305013768334805
434,0.00939160422203849
435,0.009478494679495702
436,0.009565685140706444
437,0.00978325569495275
438,0.010003949192107427
439,0.010225548196953208
440,0.010580579968283972
441,0.011051060186375758
442,0.011523565045943448
443,0.012027004216457185
444,0.012582819824642948
445,0.013141016813974967
446,0.013698350167130169
447,0.014245359582320767
448,0.014794679045053103
449,0.015333841143438108
450,0.015803052254403517
451,0.016274196965444947
452,0.0167472752765624
453,0.017133587459315213
454,0.017376172645233497
455,0.017619659869464763
456,0.017864049132009
457,0.017935900515580566
458,0.017988918680905387
459,0.01804199698211774
460,0.018134204324491005
461,0.0182799368214668
462,0.018426130534553924
463,0.018572785463752378
464,0.019005853921469112
465,0.019552040887786674
466,0.020100400869477324
467,0.021156573014691444
468,0.02255609279310846
469,0.024234670649848505
470,0.02596367608170548
471,0.028033457738477315
472,0.03041713845850771
473,0.03280500635035888
474,0.03571410062056223
475,0.03815599787715869
476,0.04008511316210556
477,0.04167100867068793
478,0.043626115237479196
479,0.04633703557721826
480,0.0482358492291842
481,0.05076715568264936
482,0.0538852305783025
483,0.056831610299226044
484,0.06031552025312384
485,0.06407558342671416
486,0.06705836337830849
487,0.07092435143774047
488,0.07491103308100333
489,0.07913142883746874
490,0.08258300270841686
491,0.08532626950048768
492,0.0909811572189164
493,0.09365652818459613
494,0.09702894144170515
495,0.10008416837924522
496,0.10283738680700483
497,0.10672729645305223
498,0.10967334303329032
499,0.11176245690440598
500,0.11576521630354539
501,0.118078863400007
502,0.12081773843532335
503,0.12386070394996164
504,0.1264209178957474
505,0.129177248173209
506,0.1333101185822667
507,0.13838869481064003
508,0.1422148521710485
509,0.14670831371470394
510,0.1506708133811989
511,0.1528229907859189
512,0.15447967143689598
513,0.15596541483954812
514,0.15730634247718248
515,0.15850954761338368
516,0.15972082566446724
517,0.16095459060378864
518,0.16219193089496875
519,0.1637669094070522
520,0.16547378865230253
521,0.1674716106592072
522,0.16970233601500276
523,0.17221061324718834
524,0.1754672955003791
525,0.17927156438819628
526,0.1841270774123299
527,0.18658736157109151
528,0.18960695682931514
529,0.19430591911683992
530,0.19714980157458512
531,0.19976475158495072
532,0.20080213042831124
533,0.2018419948883564
534,0.20216999712425837
535,0.2023676211879502
536,0.2025645687229073
537,0.20153534373007462
538,0.19654301298693685
539,0.19472603099890107
540,0.1938446558037295
541,0.1939051285703263
542,0.19471334078570754
543,0.19552321275158469
544,0.1967243163453457
545,0.1981292494622992
546,0.19917843036540717
547,0.19985000141184892
548,0.20052269412332327
549,0.20107691976468572
550,0.20097081693048569
551,0.2008629964120615
552,0.20061966672808523
553,0.19988082173504723
554,0.1988389904351337
555,0.19741720304242552
556,0.19516183324991507
557,0.19220032673228957
558,0.18992323496052987
559,0.18415636981799402
560,0.1801033962045088
561,0.1782454484162932
562,0.17563962637798988
563,0.1720722705496414
564,0.16929365214795214
565,0.167626814770021
566,0.1664345391961654
567,0.16581847636334945
568,0.16542376300066788
569,0.1650735969224145
570,0.1648889368792388
571,0.1647026109700532
572,0.16421195686533915
573,0.1634210018319133
574,0.16245844558681763
575,0.1614400789624899
