Wavelength(nm),QE(%)
400.9050041405418,2.2706650939116173
404.5072755234828,2.3540286725342554
407.98533065183955,2.3540286725342554
411.46338578019635,2.3216095030698938
414.94144090855315,2.2891903336055464
418.41949603690995,2.4642538487130707
421.89755116526675,2.5874466926776165
425.37560629362355,2.5874466926776165
428.85366142198035,2.5874466926776165
432.33171655033715,2.6522850316063256
436.01679876966756,2.720828418473829
439.46172956346857,2.914231920878322
442.6341374229698,3.312457209789571
445.7960057214759,3.779293250076293
448.85247841003195,4.217050277752563
452.62037146575176,4.668757372289264
456.09842659410856,4.863272389075405
459.57648172246536,4.87624005686115
463.27996634988233,4.9821426771113835
466.4008474667412,5.402609481073327
468.31302496155206,6.0887169948280615
469.4309712528096,6.607423706257762
470.73524192594346,7.163412462571458
471.37702590796164,7.689297704382554
472.49037159719757,8.228382179475545
473.45649802174114,8.932958795834224
474.43067549982254,9.667793303692946
475.73494617295637,10.338870111605118
477.0909736188336,10.868228835858801
478.1261090737016,11.379525451410942
478.70578492842776,11.86581299337628
479.86513663788,12.376414912439884
481.0244883473323,13.102928500136116
481.99061477187587,13.85634999848773
482.8877321660949,14.452862716631884
483.3431917662368,15.010472431418805
484.5025434756891,15.791126032120502
483.05335383887376,15.230922783776421
485.3720572577783,16.602253652118677
486.6602258238364,17.6429089919245
486.33818368232187,17.11123461270907
487.20769746441107,18.356130720140328
487.9391931858512,18.965611106070227
488.46366181631765,19.562123824214368
489.0433376710438,20.106765871215558
489.7196261682243,20.716246257145443
491.1688158050396,21.658563449576064
490.00946409558736,21.2219853007894
491.6656808233763,22.26125124761819
491.74849165976576,22.762544233735596
492.61800544185496,23.34219898375828
493.68074450885285,23.93871170190242
494.0671950786703,24.44315397876781
494.9689130749109,25.05176985351197
495.9994479277574,25.708798354656253
496.6435322107865,26.348536632086223
497.6740670636329,27.15685459073083
499.2842777712055,27.904656766375297
499.6465751804093,28.530887056528442
500.89448847877804,29.162520541592315
501.8928191174731,29.754710703807874
502.47249497219923,30.234514411880347
503.6318466816515,30.893271935396058
504.93611735478527,31.638264449686957
505.3708742458299,32.18614841363457
506.09546906423753,32.74213716994828
506.24038802791904,33.32859994555848
507.0684963918136,33.89324925142909
507.8137939193186,34.49346701751202
508.26925351946056,35.03255149260502
