Wavelength,Responsivity
400,0.026671028827852966
401,0.0267377063999226
402,0.026804383971992227
403,0.02687106154406186
404,0.026937739116131496
405,0.027004416688201128
406,0.026420403400858262
407,0.025771065569507576
408,0.025125069299421165
409,0.02448028423616506
410,0.023908776835925127
411,0.023536324640447533
412,0.023161776258666663
413,0.022879593596255614
414,0.02262200917611937
415,0.02236291276104667
416,0.02186815033567154
417,0.021115333208239686
418,0.020509718413005525
419,0.02000406254637994
420,0.019495758841192937
421,0.01920209840921248
422,0.01890982645816085
423,0.018615953167601597
424,0.018311839840033744
425,0.017990916955215642
426,0.017668280605991293
427,0.0173439307923607
428,0.017029289084233783
429,0.01671446956036529
430,0.016397996854294113
431,0.016087807918981477
432,0.015787578697662376
433,0.015485786717445927
434,0.015182431978332132
435,0.014956709351644242
436,0.014735831034355466
437,0.014513781792492485
438,0.014296518289374654
439,0.014085372741732575
440,0.013873116551719843
441,0.013659749719336466
442,0.013361002323795385
443,0.013058432248166068
444,0.012754359695842961
445,0.012438823849239616
446,0.01211155956257847
447,0.011782702375918197
448,0.011453172418329195
449,0.011175264904326871
450,0.010896005619139655
451,0.010615394562767552
452,0.010406861207100524
453,0.010260248254005443
454,0.010112886351761071
455,0.009968953196850658
456,0.009888824290116427
457,0.009808247845250702
458,0.009727223862253486
459,0.009665912015408335
460,0.009618699144054037
461,0.009571189440077146
462,0.009530680737071522
463,0.009552369814646532
464,0.00957406347061675
465,0.009595761704982175
466,0.009617464517742808
467,0.009639171908898646
468,0.009660883878449692
469,0.009672089853726112
470,0.009622956980282078
471,0.009573527274215454
472,0.009523800735526236
473,0.009564609485658584
474,0.009650206697122504
475,0.00973607975689765
476,0.009840189352808537
477,0.010020104327812158
478,0.010200686985450144
479,0.010381937325722497
480,0.010512166550403556
481,0.010622155221167669
482,0.010732510163548347
483,0.010796753964407347
484,0.01071080326446303
485,0.010624405026387215
486,0.010537559250179915
487,0.01034450468029356
488,0.01011681251106907
489,0.009888100122779273
490,0.00971841028032497
491,0.009702369564281462
492,0.009686182721124268
493,0.009669849750853375
494,0.00973699467109028
495,0.009824977643647302
496,0.009913236464515553
497,0.009979912339930399
498,0.010001132666855936
499,0.010022357572176682
500,0.010043587055892636
501,0.010064821118003794
502,0.010086059758510162
503,0.010107302977411737
504,0.010103383806931371
505,0.010056090594368641
506,0.010008530690285098
507,0.009960704094680745
508,0.010008013096288626
509,0.010067233663065434
510,0.010126609513746348
511,0.010337467785348177
512,0.010765429543151172
513,0.011194984003608674
514,0.011626131166720682
515,0.012354826558806334
516,0.013155923682345614
517,0.014066424397430643
518,0.015464227979430598
519,0.01663947542181142
520,0.017658133797212157
521,0.018671862499384108
522,0.019682415879323248
523,0.020660699222208416
524,0.02152762331348177
525,0.022397705495924052
526,0.022558858881960363
527,0.022658548115744845
528,0.022758452915636995
529,0.02262627695076593
530,0.022199732015786896
531,0.021771416074298222
532,0.021235300887976368
533,0.02038481800710956
534,0.019550353120136112
535,0.018779422395309428
536,0.01800547282235941
537,0.01689340754184563
538,0.015783045915252397
539,0.014838853077769623
540,0.01389104788646846
541,0.012801103734860176
542,0.011707456990703241
543,0.01085052037361142
544,0.009990347892463447
545,0.0092528499492977
546,0.00854593916325953
547,0.00799254847842023
548,0.007611998794091117
549,0.007230006915271778
550,0.006846572841962209
551,0.006659810709337151
552,0.006473506459021552
553,0.006286483400658444
554,0.006245226347545858
555,0.006341411381401527
556,0.006437902404670201
557,0.006545437335973716
558,0.0069258324640076455
559,0.007307548896321278
560,0.007690586632914616
561,0.008159423923575932
562,0.00878506965151142
563,0.009412890117170265
564,0.010471978450505022
565,0.011834612036445168
566,0.013310412243172238
567,0.014915275464824145
568,0.016687149997484496
569,0.018913354667493453
570,0.022243128006061774
571,0.026186228868169254
572,0.03051719518096095
573,0.035948093009762296
574,0.04188918940032424
575,0.04975155806792673
576,0.058755311966310036
577,0.07113240613151313
578,0.08075849332654603
579,0.0932567517345382
580,0.10577528062689674
581,0.12170247985047683
582,0.1319612202346245
583,0.152639000599224
584,0.1589768040831065
585,0.17257409779635538
586,0.1763525100364048
587,0.18175107456952677
588,0.18744132312565126
589,0.19201799619910795
590,0.19436817502711093
591,0.19503012925393753
592,0.19542754371192356
593,0.19262017264603118
594,0.19007449086847356
595,0.18845532693066544
596,0.18758123175420346
597,0.18689652845293311
598,0.18706038861279647
599,0.18722374977817224
600,0.1873866119490605
601,0.18809139772415254
602,0.18949443647351338
603,0.19090109673348307
604,0.19395119388031656
605,0.19631273562842355
606,0.19925049733658415
607,0.2026266918914311
608,0.20625296956302402
609,0.20988913715527224
610,0.21337919743788336
611,0.21677622445577127
612,0.22125651153425474
613,0.22650862770756444
614,0.23009197369788378
615,0.23242061072644038
616,0.2336770342588317
617,0.23371092791099524
618,0.233743701782988
619,0.23321932883792007
620,0.23176544367889265
621,0.22977744674910708
622,0.2262486150293375
623,0.2230313492753026
624,0.21893914593185465
625,0.216267698148849
626,0.21465190990842958
627,0.21323490218004962
628,0.21277773712113932
629,0.2124809809777154
630,0.21280716386204812
631,0.21419244443199495
632,0.2155810451015328
633,0.21747472218674085
634,0.220631593582887
635,0.22347876433407515
636,0.22640873528731398
637,0.22932581262786195
638,0.23210438993948881
639,0.23482653329095407
640,0.2376601973425591
641,0.24036111767604995
642,0.24206985362216468
643,0.24377852888044932
644,0.24548087470966126
645,0.2463866106213781
646,0.24651390951696497
647,0.24664041988050978
648,0.24669304009268575
649,0.24577597239793325
650,0.24457947653966708
651,0.24267064935221805
652,0.23968550384719678
653,0.2367256814385776
654,0.23394701077249325
655,0.23102416380352686
656,0.22800035820288272
657,0.22484166377384224
658,0.22207954150061585
659,0.2195642598077829
660,0.2180235240497783
661,0.2170316401680237
662,0.21697087319416813
663,0.21690893067556946
664,0.21684581261222774
665,0.21750765056150959
666,0.2186739480334637
667,0.21984276568048744
668,0.2218475485162508
669,0.22403183065322313
670,0.2260145575037065
671,0.22793194271608497
672,0.22959341700677047
673,0.23125257783980369
674,0.2319113265987635
675,0.23257101047413348
676,0.232619739719316
677,0.23152625545645353
678,0.2296080913336664
679,0.22738633711771056
680,0.224259775576725
681,0.22118986139802937
682,0.21654484639698038
683,0.21220059005122677
684,0.20766971192419512
685,0.20331268214249837
686,0.20005567686530185
687,0.19710195774933592
688,0.19428251283845593
689,0.19206997578651888
690,0.18969096070746663
691,0.18825271973889127
692,0.1872085801244501
693,0.18654188824326787
694,0.18595069900704853
695,0.18561273658149177
696,0.18527303055042701
697,0.1849315809138542
698,0.18479526822142203
699,0.18472451995617944
700,0.1846528117540751
701,0.18476861599485167
702,0.18537329746026998
703,0.18597895072865292
704,0.18658557580000057
705,0.18744969064917524
706,0.18849160864738337
707,0.1895357250362776
708,0.1908906262042669
709,0.19249725350515012
710,0.19410777829433495
711,0.1957574893644001
712,0.19741107193891824
713,0.19838190056427663
714,0.19927131403732293
715,0.20008256397841212
716,0.19992702296300535
717,0.19977026581137175
718,0.19668149093331033
719,0.19410305350444665
720,0.19176861291862968
721,0.18895595752981925
722,0.18421083805293176
723,0.18101577738033175
724,0.17752002175624093
725,0.17349553518979616
726,0.17032266358243542
727,0.16763107411147582
728,0.16514728575950047
729,0.1631952046304263
730,0.16172310520504904
731,0.1611852803568154
732,0.16064537790708103
733,0.16086792159557065
734,0.16127952204084148
735,0.1616916460156512
736,0.16250106320365712
737,0.1639782473791432
738,0.16545884103817735
739,0.1675268480151281
740,0.169594129334649
741,0.17153889021533988
742,0.1738947662464456
743,0.17679732598124956
744,0.17867848830070251
745,0.1805958049160528
746,0.1826060382525558
747,0.1844295714145297
748,0.1860158796893641
749,0.18737174908932255
750,0.18783107023686135
751,0.18829094914066333
752,0.18875138580072842
753,0.18836576943136402
754,0.1875926106412908
755,0.18681673749436256
756,0.18547346530181033
757,0.18405283181467755
758,0.18139660730523605
759,0.17889364634962526
760,0.17662274015343468
761,0.17435826117012285
762,0.17210863072119076
763,0.16987028552665845
764,0.16790546302256076
765,0.16607362871433468
766,0.1643418655157229
767,0.16299075118720416
768,0.16164751339959965
769,0.16032500402290567
770,0.159028411796116
771,0.15779880707379934
772,0.1565654769685326
773,0.1555335486793209
774,0.1545029960882227
775,0.15367608855433898
776,0.15295344112183765
777,0.15222842013480112
778,0.15177678948013154
779,0.1514101405738484
780,0.15104204947307504
781,0.15081246243301422
782,0.15093664330523704
783,0.15106064790924434
784,0.15118447624503617
785,0.1516033700409276
786,0.15209443098738562
787,0.15258625003978332
788,0.15313319109133536
789,0.1537930646504551
790,0.15445411829093947
791,0.15511635201278842
792,0.15566830593998182
793,0.1562012986769803
794,0.1567351399432238
795,0.15706987327549152
796,0.15706533294978323
797,0.15706028480373985
798,0.1570547288373614
799,0.15645188319664166
800,0.1557753039591155
801,0.1548212090979377
802,0.1525603021985344
803,0.15069992499887738
804,0.14827280704649873
805,0.1450845993259947
806,0.1427661017501574
807,0.14025441350457335
808,0.1372863359822418
809,0.13435882585007192
810,0.13145444406606985
811,0.12857525806627873
812,0.12609823694878
813,0.12352585419683557
814,0.12102534005168651
815,0.11915728352115902
816,0.1175073761339322
817,0.11591352327472462
818,0.11498887126807808
819,0.11406161161100578
820,0.1133607829214733
821,0.1129441257072978
822,0.11252611672193744
823,0.11210675596539214
824,0.11195016053112804
825,0.11180194726131888
826,0.11165304532456401
827,0.11160699942339117
828,0.11166897843227437
829,0.11173078117294206
830,0.11179200810553219
831,0.111815886945027
832,0.111839499093001
833,0.11186284454945418
834,0.11192608769283366
835,0.11202445138493099
836,0.11212272923211822
837,0.11221679365065837
838,0.11223912014674829
839,0.11226117995131742
840,0.11228297306436572
841,0.11218759514203737
842,0.11200568540410046
843,0.1118230267170143
844,0.11160581666059877
845,0.11107778540639887
846,0.11054819139330162
847,0.110017034621307
848,0.10938124796906303
849,0.10868051046768461
850,0.1079778183730857
851,0.10726222040996623
852,0.10647856560406332
853,0.10569277535832923
854,0.10490484967276398
855,0.10409880446385428
856,0.1032824981111165
857,0.10246400003094785
858,0.10161301788764951
859,0.10065685803585374
860,0.0997334342964222
861,0.09899653236965138
862,0.0982576493254905
863,0.0972827750511571
864,0.09563496259261627
865,0.09433948622428735
866,0.09327593292290379
867,0.09220718631660109
868,0.09082740368829169
869,0.08944419678663906
870,0.08804113000990446
871,0.08662329322868884
872,0.08527633854842508
873,0.08412336039609603
874,0.08296751678645072
875,0.08191549576043052
876,0.0810384099929069
877,0.08015910800739935
878,0.07933240088823729
879,0.07856371297750107
880,0.07779307047354435
881,0.07702047337636717
882,0.076418577526229
883,0.07581526185119745
884,0.07521038341726857
885,0.0747429494700431
886,0.07440215275042356
887,0.07406039609394224
888,0.07372862879692
889,0.07363952127208602
890,0.0735500264913241
891,0.07346014445463424
892,0.07346101928647447
893,0.07353196094077727
894,0.07360287703237349
895,0.07367494037389051
896,0.07375930986407613
897,0.07384368393265694
898,0.07392806257963297
899,0.07400419621967805
900,0.0740750113512416
901,0.07414580092009859
902,0.07417743557890283
903,0.07394873907771567
904,0.0737193539095828
905,0.07348928007450418
906,0.07302677730673493
907,0.07243967662272027
908,0.0718511036031136
909,0.07119921475281983
910,0.07025330393535727
911,0.06930514204583671
912,0.06835472908425817
913,0.06736238005240279
914,0.06636714989922636
915,0.06536588593719922
916,0.06432400730000358
917,0.06327969784017932
918,0.06211618054745642
919,0.06082312511598823
920,0.059527108378500095
921,0.05825392271440701
922,0.05698165413853118
923,0.05580240260661272
924,0.0548902122345968
925,0.0539759165638515
926,0.05305951559437681
927,0.05225060086394137
928,0.05146996223099028
929,0.050687519710327596
930,0.04993333399655884
931,0.04924553080395036
932,0.048556134711342736
933,0.047865145718736
934,0.047242522004415394
935,0.04663296790399286
936,0.04602200175018186
937,0.045439302422961465
938,0.04491036089714718
939,0.04438018816455513
940,0.04384878422518531
941,0.04332851857821915
942,0.04280886182928971
943,0.04228800401468427
944,0.04173790595817331
945,0.04114340795674364
946,0.04054755818412908
947,0.039950356640329636
948,0.03936489188752385
949,0.03877930256064942
950,0.038192391603691866
951,0.037597880565959384
952,0.03699397258244237
953,0.03638871282774046
954,0.03578210130185368
955,0.03520177177552625
956,0.03462130053645684
957,0.03403953780840609
958,0.0334912752230456
959,0.03297922912549283
960,0.03246604224446763
961,0.03195194073985658
962,0.0314944640070491
963,0.03103596705517631
964,0.030576449884238202
965,0.03013120741858143
966,0.0296987819634946
967,0.02926539657154603
968,0.028832445699254732
969,0.028426348601761704
970,0.02801935184961049
971,0.027611455442801087
972,0.027219351097751244
973,0.02683899984620506
974,0.026457809222204257
975,0.026070390518773193
976,0.025628680192309763
977,0.02518600992898458
978,0.024742379728797646
979,0.02426157553398516
980,0.023756911909720187
981,0.02325116778418635
982,0.02274434315738364
983,0.02223643802931206
984,0.02172745239997161
985,0.02121738626936229
986,0.020667157914005804
987,0.02009539260930882
988,0.019522426238935842
989,0.018950933657189174
990,0.018390487705450202
991,0.01782887082913702
992,0.01726608302824963
993,0.016660137872809105
994,0.016035045430028008
995,0.015408661498265584
996,0.014767575744016626
997,0.014078494013152238
998,0.013388000228899398
999,0.012696094391258114
1000,0.012193721253607473
